"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","11:44","11:44","2.00","5:52","5:58","146","156","7","30","168","264","50.9% S / 49.1% D","1.01","10.2","9.9","284","283","Nessun peso","342","Nessun peso","136","24.0","5:24","176","11:41","5:51"
"","","Riscaldamento","1","5:59.0","5:59.0","1.00","5:59","5:57","140","152","7","7","167","265","50.9% S / 49.1% D","1.00","10.3","10.2","294","292","Nessun peso","342","Nessun peso","68","26.0","5:38","173","5:58","5:58"
"","","Riscaldamento","2","5:44.7","11:44","1.00","5:45","5:58","152","156","0","23","169","262","51.0% S / 49.0% D","1.03","10.1","9.6","274","274","Nessun peso","314","Nessun peso","68","23.0","5:24","176","5:44.7","5:45"
"","","Riposo","3","1:30","13:14","0.12","12:50","10:50","126","150","0","0","108","487","51.3% S / 48.7% D","0.86","5.5","6.5","194","102","Nessun peso","286","Nessun peso","10","21.0","5:41","168","1:28","12:34"
"","1","Corsa","4 - 5","6:35.8","19:50","1.60","4:07","4:10","167","172","5","2","190","223","51.3% S / 48.8% D","1.27","9.1","7.1","381","386","Nessun peso","504","Nessun peso","92","20.0","3:29","193","6:35.8","4:07"
"","","Corsa","4","4:08.3","17:22","1.00","4:08","4:12","164","171","5","0","190","223","51.3% S / 48.7% D","1.25","9.1","7.2","378","386","Nessun peso","504","Nessun peso","57","20.0","3:29","192","4:08.3","4:08"
"","","Corsa","5","2:27.4","19:50","0.60","4:06","4:07","171","172","0","2","191","223","51.2% S / 48.8% D","1.28","9.1","6.9","386","386","Nessun peso","402","Nessun peso","35","19.0","4:01","193","2:27.4","4:06"
"","","Riposo","6","2:00","21:50","0.18","11:17","10:52","142","172","0","2","115","356","50.4% S / 49.6% D","0.82","6.6","8.1","235","116","Nessun peso","455","Nessun peso","16","19.0","4:06","192","1:58","11:06"
"","2","Corsa","7 - 8","6:23.6","28:13","1.60","4:00","4:01","171","178","6","0","192","220","51.2% S / 48.8% D","1.29","9.1","6.8","400","405","Nessun peso","455","Nessun peso","92","18.0","3:47","195","6:23","3:59"
"","","Corsa","7","3:58.6","25:48","1.00","3:59","3:59","168","175","3","0","193","219","51.3% S / 48.7% D","1.30","9.0","6.8","400","407","Nessun peso","455","Nessun peso","57","18.0","3:47","195","3:58.6","3:59"
"","","Corsa","8","2:25.0","28:13","0.60","4:02","4:04","176","178","3","0","191","220","51.1% S / 48.9% D","1.28","9.2","6.9","399","401","Nessun peso","437","Nessun peso","35","18.0","3:57","194","2:25.0","4:02"
"","","Riposo","9","2:00","30:13","0.18","10:56","10:29","147","176","1","1","115","438","50.7% S / 49.3% D","0.86","6.6","7.8","247","123","Nessun peso","485","Nessun peso","18","17.0","3:46","193","1:58","10:45"
"","3","Corsa","10 - 11","6:16.1","36:29","1.60","3:55","3:55","173","179","4","1","193","217","51.4% S / 48.6% D","1.31","9.0","6.7","416","420","Nessun peso","474","Nessun peso","91","17.0","3:41","196","6:16.1","3:55"
"","","Corsa","10","3:53.7","34:07","1.00","3:54","3:55","171","178","2","0","194","216","51.3% S / 48.7% D","1.31","8.9","6.7","409","416","Nessun peso","464","Nessun peso","56","17.0","3:41","196","3:53.7","3:54"
"","","Corsa","11","2:22.4","36:29","0.60","3:57","3:55","178","179","2","1","191","219","51.4% S / 48.6% D","1.33","9.2","6.7","426","425","Nessun peso","474","Nessun peso","35","17.0","3:52","195","2:22.4","3:57"
"","","Riposo","12","2:00","38:29","0.18","10:55","10:37","150","179","0","1","113","449","50.0% S / 50.0% D","0.85","7.1","8.3","243","122","Nessun peso","424","Nessun peso","18","17.0","3:58","181","1:58","10:44"
"","","Defaticamento","13 - 15","9:18.9","47:48","1.68","5:33","5:32","157","163","8","1","168","263","50.9% S / 49.1% D","1.06","10.3","9.4","307","309","Nessun peso","367","Nessun peso","112","18.0","4:59","172","9:18","5:33"
"","","Defaticamento","13","5:33.2","44:02","1.00","5:33","5:35","156","160","0","1","168","264","50.9% S / 49.1% D","1.06","10.3","9.6","303","305","Nessun peso","348","Nessun peso","66","17.0","4:59","172","5:33.2","5:33"
"","","Defaticamento","14","1:07.2","45:10","0.20","5:36","5:33","159","160","0","0","169","261","50.9% S / 49.1% D","1.07","10.3","9.4","305","304","Nessun peso","334","Nessun peso","14","18.0","5:28","172","1:07","5:35"
"","","Defaticamento","15","2:38.5","47:48","0.48","5:33","5:23","160","163","8","0","170","260","50.8% S / 49.2% D","1.07","10.1","9.2","316","320","Nessun peso","367","Nessun peso","33","18.0","5:24","172","2:37","5:29"
"","Riepilogo","--","--","47:48","47:48","9.14","5:14","5:14","157","179","31","39","169","249","51.1% S / 48.9% D","1.11","9.2","8.3","345","311","Nessun peso","504","Nessun peso","585","19.6","3:29","196","47:41","5:13"
