"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.75","6:40","6:43","147","162","1","3","164","278","0.90","8.3","9.2","282","273","3.51","334","4.29","57","26.0","6:11","174","4:58","6:37"
"","1","Corsa","2 - 6","30:00","35:00","4.43","6:47","6:46","165","174","20","25","170","277","0.87","8.1","9.3","278","274","3.52","374","4.81","360","27.0","6:17","174","30:00","6:47"
"","","Corsa","2","6:34.7","11:35","1.00","6:35","6:36","162","164","2","4","170","275","0.90","8.2","9.1","281","279","3.59","315","4.05","82","25.0","6:17","174","6:34.7","6:35"
"","","Corsa","3","6:35.8","18:11","1.00","6:36","6:34","166","173","7","8","170","275","0.89","8.1","9.2","291","284","3.65","374","4.81","82","24.0","6:17","174","6:35","6:35"
"","","Corsa","4","6:51.3","25:02","1.00","6:51","6:55","165","172","3","5","170","278","0.86","8.1","9.4","265","268","3.44","349","4.49","79","28.0","6:43","174","6:51.3","6:51"
"","","Corsa","5","7:01.8","32:04","1.00","7:02","6:58","167","174","7","7","169","280","0.84","8.0","9.5","277","270","3.47","352","4.52","83","31.0","6:37","174","7:01.8","7:02"
"","","Corsa","6","2:56.4","35:00","0.43","6:53","6:50","169","170","0","1","168","280","0.88","8.2","9.3","268","267","3.43","284","3.65","35","31.0","6:34","171","2:56","6:52"
"","2","Corsa","7 - 8","10:00","45:00","1.69","5:54","5:58","175","178","1","1","167","271","1.00","8.7","8.7","305","305","3.92","338","4.34","132","28.0","5:34","177","9:59","5:54"
"","","Corsa","7","5:54.4","40:54","1.00","5:54","6:01","174","177","0","1","166","271","0.98","8.6","8.8","300","299","3.84","332","4.27","77","28.0","5:34","176","5:54","5:54"
"","","Corsa","8","4:05.6","45:00","0.69","5:54","5:54","176","178","1","0","167","272","1.01","8.8","8.7","313","312","4.01","338","4.34","55","28.0","5:38","177","4:05.6","5:54"
"","","Defaticamento","9 - 10","5:05.7","50:06","0.46","11:04","10:31","151","178","0","0","108","305","0.83","6.1","7.4","169","122","1.57","319","4.10","38","29.0","5:40","167","5:04","11:00"
"","","Defaticamento","9","5:00","50:00","0.45","11:03","10:31","151","178","0","0","109","305","0.83","6.1","7.4","170","122","1.57","319","4.10","38","29.0","5:40","167","4:59","11:01"
"","","Defaticamento","10","0:05.7","50:06","0.01","11:49","10:52","141","142","0","0","99","--","0.79","6.0","7.6","124","108","1.39","131","1.68","1","30.0","10:46","120","0:05","10:20"
"","Riepilogo","--","--","50:06","50:06","7.33","6:50","6:50","164","178","22","30","162","276","0.90","8.0","9.0","278","265","3.41","374","4.81","587","27.6","5:34","177","50:02","6:50"
