"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.07","7:14","7:17","136","166","18","20","161","288","0.86","8.2","9.6","272","261","3.32","337","4.28","153","24.0","6:20","169","14:40","7:05"
"","","Riscaldamento","1","7:25.7","7:25.7","1.00","7:26","7:13","116","155","18","4","158","289","0.84","8.1","9.7","286","266","3.38","337","4.28","71","26.0","6:52","169","7:08","7:08"
"","","Riscaldamento","2","7:02.7","14:28","1.00","7:03","7:15","155","166","0","16","164","288","0.87","8.3","9.6","254","254","3.23","297","3.77","76","23.0","6:20","169","7:02.7","7:03"
"","","Riscaldamento","3","0:31.6","15:00","0.07","7:22","6:46","161","162","0","0","162","288","0.89","8.5","9.5","291","286","3.63","302","3.84","6","22.0","6:38","163","0:31","7:13"
"","1","Corsa","4","5:00","20:00","0.85","5:55","5:41","171","175","17","0","171","268","0.99","8.6","8.6","345","346","4.40","409","5.20","68","22.0","5:41","181","4:58","5:53"
"","2","Corsa","5","3:00","23:00","0.37","8:06","7:51","164","175","5","5","160","301","0.79","8.1","10.2","273","249","3.16","375","4.76","36","21.0","5:56","172","2:59","8:04"
"","3","Corsa","6","5:00","28:00","0.84","5:59","6:04","167","174","6","13","171","268","0.97","8.4","8.7","307","307","3.90","382","4.85","66","22.0","5:31","186","4:59","5:57"
"","4","Corsa","7","3:00","31:00","0.29","10:11","9:13","162","175","11","0","123","318","0.76","6.6","8.9","234","186","2.36","357","4.54","35","22.0","6:11","167","2:59","10:08"
"","5","Corsa","8","5:00","36:00","0.84","5:55","6:02","166","174","4","16","170","267","0.99","8.5","8.6","302","303","3.85","379","4.82","65","23.0","5:31","179","4:59","5:54"
"","6","Corsa","9","3:00","39:00","0.31","9:49","9:27","157","175","9","0","124","293","0.77","6.4","8.3","223","181","2.30","369","4.69","31","23.0","6:17","169","2:59","9:46"
"","7","Corsa","10","5:00","44:00","0.85","5:54","6:07","169","175","1","19","171","267","0.99","8.5","8.6","292","292","3.71","321","4.08","66","23.0","5:41","179","4:59","5:53"
"","8","Corsa","11","3:00","47:00","0.41","7:17","7:13","166","170","0","0","163","290","0.85","8.3","9.7","268","262","3.33","312","3.96","34","23.0","5:52","170","2:59","7:15"
"","","Defaticamento","12 - 14","15:04","1:02:04","1.91","7:53","7:51","162","169","20","21","160","296","0.79","7.9","10.0","250","244","3.10","335","4.26","157","24.0","7:17","172","15:04","7:53"
"","","Defaticamento","12","8:02.4","55:02","1.00","8:02","7:44","165","169","20","6","158","296","0.79","7.9","10.0","262","253","3.21","335","4.26","90","23.0","7:17","172","8:02.4","8:02"
"","","Defaticamento","13","6:57.6","1:02:00","0.90","7:42","7:58","159","164","0","14","162","295","0.80","8.0","10.1","233","233","2.96","258","3.28","66","24.0","7:19","169","6:57","7:41"
"","","Defaticamento","14","0:03.6","1:02:04","0.01","7:13","7:28","163","163","0","0","162","291","0.82","8.1","9.9","245","255","3.24","259","3.29","1","24.0","7:27","163","0:03","5:59"
"","Riepilogo","--","--","1:02:04","1:02:04","8.74","7:06","7:04","158","175","91","93","160","284","0.87","8.1","9.4","280","265","3.37","409","5.20","711","23.2","5:31","186","1:01:43","7:04"
