Tempo intermedio,Stile,Vasche,Distanza,Tempo,Passo medio,Passo migliore,SWOLF medio,Frequenza cardiaca media,FC max,Totale bracciate,Bracciate medie,Calorie
REST,,,500.0,00:20:29.323,0:40:57  ,0:14:38  ,91.0,121.0,149.0,582,--,173
REST,,,203.55,00:10:32.289,0:51:45  ,0:27:03  ,112.0,122.0,138.0,278,--,75
Summary,,0,703.55,00:31:01.612,0:44:05  ,0:14:38  ,97.0,121.0,149.0,860,--,248
