"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","6:11.2","6:11.2","1.00","6:11","--","145","156","4","2","167","264","51.1% S / 48.9% D","0.98","10.4","10.5","313","311","Nessun peso","373","Nessun peso","69","21.0","5:04","172","6:11.2","6:11"
"","1","Corsa","2 - 7","23:54","30:05","4.67","5:07","--","166","172","13","22","172","248","50.6% S / 49.4% D","1.14","11.1","9.5","372","370","Nessun peso","468","Nessun peso","305","16.1","4:41","178","23:53","5:07"
"","","Corsa","2","0:53.8","7:05.1","0.17","5:21","5:11","160","162","1","0","172","251","50.9% S / 49.1% D","1.12","10.6","9.4","357","369","Nessun peso","420","Nessun peso","11","19.0","4:44","176","0:53","5:16"
"","","Corsa","3","5:02.2","12:07","1.00","5:02","5:06","164","166","2","6","174","245","50.8% S / 49.2% D","1.14","10.9","9.4","373","373","Nessun peso","412","Nessun peso","64","17.0","4:50","178","5:02.2","5:02"
"","","Corsa","4","5:06.9","17:14","1.00","5:07","5:07","166","168","3","6","172","248","50.6% S / 49.4% D","1.14","11.2","9.5","375","372","Nessun peso","454","Nessun peso","65","16.0","4:49","177","5:06.9","5:07"
"","","Corsa","5","4:53.2","22:07","1.00","4:53","4:56","169","171","2","5","173","245","50.6% S / 49.4% D","1.18","11.2","9.3","384","383","Nessun peso","468","Nessun peso","64","15.0","4:41","178","4:53","4:53"
"","","Corsa","6","5:26.8","27:34","1.00","5:27","5:30","165","169","4","4","169","254","50.5% S / 49.5% D","1.08","11.1","10.0","350","348","Nessun peso","392","Nessun peso","68","16.0","4:52","176","5:26.8","5:27"
"","","Corsa","7","2:31.1","30:05","0.50","5:02","4:58","170","172","1","1","172","246","50.7% S / 49.3% D","1.16","11.3","9.5","382","381","Nessun peso","419","Nessun peso","33","16.0","4:50","174","2:31","5:02"
"","","Defaticamento","8 - 9","7:29.5","37:35","1.36","5:31","--","165","173","6","5","169","253","50.5% S / 49.5% D","1.07","11.1","10.2","--","353","Nessun peso","427","Nessun peso","93","16.3","4:39","176","7:28.9","5:31"
"","","Defaticamento","8","5:29.9","35:35","1.00","5:30","5:29","166","173","4","5","169","253","50.5% S / 49.5% D","1.08","11.2","10.2","360","352","Nessun peso","427","Nessun peso","68","16.0","4:39","176","5:29.9","5:30"
"","","Defaticamento","9","1:59.6","37:35","0.36","5:34","5:30","164","167","2","0","170","253","50.3% S / 49.7% D","1.05","11.0","10.2","351","356","Nessun peso","404","Nessun peso","25","17.0","5:30","171","1:59","5:32"
"","Riepilogo","--","--","37:35","37:35","7.03","5:21","5:21","163","173","24","28","171","252","50.7% S / 49.3% D","1.10","11.0","9.8","361","357","Nessun peso","468","Nessun peso","468","17.0","4:39","178","37:33","5:21"
