"Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Potenza media","W/kg medio","Potenza max","W/kg massimo","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento","Perdita velocità di passo media","Percentuale perdita velocità di passo media"
"1","46:45","46:45","5.37","8:42","--","--","--","26","26","--","--","--","--","--","--","--","--","--","--","--","--","3:05","--","46:34","8:40","--","--"
"Riepilogo","46:45","46:45","5.37","8:42","--","--","--","26","26","--","--","--","--","--","--","--","--","--","--","--","--","3:05","--","46:34","8:40","--","--"
