"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 22","2:08:49","2:08:49","21.00","6:08","6:08","143","150","82","69","174","259","49.0% S / 51.0% D","0.94","8.8","9.2","276","275","3.99","453","6.57","1,404","24.0","4:59","180","2:08:45","6:08"
"","","Corsa","1","5:58.0","5:58.0","1.00","5:58","6:00","134","143","2","3","176","261","50.5% S / 49.5% D","0.95","8.6","8.9","283","281","4.07","329","4.77","67","28.0","5:17","180","5:58.0","5:58"
"","","Corsa","2","6:09.1","12:07","1.00","6:09","6:09","144","149","1","3","175","266","50.6% S / 49.4% D","0.93","8.5","8.9","276","275","3.99","303","4.39","72","24.0","5:51","179","6:09","6:09"
"","","Corsa","3","6:10.5","18:18","1.00","6:11","6:15","144","146","0","3","175","268","50.5% S / 49.5% D","0.93","8.4","8.9","267","267","3.87","299","4.33","70","22.0","6:01","178","6:10","6:10"
"","","Corsa","4","5:59.6","24:17","1.00","6:00","6:04","141","146","3","4","177","263","50.2% S / 49.8% D","0.95","8.3","8.7","273","275","3.99","337","4.88","67","21.0","4:59","179","5:59","5:59"
"","","Corsa","5","6:05.9","30:23","1.00","6:06","6:06","143","147","3","1","176","264","50.0% S / 50.0% D","0.93","8.4","8.8","272","272","3.94","311","4.51","69","20.0","5:51","179","6:05","6:05"
"","","Corsa","6","6:09.7","36:33","1.00","6:10","6:10","142","147","1","1","176","262","49.6% S / 50.4% D","0.92","8.4","8.9","267","266","3.86","289","4.19","69","21.0","6:01","177","6:09.7","6:10"
"","","Corsa","7","6:09.7","42:42","1.00","6:10","6:09","143","145","3","1","175","260","49.4% S / 50.6% D","0.92","8.5","9.0","268","268","3.88","290","4.20","69","21.0","6:03","178","6:09.7","6:10"
"","","Corsa","8","6:08.2","48:51","1.00","6:08","6:08","141","145","4","0","175","260","49.0% S / 51.0% D","0.93","8.5","9.0","273","276","4.00","320","4.64","68","21.0","5:16","178","6:08","6:08"
"","","Corsa","9","6:07.3","54:58","1.00","6:07","6:09","142","145","0","0","176","255","48.4% S / 51.6% D","0.93","8.5","8.9","269","269","3.90","290","4.20","67","22.0","6:02","178","6:07","6:07"
"","","Corsa","10","6:07.9","1:01:06","1.00","6:08","6:11","143","146","2","6","174","257","48.6% S / 51.4% D","0.93","8.7","9.1","267","267","3.87","305","4.42","67","23.0","6:02","177","6:07.9","6:08"
"","","Corsa","11","6:09.6","1:07:15","1.00","6:10","6:07","143","147","3","1","174","257","48.6% S / 51.4% D","0.93","8.8","9.2","274","273","3.96","335","4.86","67","23.0","5:56","176","6:09.6","6:10"
"","","Corsa","12","6:05.9","1:13:21","1.00","6:06","6:05","140","144","7","2","175","258","48.8% S / 51.3% D","0.93","8.7","9.3","280","283","4.10","353","5.12","65","22.0","5:19","177","6:05.9","6:06"
"","","Corsa","13","6:06.6","1:19:28","1.00","6:07","6:08","142","145","2","7","173","258","48.8% S / 51.3% D","0.95","8.9","9.2","273","272","3.94","306","4.43","65","23.0","5:54","176","6:06.6","6:07"
"","","Corsa","14","6:09.5","1:25:38","1.00","6:10","6:07","142","146","9","6","173","255","48.2% S / 51.8% D","0.94","9.0","9.4","286","283","4.10","366","5.30","65","24.0","5:55","177","6:09","6:09"
"","","Corsa","15","6:00.1","1:31:38","1.00","6:00","6:01","143","147","0","3","173","254","48.2% S / 51.8% D","0.96","9.0","9.2","280","280","4.06","299","4.33","65","25.0","5:49","175","6:00.1","6:00"
"","","Corsa","16","5:59.8","1:37:37","1.00","6:00","6:02","144","147","2","3","173","253","48.2% S / 51.8% D","0.96","9.1","9.2","278","278","4.03","306","4.43","64","27.0","5:55","175","5:59","5:59"
"","","Corsa","17","6:12.4","1:43:50","1.00","6:12","6:12","144","148","7","7","172","255","48.1% S / 51.9% D","0.94","9.1","9.5","278","275","3.99","358","5.19","65","27.0","6:01","175","6:12.4","6:12"
"","","Corsa","18","6:05.3","1:49:55","1.00","6:05","5:55","143","150","16","2","173","255","48.2% S / 51.8% D","0.95","9.0","9.3","300","296","4.29","453","6.57","67","26.0","5:13","178","6:05","6:05"
"","","Corsa","19","6:16.0","1:56:11","1.00","6:16","6:20","145","148","2","6","171","258","48.3% S / 51.7% D","0.93","9.1","9.6","268","268","3.88","293","4.25","64","27.0","6:01","173","6:16.0","6:16"
"","","Corsa","20","6:16.3","2:02:28","1.00","6:16","6:12","146","148","8","4","172","257","48.3% S / 51.7% D","0.93","9.1","9.6","281","280","4.06","340","4.93","65","27.0","6:01","176","6:16","6:16"
"","","Corsa","21","6:21.8","2:08:49","1.00","6:22","6:22","146","148","5","5","171","256","47.9% S / 52.1% D","0.92","9.2","9.9","276","272","3.94","325","4.71","66","27.0","5:52","178","6:20","6:20"
"","","Corsa","22","0:01.0","2:08:50","0.00","0","7:18","125","125","0","0","179","233","49.7% S / 50.3% D","0.98","9.9","10.1","46","260","3.77","260","3.77","0","28.0","6:37","179","0:01","0"
"","2","Corsa","23 - 28","24:39","2:33:28","5.03","4:54","4:52","163","170","30","11","182","231","50.1% S / 49.9% D","1.12","9.3","8.1","346","346","5.01","517","7.49","335","27.0","4:17","186","24:37","4:54"
"","","Corsa","23","4:50.0","2:13:40","1.00","4:50","4:42","157","164","14","1","182","234","49.8% S / 50.3% D","1.14","9.1","7.8","363","363","5.26","517","7.49","65","27.0","4:17","185","4:50.0","4:50"
"","","Corsa","24","4:54.1","2:18:34","1.00","4:54","4:55","164","167","1","2","182","234","50.0% S / 50.0% D","1.12","9.2","8.0","339","339","4.91","413","5.99","67","27.0","4:50","185","4:54.1","4:54"
"","","Corsa","25","4:55.3","2:23:30","1.00","4:55","4:54","167","169","4","2","182","231","50.2% S / 49.8% D","1.12","9.2","8.0","344","343","4.97","428","6.20","68","27.0","4:46","185","4:55","4:55"
"","","Corsa","26","4:56.3","2:28:26","1.00","4:56","4:58","162","169","6","4","182","230","50.2% S / 49.8% D","1.11","9.4","8.3","336","340","4.93","392","5.68","66","27.0","4:17","184","4:56","4:56"
"","","Corsa","27","4:55.2","2:33:21","1.00","4:55","4:51","165","170","5","1","182","228","50.5% S / 49.5% D","1.12","9.5","8.4","346","350","5.07","437","6.33","68","27.0","4:24","186","4:55.2","4:55"
"","","Corsa","28","0:06.8","2:33:28","0.02","5:21","7:12","151","169","0","0","157","313","48.6% S / 51.4% D","0.82","8.6","14.4","242","220","3.19","315","4.57","1","27.0","4:59","184","0:06","4:45"
"","","Defaticamento","29 - 30","7:01.5","2:40:29","1.10","6:25","6:26","155","161","8","10","171","249","47.1% S / 52.9% D","0.91","9.5","10.2","271","272","3.94","348","5.04","77","28.0","5:40","174","7:01","6:24"
"","","Defaticamento","29","6:24.8","2:39:53","1.00","6:25","6:28","155","159","6","10","171","249","47.1% S / 52.9% D","0.91","9.5","10.2","270","270","3.91","348","5.04","70","28.0","5:40","174","6:24.8","6:25"
"","","Defaticamento","30","0:36.7","2:40:29","0.10","6:25","6:05","160","161","3","0","170","252","46.8% S / 53.2% D","0.92","9.5","10.1","286","291","4.22","320","4.64","7","29.0","6:13","172","0:36","6:18"
"","Riepilogo","--","--","2:40:29","2:40:29","27.12","5:55","5:55","146","170","121","90","175","254","49.1% S / 50.9% D","0.96","8.9","9.1","290","286","4.14","517","7.49","1,816","24.5","4:17","186","2:40:21","5:55"
