"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.77","6:28","6:31","143","154","4","4","170","272","0.90","8.2","9.1","266","263","3.61","313","4.30","53","22.0","6:11","176","4:57","6:24"
"","1","Corsa","2 - 5","20:00","25:00","3.13","6:23","6:24","158","168","8","13","171","271","0.91","8.3","9.0","269","264","3.63","413","5.67","227","18.0","5:44","177","20:00","6:23"
"","","Corsa","2","6:24.8","11:25","1.00","6:25","6:30","156","159","0","5","173","270","0.90","8.1","9.0","261","259","3.56","316","4.34","73","20.0","5:44","177","6:24.8","6:25"
"","","Corsa","3","6:23.8","17:49","1.00","6:24","6:18","159","168","8","4","171","273","0.91","8.3","9.1","283","273","3.75","413","5.67","73","18.0","6:05","175","6:23","6:23"
"","","Corsa","4","6:21.1","24:10","1.00","6:21","6:25","159","162","0","4","171","272","0.92","8.3","9.0","261","261","3.59","301","4.13","72","17.0","6:08","174","6:21","6:21"
"","","Corsa","5","0:50.3","25:00","0.13","6:27","6:21","160","161","0","0","171","272","0.92","8.3","9.0","268","268","3.68","273","3.75","10","16.0","6:17","172","0:50.3","6:27"
"","2","Corsa","6 - 8","15:00","40:00","2.35","6:23","6:21","162","167","9","0","171","272","0.92","8.3","9.1","273","272","3.74","392","5.38","170","16.0","6:16","174","14:59","6:22"
"","","Corsa","6","6:21.6","31:22","1.00","6:22","6:16","161","167","8","0","171","271","0.92","8.3","9.0","280","277","3.80","392","5.38","73","16.0","6:16","174","6:21","6:21"
"","","Corsa","7","6:23.5","37:45","1.00","6:23","6:24","162","167","1","0","170","273","0.92","8.3","9.1","268","268","3.68","281","3.86","72","15.0","6:16","172","6:23.5","6:23"
"","","Corsa","8","2:14.9","40:00","0.35","6:23","6:25","162","163","0","0","170","273","0.92","8.3","9.1","267","267","3.67","276","3.79","25","15.0","6:21","172","2:14.9","6:23"
"","","Defaticamento","9 - 15","41:35","1:21:35","6.77","6:08","6:07","164","173","20","13","171","269","0.95","8.4","8.9","287","284","3.90","381","5.23","480","15.0","5:07","177","41:34","6:08"
"","","Defaticamento","9","5:00","45:00","0.78","6:26","6:25","162","164","0","0","171","273","0.91","8.3","9.1","267","266","3.65","274","3.76","56","15.0","6:20","174","4:59","6:25"
"","","Defaticamento","10","6:29.5","51:30","1.00","6:30","6:27","162","170","10","8","170","274","0.90","8.2","9.2","276","269","3.70","379","5.21","73","15.0","6:21","175","6:29.5","6:30"
"","","Defaticamento","11","6:25.6","57:55","1.00","6:26","6:27","162","165","0","0","170","273","0.91","8.3","9.1","263","264","3.63","277","3.80","72","15.0","6:17","174","6:25.6","6:26"
"","","Defaticamento","12","6:17.4","1:04:12","1.00","6:17","6:20","163","166","0","4","171","271","0.93","8.3","9.0","271","271","3.72","305","4.19","72","15.0","5:52","176","6:17","6:17"
"","","Defaticamento","13","5:52.4","1:10:05","1.00","5:52","5:53","166","170","1","1","172","265","0.99","8.6","8.6","298","298","4.09","324","4.45","69","15.0","5:35","176","5:52.4","5:52"
"","","Defaticamento","14","5:49.2","1:15:54","1.00","5:49","5:49","168","172","0","0","172","264","1.00","8.6","8.6","303","303","4.16","324","4.45","69","15.0","5:35","175","5:49","5:49"
"","","Defaticamento","15","5:41.1","1:21:35","1.00","5:43","5:37","169","173","9","0","171","262","1.02","8.6","8.5","318","319","4.38","381","5.23","69","15.0","5:07","177","5:40","5:42"
"","Riepilogo","--","--","1:21:35","1:21:35","13.03","6:16","6:15","161","173","40","31","171","270","0.93","8.3","8.9","279","276","3.79","413","5.67","930","16.3","5:07","177","1:21:30","6:15"
