"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","","Riposo","0","0","0:02.9","0:02.9","0","0","0","76","80","0","0","1"
"","1","Stile libero","3","75","1:52.0","1:54.9","2:29","2:08","50","101","109","39","13","10"
"","1.1","Stile libero","1","25","0:34.4","0:34.4","2:18","2:18","47","85","102","13","--","--"
"","1.2","Stile libero","1","25","0:31.9","1:06.3","2:08","2:08","44","105","108","12","--","--"
"","1.3","Stile libero","1","25","0:45.7","1:52.0","3:03","3:03","60","103","109","14","--","--"
"","","Riposo","0","0","2:21.8","4:16.7","0","0","0","94","133","0","0","12"
"","","Riposo","0","0","0:41.6","4:58.3","0","0","0","98","123","0","0","5"
"","2","Stile libero","1","25","0:14.8","5:13.1","0:59","0:59","19","123","127","4","4","2"
"","2.1","Stile libero","1","25","0:14.8","0:14.8","0:59","0:59","19","122","123","4","--","--"
"","","Riposo","0","0","1:06.6","6:19.7","0","0","0","123","130","0","0","9"
"","","Riposo","0","0","0:03.1","6:22.8","0","0","0","114","114","0","0","0"
"","","Riposo","0","0","1:17.1","7:39.9","0","0","0","89","114","0","0","5"
"","","Riposo","0","0","0:38.9","8:18.9","0","0","0","103","122","0","0","5"
"","3","Rana","3","75","1:23.4","9:42.3","1:51","1:15","36","122","127","26","9","10"
"","3.1","Rana","1","25","0:44.4","0:44.4","2:58","2:58","61","121","125","17","--","--"
"","3.2","Rana","1","25","0:20.3","1:04.7","1:21","1:21","26","120","126","6","--","--"
"","3.3","Rana","1","25","0:18.7","1:23.4","1:15","1:15","22","124","127","3","--","--"
"","","Riposo","0","0","1:49.7","11:32","0","0","0","86","120","0","0","7"
"","","Riposo","0","0","0:28.7","12:01","0","0","0","96","118","0","0","3"
"","4","Rana","2","50","1:01.9","13:03","2:04","1:39","43","122","125","24","12","7"
"","4.1","Rana","1","25","0:24.8","0:24.8","1:39","1:39","36","117","121","11","--","--"
"","4.2","Rana","1","25","0:37.1","1:01.9","2:28","2:28","50","122","125","13","--","--"
"","","Riposo","0","0","2:37.3","15:40","0","0","0","92","126","0","0","11"
"","","Riposo","0","0","2:45.3","18:25","0","0","0","120","134","0","0","23"
"","","Riposo","0","0","4:26.2","22:51","0","0","0","97","117","0","0","20"
"","","Riposo","0","0","0:04.4","22:56","0","0","0","88","89","0","0","0"
"","","Riposo","0","0","1:16.5","24:12","0","0","0","82","90","0","0","3"
"","5","Misto","5","125","3:25.0","27:37","2:44","0:57","55","123","142","70","14","31"
"","5.1","Rana","1","25","0:53.5","0:53.5","3:34","3:34","78","101","115","24","--","--"
"","5.2","Dorso","1","25","0:58.9","1:52.4","3:55","3:55","74","121","141","15","--","--"
"","5.3","Rana","1","25","0:47.7","2:40.1","3:11","3:11","68","139","142","20","--","--"
"","5.4","Dorso","1","25","0:14.2","2:54.2","0:57","0:57","18","129","133","4","--","--"
"","5.5","Dorso","1","25","0:30.8","3:25.0","2:03","2:03","38","128","137","7","--","--"
"","","Riposo","0","0","0:52.9","28:30","0","0","0","121","143","0","0","7"
"","6","Misto","2","50","1:25.1","29:56","2:50","2:27","60","130","141","34","17","15"
"","6.1","Rana","1","25","0:48.3","0:48.3","3:13","3:13","72","122","133","24","--","--"
"","6.2","Dorso","1","25","0:36.9","1:25.1","2:27","2:27","47","128","133","10","--","--"
"","","Riposo","0","0","2:34.7","32:30","0","0","0","106","142","0","0","12"
"","7","Stile libero","1","25","0:54.9","33:25","3:40","3:40","72","105","113","17","17","5"
"","7.1","Stile libero","1","25","0:54.9","0:54.9","3:40","3:40","72","104","113","17","--","--"
"","","Riposo","0","0","0:15.0","33:40","0","0","0","106","106","0","0","1"
"","","Riposo","0","0","0","33:40","0","0","0","105","106","0","0","0"
"","","Riposo","0","0","0:09.7","33:50","0","0","0","105","106","0","0","1"
"","","Riposo","0","0","0:52.1","34:42","0","0","0","96","104","0","0","4"
"","8","Misto","2","50","1:19.0","36:01","2:38","1:52","51","107","118","24","12","5"
"","8.1","Dorso","1","25","0:28.1","0:28.1","1:52","1:52","39","97","102","11","--","--"
"","8.2","Rana","1","25","0:50.9","1:19.0","3:24","3:24","64","109","118","13","--","--"
"","","Riposo","0","0","0:03.3","36:04","0","0","0","95","96","0","0","0"
"","9","Stile libero","1","25","0:50.4","36:55","3:22","3:22","66","103","114","16","16","5"
"","9.1","Stile libero","1","25","0:50.4","0:50.4","3:22","3:22","66","101","113","16","--","--"
"","","Riposo","0","0","0:18.4","37:13","0","0","0","101","104","0","0","1"
"","10","Dorso","2","50","0:52.0","38:05","1:44","1:18","34","109","115","16","8","3"
"","10.1","Dorso","1","25","0:32.5","0:32.5","2:10","2:10","43","104","110","10","--","--"
"","10.2","Dorso","1","25","0:19.5","0:52.0","1:18","1:18","26","113","115","6","--","--"
"","","Riposo","0","0","0:27.2","38:32","0","0","0","111","113","0","0","3"
"","11","Stile libero","1","25","0:31.6","39:04","2:06","2:06","42","117","131","10","10","5"
"","11.1","Stile libero","1","25","0:31.6","0:31.6","2:06","2:06","42","111","122","10","--","--"
"","","Riposo","0","0","0:15.1","39:19","0","0","0","133","135","0","0","2"
"","12","Stile libero","1","25","0:27.3","39:46","1:49","1:49","35","140","142","8","8","5"
"","12.1","Stile libero","1","25","0:27.3","0:27.3","1:49","1:49","35","137","142","8","--","--"
