"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","14:08","14:08","2.50","5:39","5:38","146","156","12","6","180","251","50.4% S / 49.6% D","0.98","8.9","8.9","296","294","Nessun peso","352","Nessun peso","167","22.0","5:13","183","14:05","5:38"
"","","Riscaldamento","1","5:48.0","5:48.0","1.00","5:48","5:42","138","149","12","1","179","252","50.4% S / 49.6% D","0.97","8.9","9.0","304","301","Nessun peso","341","Nessun peso","66","24.0","5:13","183","5:47","5:47"
"","","Riscaldamento","2","5:33.9","11:22","1.00","5:34","5:36","151","155","0","2","180","250","50.5% S / 49.5% D","1.00","8.9","8.8","289","289","Nessun peso","352","Nessun peso","68","20.0","5:30","182","5:33.9","5:34"
"","","Riscaldamento","3","2:45.9","14:08","0.50","5:32","5:35","153","156","0","2","180","250","50.2% S / 49.8% D","1.00","8.9","8.7","292","290","Nessun peso","325","Nessun peso","34","19.0","5:20","182","2:45.9","5:32"
"","","Riposo","4","1:30","15:38","0.12","12:22","11:52","126","154","0","12","112","451","50.5% S / 49.5% D","0.83","4.7","6.0","176","70","Nessun peso","289","Nessun peso","10","18.0","5:33","196","1:28","12:06"
"","1","Corsa","5","4:03.6","19:41","1.00","4:04","4:03","165","172","6","1","195","220","50.8% S / 49.2% D","1.26","8.7","6.7","397","404","Nessun peso","478","Nessun peso","58","18.0","3:46","198","4:03.6","4:04"
"","","Riposo","6","1:30","21:11","0.14","10:25","10:30","144","171","0","5","119","421","50.9% S / 49.1% D","0.82","6.6","7.9","264","122","Nessun peso","456","Nessun peso","15","17.0","4:05","194","1:28","10:11"
"","2","Corsa","7","4:01.5","25:13","1.00","4:01","4:00","168","176","9","1","195","217","51.2% S / 48.8% D","1.26","8.9","6.9","413","417","Nessun peso","465","Nessun peso","57","17.0","3:45","197","4:01","4:01"
"","","Riposo","8","1:30","26:43","0.14","10:57","10:38","151","176","0","2","117","295","51.0% S / 49.0% D","0.81","6.1","7.4","251","114","Nessun peso","452","Nessun peso","16","17.0","3:58","199","1:28","10:42"
"","3","Corsa","9","3:56.0","30:39","1.00","3:56","3:56","170","177","7","3","196","217","51.1% S / 48.9% D","1.29","8.9","6.8","412","417","Nessun peso","477","Nessun peso","57","17.0","3:41","198","3:56","3:56"
"","","Riposo","10","1:30","32:09","0.16","9:38","9:10","158","177","0","3","122","457","50.5% S / 49.5% D","0.89","7.4","8.0","273","144","Nessun peso","451","Nessun peso","18","16.0","3:58","196","1:28","9:25"
"","4","Corsa","11","4:02.2","36:11","1.00","4:02","4:02","170","177","8","2","195","219","51.1% S / 48.9% D","1.25","8.8","6.9","406","410","Nessun peso","467","Nessun peso","58","16.0","3:32","198","4:02","4:02"
"","","Riposo","12","1:30","37:41","0.13","11:07","11:18","156","176","0","6","117","294","50.7% S / 49.3% D","0.79","6.1","7.6","258","105","Nessun peso","438","Nessun peso","16","15.0","4:05","196","1:28","10:52"
"","5","Corsa","13","4:04.1","41:45","1.00","4:04","4:04","171","177","6","1","196","218","51.3% S / 48.7% D","1.24","8.7","6.8","397","403","Nessun peso","467","Nessun peso","59","15.0","3:57","198","4:04","4:04"
"","","Riposo","14","1:30","43:15","0.13","11:11","10:20","157","176","0","5","117","317","51.6% S / 48.4% D","0.82","6.3","7.5","258","118","Nessun peso","437","Nessun peso","16","15.0","4:05","195","1:28","10:56"
"","","Defaticamento","15 - 17","9:26.7","52:42","1.70","5:33","5:27","159","166","18","5","180","246","50.6% S / 49.4% D","1.00","9.2","9.0","310","309","Nessun peso","453","Nessun peso","116","16.0","5:11","185","9:26.7","5:33"
"","","Defaticamento","15","5:27.6","48:43","1.00","5:28","5:32","157","162","1","2","180","245","50.6% S / 49.4% D","1.00","9.2","9.1","299","301","Nessun peso","343","Nessun peso","66","16.0","5:11","185","5:27.6","5:28"
"","","Defaticamento","16","2:49.0","51:32","0.50","5:38","5:30","161","163","7","0","180","246","50.5% S / 49.5% D","0.99","9.1","9.0","306","303","Nessun peso","350","Nessun peso","35","16.0","5:32","182","2:49.0","5:38"
"","","Defaticamento","17","1:10.1","52:42","0.20","5:49","5:00","163","166","9","3","180","247","50.4% S / 49.6% D","0.99","9.1","9.0","355","363","Nessun peso","453","Nessun peso","15","16.0","5:20","182","1:09","5:44"
"","Riepilogo","--","--","52:42","52:42","10.03","5:15","5:12","158","177","66","54","175","243","50.8% S / 49.2% D","1.07","8.4","7.9","349","311","Nessun peso","478","Nessun peso","662","17.7","3:32","199","52:34","5:14"
