"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","14:33","14:33","2.40","6:04","5:59","151","170","28","28","165","272","50.4% S / 49.6% D","1.01","10.4","10.1","319","313","Nessun peso","405","Nessun peso","168","21.0","5:37","198","14:32","6:03"
"","","Riscaldamento","1","6:03.3","6:03.3","1.00","6:03","5:41","152","170","27","2","166","271","50.3% S / 49.7% D","1.00","10.3","10.1","350","344","Nessun peso","405","Nessun peso","71","23.0","5:37","169","6:03.3","6:03"
"","","Riscaldamento","2","6:05.0","12:08","1.00","6:05","6:20","150","154","0","25","164","275","50.5% S / 49.5% D","1.01","10.4","10.1","288","289","Nessun peso","338","Nessun peso","69","20.0","5:52","198","6:05.0","6:05"
"","","Riscaldamento","3","2:25.1","14:33","0.40","6:03","6:00","153","157","1","2","165","269","50.4% S / 49.6% D","1.01","10.4","10.0","301","299","Nessun peso","325","Nessun peso","28","20.0","5:50","167","2:25","6:03"
"","","Riposo","4","1:30","16:03","0.12","12:17","10:45","120","154","2","2","112","280","50.9% S / 49.1% D","0.84","5.5","6.4","199","116","Nessun peso","304","Nessun peso","9","19.0","6:11","164","1:28","12:01"
"","1","Corsa","5","2:08.0","18:11","0.40","5:20","5:31","150","158","2","1","168","263","50.4% S / 49.6% D","1.08","10.2","9.4","330","340","Nessun peso","461","Nessun peso","25","19.0","4:31","174","2:08","5:20"
"","2","Corsa","6","1:49.7","20:01","0.40","4:34","4:41","166","169","0","1","179","237","50.7% S / 49.3% D","1.21","10.0","8.1","372","375","Nessun peso","417","Nessun peso","24","19.0","4:18","183","1:49","4:33"
"","3","Corsa","7","2:12.0","22:13","0.40","5:30","5:31","161","168","0","1","169","261","50.4% S / 49.6% D","1.09","10.4","9.3","331","328","Nessun peso","385","Nessun peso","27","19.0","4:41","174","2:11","5:27"
"","4","Corsa","8","1:49.9","24:03","0.40","4:35","4:33","167","170","1","0","177","238","50.7% S / 49.3% D","1.22","10.3","8.2","379","384","Nessun peso","412","Nessun peso","24","18.0","4:19","182","1:49","4:33"
"","","Riposo","9","2:00","26:03","0.18","11:17","9:55","134","169","5","0","112","432","50.4% S / 49.6% D","0.84","6.0","7.1","229","142","Nessun peso","390","Nessun peso","15","18.0","4:44","172","1:58","11:06"
