"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.24","6:41","6:42","139","146","12","8","167","277","50.2% S / 49.8% D","0.88","9.1","10.1","270","264","3.83","335","4.86","159","21.0","6:10","177","14:56","6:39"
"","","Riscaldamento","1","6:27.0","6:27.0","1.00","6:27","6:22","135","142","10","0","167","270","50.0% S / 50.0% D","0.91","9.1","9.7","287","278","4.03","335","4.86","71","23.0","6:10","177","6:25","6:25"
"","","Riscaldamento","2","6:52.2","13:19","1.00","6:52","6:55","141","146","2","4","168","281","50.3% S / 49.8% D","0.87","9.2","10.4","260","258","3.74","282","4.09","71","19.0","6:30","171","6:52","6:52"
"","","Riscaldamento","3","1:40.8","15:00","0.24","6:55","7:19","142","146","0","4","167","288","50.5% S / 49.5% D","0.85","8.8","10.0","233","233","3.38","267","3.87","16","18.0","6:52","172","1:40.8","6:55"
"","1","Corsa","4 - 5","4:00","19:00","1.01","3:59","4:03","165","169","2","7","188","229","50.5% S / 49.5% D","1.32","9.2","6.8","429","427","6.19","482","6.99","57","17.0","3:51","195","3:59","3:58"
"","","Corsa","4","3:58.4","18:58","1.00","3:58","4:03","165","169","2","7","188","229","50.5% S / 49.5% D","1.32","9.2","6.8","429","427","6.19","482","6.99","57","17.0","3:51","195","3:58.4","3:58"
"","","Corsa","5","0:01.6","19:00","0.01","5:07","4:15","168","168","0","0","173","250","50.2% S / 49.8% D","1.39","10.7","7.1","377","384","5.57","384","5.57","0","16.0","4:05","173","0:01","3:08"
"","","Recupero","6","2:00","21:00","0.19","10:31","10:51","138","168","0","9","120","378","49.7% S / 50.3% D","0.84","6.8","8.4","210","118","1.71","375","5.43","17","16.0","4:08","172","1:58","10:21"
"","2","Corsa","7 - 8","4:00","25:00","1.02","3:55","3:54","165","173","6","5","188","231","50.8% S / 49.2% D","1.35","9.0","6.5","436","438","6.35","518","7.51","59","15.0","3:35","194","4:00","3:55"
"","","Corsa","7","3:54.3","24:54","1.00","3:54","3:54","165","173","6","5","188","231","50.8% S / 49.2% D","1.35","9.0","6.5","437","439","6.36","518","7.51","57","15.0","3:35","194","3:54.3","3:54"
"","","Corsa","8","0:05.7","25:00","0.02","4:08","3:59","173","173","0","0","187","231","50.9% S / 49.1% D","1.38","9.2","6.6","405","407","5.90","413","5.99","1","15.0","3:57","188","0:05.7","4:08"
"","","Recupero","9","2:00","27:00","0.18","10:50","10:51","142","173","0","8","119","372","50.0% S / 50.0% D","0.81","6.6","8.4","230","117","1.70","430","6.23","18","15.0","3:58","179","1:58","10:39"
"","3","Corsa","10 - 11","4:00","31:00","1.04","3:51","3:50","168","175","8","2","189","230","51.0% S / 49.0% D","1.37","9.0","6.4","451","451","6.54","576","8.35","59","14.0","3:37","197","4:00","3:51"
