"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","5","Corsa","11","1:44.8","25:27","0.40","4:22","4:24","166","174","0","0","180","230","50.7% S / 49.3% D","1.25","10.8","8.4","405","425","Nessun peso","470","Nessun peso","22","14.0","4:10","183","1:44","4:20"
"","","Riposo","12","1:00","26:27","0.09","10:41","9:39","160","174","0","1","117","372","50.6% S / 49.4% D","0.85","6.3","7.4","293","140","Nessun peso","436","Nessun peso","11","14.0","4:27","180","0:58","10:20"
"","6","Corsa","13","1:45.5","28:13","0.40","4:24","4:23","167","173","2","0","180","230","51.0% S / 49.0% D","1.26","10.8","8.4","416","433","Nessun peso","481","Nessun peso","22","14.0","4:03","182","1:45.5","4:24"
"","","Riposo","14","1:00","29:13","0.09","10:35","8:09","159","173","0","1","118","320","50.0% S / 50.0% D","0.99","6.4","6.9","291","159","Nessun peso","408","Nessun peso","11","13.0","4:31","181","0:58","10:14"
"","7","Corsa","15","1:47.3","31:00","0.40","4:28","4:32","166","174","1","0","180","230","50.9% S / 49.1% D","1.23","10.9","8.6","402","419","Nessun peso","469","Nessun peso","23","13.0","4:09","182","1:47","4:27"
"","","Riposo","16","1:00","32:00","0.09","11:12","10:10","159","174","0","1","114","398","50.3% S / 49.7% D","0.82","6.1","7.8","275","137","Nessun peso","401","Nessun peso","11","13.0","4:30","180","0:58","10:50"
"","8","Corsa","17","1:43.9","33:44","0.40","4:20","4:24","166","174","1","0","180","230","51.1% S / 48.9% D","1.26","10.8","8.6","410","429","Nessun peso","476","Nessun peso","22","13.0","4:16","182","1:43.9","4:20"
"","","Riposo","18","1:00","34:44","0.08","12:35","11:50","160","174","0","4","112","378","50.8% S / 49.2% D","0.83","5.7","6.8","276","98","Nessun peso","425","Nessun peso","11","13.0","4:21","180","0:58","12:10"
"","","Riposo","19","1:00","35:44","0.09","10:33","11:32","130","140","0","1","116","367","50.9% S / 49.1% D","0.76","6.2","8.2","98","124","Nessun peso","418","Nessun peso","5","13.0","4:54","176","0:59","10:22"
"","9","Corsa","20","0:50.4","36:34","0.20","4:12","4:03","160","168","2","0","183","224","51.5% S / 48.5% D","1.31","10.9","8.1","430","473","Nessun peso","517","Nessun peso","12","13.0","3:50","190","0:50","4:10"
"","","Riposo","21","0:40","37:14","0.07","9:20","8:41","164","169","1","0","127","318","50.5% S / 49.5% D","0.94","7.3","8.4","356","197","Nessun peso","459","Nessun peso","7","13.0","4:23","182","0:38","8:52"
"","10","Corsa","22","0:47.9","38:02","0.20","4:00","4:11","165","170","0","0","181","224","51.3% S / 48.7% D","1.35","11.1","8.3","401","450","Nessun peso","528","Nessun peso","10","13.0","3:56","183","0:47.9","4:00"
"","","Riposo","23","0:40","38:42","0.07","9:26","8:35","166","171","0","1","128","309","50.4% S / 49.6% D","0.98","6.9","7.9","347","180","Nessun peso","443","Nessun peso","8","13.0","4:06","184","0:38","8:57"
"","11","Corsa","24","0:48.9","39:31","0.20","4:04","4:13","165","171","0","2","182","226","51.3% S / 48.7% D","1.31","10.9","8.4","398","449","Nessun peso","501","Nessun peso","10","12.0","3:52","189","0:48.9","4:04"
"","","Riposo","25","0:40","40:11","0.07","9:15","8:22","166","172","1","0","126","307","50.6% S / 49.4% D","0.92","7.1","7.9","347","200","Nessun peso","450","Nessun peso","8","12.0","4:12","181","0:38","8:47"
"","12","Corsa","26","0:50.6","41:02","0.20","4:13","4:15","165","170","0","1","181","228","51.0% S / 49.0% D","1.30","11.0","8.4","397","444","Nessun peso","478","Nessun peso","10","12.0","4:04","184","0:50.6","4:13"
"","","Riposo","27","0:40","41:42","0.06","10:22","9:27","164","171","0","0","122","320","50.3% S / 49.7% D","0.93","6.3","7.5","335","155","Nessun peso","437","Nessun peso","8","12.0","4:23","183","0:38","9:51"
"","13","Corsa","28","0:52.0","42:34","0.20","4:20","4:24","163","170","0","0","180","229","50.8% S / 49.2% D","1.26","11.1","9.1","379","430","Nessun peso","459","Nessun peso","11","12.0","4:05","183","0:52.0","4:20"
"","","Riposo","29","0:40","43:14","0.07","10:03","9:41","165","171","0","0","124","321","51.0% S / 49.0% D","0.86","6.5","8.4","332","156","Nessun peso","421","Nessun peso","7","12.0","4:30","184","0:38","9:33"
"","","Riposo","30","0:40","43:54","0.16","4:15","4:13","162","168","1","0","181","225","50.9% S / 49.1% D","1.28","10.9","8.6","388","465","Nessun peso","503","Nessun peso","8","12.0","3:57","184","0:39","4:09"
"","","Defaticamento","31 - 33","9:29.0","53:23","1.51","6:18","6:17","159","171","6","6","166","265","50.0% S / 50.0% D","0.96","10.4","10.8","313","306","Nessun peso","491","Nessun peso","109","13.0","4:25","182","9:29","6:17"
"","","Defaticamento","31","6:16.9","50:10","1.00","6:17","6:17","159","171","2","6","166","266","50.0% S / 50.0% D","0.96","10.4","10.6","312","301","Nessun peso","491","Nessun peso","73","12.0","4:25","182","6:16.9","6:17"
"","","Defaticamento","32","3:09.5","53:20","0.50","6:19","6:17","157","161","2","0","167","262","50.1% S / 49.9% D","0.94","10.6","11.0","316","316","Nessun peso","371","Nessun peso","36","13.0","6:12","170","3:09","6:18"
"","","Defaticamento","33","0:02.6","53:23","0.01","5:50","5:50","159","159","1","0","166","268","50.0% S / 50.0% D","0.97","10.7","10.7","350","360","Nessun peso","363","Nessun peso","1","13.0","6:17","167","0:02","4:26"
"","Riepilogo","--","--","53:23","53:23","9.08","5:53","5:50","157","174","36","39","160","253","50.5% S / 49.5% D","1.05","9.4","8.9","355","312","Nessun peso","528","Nessun peso","611","14.8","3:50","190","53:07","5:51"
