"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","6:15.7","6:15.7","1.00","6:16","6:12","143","155","4","2","170","263","50.3% S / 49.7% D","0.95","9.7","10.1","303","301","Nessun peso","364","Nessun peso","69","21.0","5:48","181","6:15","6:15"
"","","Riposo","2","1:30","7:45.7","0.14","10:30","10:34","129","155","1","7","119","331","49.9% S / 50.1% D","0.86","6.7","7.9","191","122","Nessun peso","298","Nessun peso","10","19.0","6:34","180","1:28","10:16"
"","1","Corsa","3","3:41.1","11:27","0.80","4:36","4:42","165","170","4","4","180","234","50.7% S / 49.3% D","1.16","10.3","8.8","394","402","Nessun peso","435","Nessun peso","47","17.0","4:21","183","3:41","4:36"
"","","Riposo","4","1:30","12:57","0.14","11:05","10:47","131","168","0","0","115","312","49.6% S / 50.4% D","0.80","6.0","7.5","255","128","Nessun peso","395","Nessun peso","12","16.0","4:42","180","1:28","10:50"
"","2","Corsa","5","3:43.8","16:41","0.80","4:40","4:42","165","172","5","6","180","232","50.3% S / 49.7% D","1.19","10.5","8.7","395","399","Nessun peso","503","Nessun peso","48","16.0","4:00","183","3:43.8","4:40"
"","","Riposo","6","1:30","18:11","0.15","10:02","9:46","144","171","0","1","120","380","50.4% S / 49.6% D","0.87","7.1","8.5","256","152","Nessun peso","397","Nessun peso","13","15.0","4:41","182","1:28","9:48"
"","3","Corsa","7","1:46.3","19:57","0.40","4:26","4:26","162","173","3","0","181","232","50.9% S / 49.1% D","1.25","10.7","8.5","401","419","Nessun peso","453","Nessun peso","23","15.0","4:10","183","1:46","4:25"
"","","Riposo","8","1:00","20:57","0.10","10:22","10:07","158","172","1","1","118","391","50.5% S / 49.5% D","0.90","7.0","7.8","273","153","Nessun peso","405","Nessun peso","11","15.0","4:25","178","0:58","10:01"
"","4","Corsa","9","1:45.5","22:42","0.40","4:24","4:24","166","173","2","0","180","231","51.0% S / 49.0% D","1.26","10.9","8.5","411","428","Nessun peso","466","Nessun peso","22","14.0","4:09","182","1:45.5","4:24"
"","","Riposo","10","1:00","23:42","0.09","10:44","9:54","157","173","0","0","118","383","50.0% S / 50.0% D","0.88","6.9","8.4","290","147","Nessun peso","419","Nessun peso","11","14.0","4:26","175","0:58","10:23"
