"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 8","45:23","45:23","8.00","5:40","5:39","150","158","55","52","171","262","1.03","8.8","8.5","292","287","Nessun peso","411","Nessun peso","537","12.0","5:05","178","45:03","5:38"
"","","Corsa","1","5:46.1","5:46.1","1.00","5:46","5:32","141","150","21","1","171","263","1.01","8.7","8.6","320","308","Nessun peso","411","Nessun peso","68","20.0","5:19","176","5:44","5:44"
"","","Corsa","2","5:45.9","11:32","1.00","5:46","5:37","150","153","11","1","172","263","1.01","8.7","8.6","296","294","Nessun peso","371","Nessun peso","70","15.0","5:31","176","5:45.9","5:46"
"","","Corsa","3","5:36.3","17:08","1.00","5:36","5:43","151","154","0","8","172","261","1.03","8.8","8.5","283","284","Nessun peso","322","Nessun peso","66","12.0","5:25","174","5:36","5:36"
"","","Corsa","4","5:31.1","22:39","1.00","5:31","5:34","153","156","1","9","172","260","1.06","8.9","8.4","284","285","Nessun peso","317","Nessun peso","66","10.0","5:24","174","5:31","5:31"
"","","Corsa","5","5:39.0","28:18","1.00","5:39","5:44","152","155","1","9","172","262","1.03","8.8","8.6","273","271","Nessun peso","305","Nessun peso","66","9.0","5:33","178","5:39.0","5:39"
"","","Corsa","6","5:36.0","33:54","1.00","5:36","5:33","152","155","9","8","172","262","1.04","8.9","8.5","298","294","Nessun peso","406","Nessun peso","67","10.0","5:31","176","5:36","5:36"
"","","Corsa","7","5:37.0","39:31","1.00","5:37","5:36","152","158","5","6","171","262","1.04","8.9","8.6","292","289","Nessun peso","378","Nessun peso","66","9.0","5:25","174","5:37.0","5:37"
"","","Corsa","8","5:51.3","45:23","1.00","5:51","5:51","151","157","7","11","164","260","1.03","8.8","8.4","286","273","Nessun peso","375","Nessun peso","68","9.0","5:05","178","5:36","5:36"
"","2","Corsa","9 - 16","41:42","1:27:04","8.00","5:13","5:12","155","160","37","33","174","253","1.10","8.9","8.1","307","305","Nessun peso","392","Nessun peso","512","9.0","4:29","192","41:40","5:12"
