"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","22:04","22:04","4.00","5:31","5:33","155","164","15","21","180","250","50.4% S / 49.6% D","1.01","9.2","8.9","318","316","4.58","378","5.48","278","18.0","5:05","183","22:03","5:31"
"","","Riscaldamento","1","5:42.7","5:42.7","1.00","5:43","5:37","143","155","12","1","178","252","50.3% S / 49.7% D","0.99","9.4","9.3","328","323","4.68","378","5.48","68","22.0","5:17","183","5:42.7","5:43"
"","","Riscaldamento","2","5:32.5","11:15","1.00","5:33","5:32","156","160","3","1","180","248","50.3% S / 49.7% D","1.00","9.3","9.1","318","316","4.58","346","5.01","71","18.0","5:22","182","5:32","5:32"
"","","Riscaldamento","3","5:28.1","16:43","1.00","5:28","5:31","160","163","0","3","180","250","50.4% S / 49.6% D","1.01","9.1","8.7","318","319","4.62","347","5.03","70","17.0","5:18","183","5:28","5:28"
"","","Riscaldamento","4","5:20.7","22:04","1.00","5:21","5:30","162","164","0","15","180","249","50.5% S / 49.5% D","1.04","9.2","8.6","305","304","4.41","342","4.96","69","15.0","5:05","181","5:20.7","5:21"
"","","Riposo","5","1:30","23:34","0.15","10:09","9:01","143","161","4","1","119","449","49.3% S / 50.7% D","0.89","7.1","8.1","222","168","2.43","337","4.88","14","15.0","5:23","174","1:28","9:55"
"","1","Corsa","6","1:29.6","25:04","0.40","3:44","3:53","170","179","2","1","190","218","51.0% S / 49.0% D","1.35","9.4","7.1","416","442","6.41","505","7.32","22","14.0","3:42","192","1:29.6","3:44"
"","","Riposo","7","1:00","26:04","0.09","11:26","9:48","165","179","1","2","113","284","51.8% S / 48.3% D","0.85","5.8","7.0","341","134","1.94","532","7.71","12","14.0","3:43","183","0:58","11:04"
"","2","Corsa","8","1:26.5","27:30","0.40","3:36","3:38","172","180","4","3","190","214","51.5% S / 48.5% D","1.42","9.6","6.9","469","490","7.10","563","8.16","21","14.0","3:33","194","1:26","3:35"
"","","Riposo","9","1:00","28:30","0.09","11:17","9:06","171","181","0","3","114","419","50.4% S / 49.6% D","0.91","6.0","6.6","354","140","2.03","541","7.84","14","13.0","3:36","190","0:58","10:54"
"","3","Corsa","10","1:25.9","29:56","0.40","3:35","3:50","172","181","0","7","190","216","51.2% S / 48.8% D","1.41","9.6","7.1","402","430","6.23","479","6.94","21","13.0","3:16","193","1:25.9","3:35"
"","","Riposo","11","1:00","30:56","0.09","11:40","10:59","171","182","0","1","113","301","50.9% S / 49.1% D","0.86","5.9","7.3","318","116","1.68","505","7.32","13","12.0","3:38","188","0:58","11:17"
"","4","Corsa","12","1:25.8","32:22","0.40","3:35","3:40","173","182","1","1","190","216","51.3% S / 48.7% D","1.44","9.5","6.5","428","461","6.68","494","7.16","21","12.0","3:34","192","1:25.8","3:35"
"","","Riposo","13","1:00","33:22","0.09","11:08","8:50","172","182","0","1","113","476","51.0% S / 49.0% D","0.95","6.4","7.1","350","150","2.17","526","7.62","14","12.0","3:36","184","0:58","10:46"
"","5","Corsa","14","1:26.1","34:48","0.40","3:35","3:39","172","182","0","1","191","217","51.2% S / 48.8% D","1.46","9.4","6.4","431","459","6.65","521","7.55","21","12.0","3:11","193","1:26","3:35"
"","","Riposo","15","1:00","35:48","0.07","13:32","10:08","171","182","0","0","107","372","51.5% S / 48.5% D","0.78","6.0","8.6","324","128","1.86","488","7.07","14","11.0","3:41","185","0:58","13:05"
