"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","2:00","2:00","0.19","10:47","10:58","96","101","0","1","112","--","0.83","6.0","7.2","125","125","1.55","147","1.83","11","9:49","118","1:58","10:37"
"","1","Corsa","2","5:00","7:00","0.90","5:35","5:39","137","152","3","5","158","276","1.11","9.5","8.6","339","334","4.15","377","4.68","61","5:08","165","5:00","5:35"
"","","Defaticamento","3 - 7","27:45","34:45","3.93","7:03","7:04","159","184","12","7","140","276","0.97","8.0","8.1","295","250","3.11","482","5.99","391","4:18","174","27:45","7:03"
"","","Defaticamento","3","2:00","9:00","0.31","6:25","6:18","154","166","0","1","152","279","1.04","8.8","8.4","324","294","3.65","346","4.30","28","5:35","165","2:00","6:25"
"","","Defaticamento","4","6:26.4","15:26","1.00","6:26","6:37","163","184","0","2","143","275","1.01","8.4","8.3","306","269","3.34","376","4.67","96","5:05","168","6:26.4","6:26"
"","","Defaticamento","5","8:08.9","23:35","1.00","8:09","7:59","156","179","2","2","129","277","0.92","7.3","7.8","265","206","2.56","359","4.46","112","5:26","167","8:08.9","8:09"
"","","Defaticamento","6","7:32.9","31:08","1.00","7:33","7:40","156","176","1","1","137","276","0.92","7.5","8.1","274","224","2.78","357","4.43","100","5:24","167","7:32.9","7:33"
"","","Defaticamento","7","3:36.3","34:45","0.62","5:49","5:40","168","179","8","2","161","277","1.07","9.2","8.6","340","350","4.35","482","5.99","55","4:18","174","3:36","5:48"
"","Riepilogo","--","--","34:45","34:45","5.01","6:56","6:57","152","184","15","13","141","276","0.98","8.1","8.1","299","255","3.17","482","5.99","464","4:18","174","34:44","6:56"
