"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","22:31","22:31","3.50","6:26","6:28","132","142","14","18","177","267","50.8% S / 49.3% D","0.88","7.8","8.7","257","256","3.71","370","5.36","238","25.0","5:25","188","22:28","6:25"
"","","Riscaldamento","1","6:37.1","6:37.1","1.00","6:37","6:36","125","138","10","5","174","269","50.9% S / 49.1% D","0.87","8.1","9.2","263","260","3.77","370","5.36","68","28.0","5:25","179","6:36","6:36"
"","","Riscaldamento","2","6:24.5","13:02","1.00","6:25","6:27","135","141","1","5","178","267","50.5% S / 49.5% D","0.88","7.8","8.7","254","254","3.68","324","4.70","69","25.0","6:08","181","6:24.5","6:25"
"","","Riscaldamento","3","6:13.7","19:15","1.00","6:14","6:15","135","140","1","5","178","265","50.8% S / 49.2% D","0.90","7.8","8.4","258","257","3.72","278","4.03","68","23.0","6:01","182","6:13","6:13"
"","","Riscaldamento","4","3:15.4","22:31","0.50","6:31","6:39","135","142","2","3","180","267","50.9% S / 49.1% D","0.85","7.5","8.6","246","247","3.58","310","4.49","34","22.0","6:07","188","3:15.4","6:31"
"","1","Corsa","5","4:26.2","26:57","1.00","4:26","4:25","160","166","5","1","186","234","51.0% S / 49.0% D","1.21","8.8","7.1","379","382","5.54","425","6.16","60","21.0","4:18","191","4:25","4:25"
"","","Recupero","6","1:55.5","28:52","0.30","6:25","6:19","150","165","0","4","176","263","50.8% S / 49.2% D","0.93","8.4","8.8","285","260","3.77","394","5.71","22","21.0","4:19","186","1:54","6:20"
"","2","Corsa","7","4:24.9","33:17","1.00","4:25","4:28","163","168","3","2","187","232","51.3% S / 48.7% D","1.20","8.9","7.2","372","374","5.42","448","6.49","61","21.0","4:17","193","4:24","4:24"
"","","Recupero","8","1:57.7","35:15","0.30","6:32","6:22","153","166","1","5","175","265","50.8% S / 49.3% D","0.92","8.5","9.0","287","268","3.88","380","5.51","23","21.0","4:29","185","1:57","6:30"
"","3","Corsa","9","4:24.3","39:39","1.00","4:24","4:29","166","169","1","0","186","229","51.3% S / 48.7% D","1.20","9.0","7.3","368","372","5.39","405","5.87","61","21.0","4:18","194","4:23","4:23"
"","","Recupero","10","1:58.0","41:37","0.30","6:33","6:19","156","170","0","2","173","265","50.3% S / 49.7% D","0.93","8.6","9.1","286","261","3.78","395","5.72","23","20.0","4:27","184","1:57","6:30"
"","4","Corsa","11","4:23.3","46:01","1.00","4:23","4:31","167","171","3","3","186","230","51.5% S / 48.5% D","1.19","8.9","7.3","364","367","5.32","449","6.51","61","20.0","4:16","193","4:23","4:23"
"","","Recupero","12","1:55.3","47:56","0.30","6:24","6:20","159","171","0","1","174","261","50.4% S / 49.6% D","0.92","8.6","9.1","285","261","3.78","409","5.93","22","21.0","4:29","184","1:54","6:20"
"","5","Corsa","13","4:21.2","52:17","1.00","4:21","4:26","169","172","0","0","186","228","51.8% S / 48.2% D","1.22","9.1","7.3","370","374","5.42","409","5.93","62","21.0","4:14","192","4:20","4:20"
"","","Recupero","14","1:55.3","54:12","0.30","6:24","6:10","162","172","0","3","172","263","51.0% S / 49.0% D","0.95","8.8","8.9","291","265","3.84","387","5.61","23","21.0","4:24","184","1:54","6:20"
"","","Defaticamento","15 - 18","20:52","1:15:04","3.14","6:39","6:35","146","154","21","12","172","270","50.4% S / 49.6% D","0.88","8.4","9.4","256","254","3.68","315","4.57","213","23.0","5:46","178","20:49","6:38"
"","","Defaticamento","15","6:31.2","1:00:44","1.00","6:31","6:42","149","154","1","11","173","266","50.5% S / 49.5% D","0.88","8.5","9.4","244","244","3.54","290","4.20","68","22.0","6:07","177","6:31.2","6:31"
"","","Defaticamento","16","6:34.6","1:07:18","1.00","6:35","6:32","145","148","3","0","173","271","50.2% S / 49.8% D","0.88","8.5","9.4","257","256","3.71","275","3.99","65","23.0","6:23","175","6:34","6:34"
"","","Defaticamento","17","6:49.5","1:14:08","1.00","6:50","6:31","143","149","15","1","169","272","50.3% S / 49.7% D","0.88","8.4","9.5","264","262","3.80","315","4.57","70","24.0","5:46","178","6:48","6:48"
"","","Defaticamento","18","0:56.3","1:15:04","0.14","6:51","6:32","145","148","1","0","174","278","50.8% S / 49.2% D","0.86","8.1","9.2","264","257","3.72","278","4.03","10","24.0","6:28","176","0:55","6:41"
"","Riepilogo","--","--","1:15:04","1:15:04","13.14","5:43","5:43","149","172","50","52","178","257","50.8% S / 49.2% D","0.98","8.4","8.5","307","291","4.22","449","6.51","870","22.7","4:14","194","1:14:57","5:42"
