"Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Potenza media","W/kg medio","Potenza max","W/kg massimo","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento","Perdita velocità di passo media","Percentuale perdita velocità di passo media"
"1","1:19:22","1:19:22","11.06","7:10","--","--","--","197","173","--","--","--","--","--","--","--","--","--","--","--","--","2:33","--","1:18:37","7:06","--","--"
"Riepilogo","1:19:22","1:19:22","11.06","7:10","--","--","--","197","173","--","--","--","--","--","--","--","--","--","--","--","--","2:33","--","1:18:37","7:06","--","--"
