"Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Potenza media","W/kg medio","Potenza max","W/kg massimo","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento","Perdita velocità di passo media","Percentuale perdita velocità di passo media"
"1","44:05","44:05","6.00","7:21","--","--","--","99","105","--","--","--","--","--","--","--","--","--","--","--","--","3:55","--","44:00","7:20","--","--"
"Riepilogo","44:05","44:05","6.00","7:21","--","--","--","99","105","--","--","--","--","--","--","--","--","--","--","--","--","3:55","--","44:00","7:20","--","--"
