"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","25:34","25:34","4.00","6:24","6:25","148","158","14","10","159","289","0.98","9.3","9.5","260","258","3.88","338","5.08","271","27.0","5:16","167","25:29","6:22"
"","","Riscaldamento","1","6:21.4","6:21.4","1.00","6:21","6:15","137","148","1","1","161","282","0.98","9.1","9.3","257","255","3.83","310","4.66","64","28.0","5:16","167","6:18","6:18"
"","","Riscaldamento","2","6:22.2","12:44","1.00","6:22","6:24","151","154","2","2","160","290","0.98","9.4","9.5","259","258","3.88","277","4.17","69","28.0","6:16","163","6:22","6:22"
"","","Riscaldamento","3","6:24.8","19:08","1.00","6:25","6:23","151","156","6","3","158","293","0.99","9.5","9.6","260","259","3.89","338","5.08","69","27.0","6:17","161","6:24.8","6:25"
"","","Riscaldamento","4","6:25.9","25:34","1.00","6:26","6:27","152","158","5","3","159","292","0.98","9.4","9.5","263","262","3.94","300","4.51","69","26.0","6:15","165","6:25.9","6:26"
"","1","Corsa","5 - 9","23:06","48:40","5.00","4:37","4:38","175","181","17","18","172","246","1.26","9.7","7.7","347","345","5.19","483","7.26","305","26.0","4:12","181","23:05","4:37"
"","","Corsa","5","4:39.3","30:14","1.00","4:39","4:37","170","175","12","10","174","245","1.22","9.4","7.7","366","362","5.44","483","7.26","60","26.0","4:25","181","4:39","4:39"
"","","Corsa","6","4:36.9","34:51","1.00","4:37","4:40","173","176","0","3","172","247","1.26","9.7","7.7","329","328","4.93","334","5.02","60","25.0","4:32","176","4:36.9","4:37"
"","","Corsa","7","4:31.2","39:22","1.00","4:31","4:32","176","178","0","1","173","242","1.28","9.7","7.6","336","336","5.05","360","5.41","60","26.0","4:12","181","4:31.2","4:31"
"","","Corsa","8","4:38.0","44:00","1.00","4:38","4:37","177","179","2","1","170","248","1.27","9.9","7.8","345","345","5.19","406","6.11","62","27.0","4:34","174","4:38","4:38"
"","","Corsa","9","4:40.4","48:40","1.00","4:40","4:42","178","181","3","3","170","250","1.26","9.9","7.8","354","354","5.32","383","5.76","63","27.0","4:34","174","4:40","4:40"
"","","Defaticamento","10 - 14","26:44","1:15:25","4.22","6:20","6:20","161","179","8","10","158","283","1.00","9.1","9.2","256","247","3.71","363","5.46","293","28.0","4:38","169","26:43","6:20"
"","","Defaticamento","10","6:58.0","55:38","1.00","6:58","7:00","160","179","0","4","146","282","0.96","8.5","8.8","243","210","3.16","363","5.46","72","28.0","4:38","169","6:58.0","6:58"
"","","Defaticamento","11","6:06.3","1:01:44","1.00","6:06","6:07","162","165","4","6","162","282","1.01","9.3","9.2","263","261","3.92","294","4.42","68","29.0","5:54","165","6:06","6:06"
"","","Defaticamento","12","6:04.5","1:07:49","1.00","6:05","6:04","161","166","0","0","161","283","1.02","9.4","9.2","258","258","3.88","280","4.21","69","28.0","5:51","165","6:04.5","6:05"
"","","Defaticamento","13","6:12.8","1:14:02","1.00","6:13","6:11","161","165","4","0","161","285","1.00","9.3","9.3","261","260","3.91","287","4.32","69","28.0","5:57","167","6:12.8","6:13"
"","","Defaticamento","14","1:22.8","1:15:25","0.22","6:17","6:16","159","162","0","0","161","286","0.99","9.3","9.4","258","258","3.88","264","3.97","15","28.0","6:11","165","1:21","6:08"
"","Riepilogo","--","--","1:15:25","1:15:25","13.22","5:42","5:42","161","181","39","38","162","274","1.07","9.4","8.8","295","281","4.23","483","7.26","869","27.3","4:12","181","1:15:18","5:42"
