"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 4","23:53","23:53","4.00","5:58","5:57","151","161","5","8","164","271","50.9% S / 49.1% D","1.03","10.9","10.4","354","313","4.71","3,167","47.62","265","26.0","5:08","172","23:50","5:58"
"","","Corsa","1","6:01.2","6:01.2","1.00","6:01","6:02","142","151","0","6","164","271","51.0% S / 49.0% D","1.02","10.9","10.6","452","362","5.44","3,167","47.62","64","28.0","5:21","172","6:00","6:00"
"","","Corsa","2","5:58.8","12:00","1.00","5:59","6:00","152","156","1","2","164","271","50.9% S / 49.1% D","1.02","11.0","10.5","294","293","4.41","314","4.72","67","26.0","5:48","166","5:58.8","5:59"
"","","Corsa","3","5:56.1","17:56","1.00","5:56","5:53","154","159","4","0","164","269","50.8% S / 49.2% D","1.03","11.0","10.4","297","300","4.51","408","6.14","67","25.0","5:48","168","5:56","5:56"
"","","Corsa","4","5:56.9","23:53","1.00","5:57","5:54","155","161","0","0","163","273","50.9% S / 49.1% D","1.04","10.9","10.3","300","297","4.47","395","5.94","67","25.0","5:08","167","5:56.9","5:57"
"","2","Corsa","5 - 8","21:28","45:21","4.00","5:22","5:23","163","169","4","9","167","261","51.0% S / 49.0% D","1.12","11.0","9.6","318","318","4.78","375","5.64","260","26.0","4:52","173","21:27","5:22"
"","","Corsa","5","5:24.4","29:17","1.00","5:24","5:27","159","161","1","5","167","263","50.9% S / 49.1% D","1.11","10.7","9.4","311","311","4.68","343","5.16","64","26.0","5:14","173","5:24","5:24"
"","","Corsa","6","5:24.7","34:42","1.00","5:25","5:23","162","165","3","1","166","262","51.0% S / 49.0% D","1.11","11.0","9.7","317","318","4.78","375","5.64","65","25.0","5:14","171","5:24.7","5:25"
"","","Corsa","7","5:20.5","40:03","1.00","5:21","5:22","164","168","0","2","167","261","51.0% S / 49.0% D","1.12","11.1","9.6","320","319","4.80","366","5.50","66","27.0","5:13","171","5:20.5","5:21"
"","","Corsa","8","5:18.1","45:21","1.00","5:18","5:19","166","169","0","0","167","260","51.2% S / 48.8% D","1.13","11.2","9.7","323","323","4.86","363","5.46","65","27.0","4:52","170","5:18","5:18"
"","3","Corsa","9 - 12","22:35","1:07:56","4.00","5:39","5:36","164","172","10","9","159","265","51.0% S / 49.0% D","1.12","10.7","9.3","323","305","4.59","400","6.02","264","27.0","4:52","181","22:24","5:36"
"","","Corsa","9","5:22.3","50:43","1.00","5:22","5:17","167","170","5","4","165","258","51.0% S / 49.0% D","1.15","11.3","9.7","333","329","4.95","396","5.95","66","27.0","4:52","181","5:17","5:17"
"","","Corsa","10","5:09.0","55:52","1.00","5:09","5:08","168","171","0","1","167","258","50.9% S / 49.1% D","1.17","11.1","9.3","336","336","5.05","381","5.73","64","27.0","4:58","171","5:09.0","5:09"
"","","Corsa","11","6:43.6","1:02:36","1.00","6:44","6:40","159","172","1","3","142","283","51.2% S / 48.8% D","1.04","9.4","8.8","294","242","3.64","395","5.94","68","28.0","5:07","169","6:39","6:39"
"","","Corsa","12","5:19.9","1:07:56","1.00","5:20","5:19","165","169","4","1","167","260","51.0% S / 49.0% D","1.13","11.1","9.6","332","329","4.95","400","6.02","65","27.0","5:13","169","5:19.9","5:20"
"","4","Corsa","13 - 23","55:08","2:03:04","10.04","5:29","5:28","167","177","26","21","164","265","50.8% S / 49.2% D","1.11","11.3","9.9","325","322","4.84","477","7.17","656","29.0","4:15","172","54:54","5:28"
"","","Corsa","13","5:25.1","1:13:21","1.00","5:25","5:24","167","170","2","2","164","263","51.2% S / 48.8% D","1.13","11.2","9.9","324","322","4.84","355","5.34","66","27.0","5:12","172","5:22","5:22"
"","","Corsa","14","5:22.2","1:18:43","1.00","5:22","5:22","167","170","2","4","166","264","51.2% S / 48.8% D","1.13","11.3","9.8","324","323","4.86","347","5.22","65","28.0","5:05","170","5:22","5:22"
"","","Corsa","15","5:28.1","1:24:11","1.00","5:28","5:27","166","169","1","0","166","263","51.2% S / 48.8% D","1.11","11.3","9.9","321","321","4.83","345","5.19","65","28.0","5:20","169","5:28","5:28"
"","","Corsa","16","5:29.9","1:29:41","1.00","5:30","5:32","165","168","0","2","165","266","51.0% S / 49.0% D","1.11","11.2","9.9","315","313","4.71","366","5.50","64","29.0","5:14","170","5:29.9","5:30"
"","","Corsa","17","5:36.6","1:35:17","1.00","5:37","5:32","165","168","3","1","165","263","50.9% S / 49.1% D","1.09","11.3","10.1","319","319","4.80","356","5.35","66","29.0","5:19","168","5:36.6","5:37"
"","","Corsa","18","5:25.7","1:40:43","1.00","5:26","5:25","165","168","1","3","165","262","50.8% S / 49.2% D","1.12","11.2","9.8","321","320","4.81","406","6.11","64","29.0","5:12","168","5:25","5:25"
"","","Corsa","19","5:36.4","1:46:20","1.00","5:36","5:33","165","167","1","0","165","264","50.6% S / 49.4% D","1.08","11.2","10.1","316","315","4.74","343","5.16","65","30.0","5:19","168","5:36.4","5:36"
"","","Corsa","20","5:49.6","1:52:09","1.00","5:50","5:53","165","170","3","7","155","282","50.3% S / 49.7% D","1.09","11.1","10.1","314","298","4.48","391","5.88","66","31.0","5:03","171","5:39","5:39"
"","","Corsa","21","5:19.4","1:57:28","1.00","5:19","5:19","170","173","1","1","167","257","50.7% S / 49.3% D","1.13","11.4","9.8","336","336","5.05","373","5.61","65","32.0","5:06","170","5:19.4","5:19"
"","","Corsa","22","5:23.2","2:02:52","1.00","5:23","5:12","173","177","12","0","166","260","50.7% S / 49.3% D","1.13","11.3","9.8","354","352","5.29","477","7.17","67","32.0","4:15","171","5:23","5:23"
"","","Corsa","23","0:12.4","2:03:04","0.04","5:07","5:12","174","175","0","0","167","259","51.0% S / 49.0% D","1.16","11.0","9.3","336","341","5.13","354","5.32","3","31.0","5:14","168","0:11","4:33"
"","Riepilogo","--","--","2:03:04","2:03:04","22.04","5:35","5:34","162","177","46","47","164","265","50.9% S / 49.1% D","1.10","11.0","9.9","330","316","4.75","3,167","47.62","1,445","27.9","4:15","181","2:02:36","5:34"
