"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","12:10","12:10","2.00","6:05","6:06","159","166","8","45","173","263","50.9% S / 49.1% D","0.95","9.1","9.3","298","297","4.08","362","4.97","143","17.0","5:19","177","12:08","6:04"
"","","Riscaldamento","1","6:04.9","6:04.9","1.00","6:05","6:02","157","165","6","35","174","263","51.0% S / 49.0% D","0.95","8.9","9.3","307","305","4.19","362","4.97","71","17.0","5:19","177","6:04.9","6:05"
"","","Riscaldamento","2","6:04.8","12:10","1.00","6:05","6:10","162","166","1","9","172","264","50.9% S / 49.1% D","0.96","9.2","9.4","290","290","3.98","359","4.93","72","16.0","5:28","177","6:04.8","6:05"
"","","Riposo","3","1:30","13:40","0.13","11:09","9:39","140","162","3","2","117","273","50.2% S / 49.8% D","0.88","5.9","6.7","198","137","1.88","281","3.86","11","15.0","6:06","175","1:28","10:54"
"","1","Corsa","4","4:59.3","18:39","1.00","4:59","5:08","167","172","1","6","178","245","50.5% S / 49.5% D","1.11","9.7","8.6","343","348","4.78","399","5.48","64","14.0","4:49","182","4:59","4:59"
"","","Riposo","5","1:30","20:09","0.13","11:12","11:05","149","172","0","0","117","334","50.2% S / 49.8% D","0.81","6.2","8.0","226","126","1.73","358","4.92","13","14.0","5:09","176","1:28","10:57"
"","2","Corsa","6","4:58.9","25:08","1.00","4:59","5:00","170","175","3","2","178","246","50.8% S / 49.2% D","1.12","9.8","8.6","356","362","4.97","409","5.62","64","14.0","4:45","181","4:58.9","4:59"
"","","Riposo","7","1:30","26:38","0.14","10:36","9:02","156","175","3","2","116","415","50.2% S / 49.8% D","0.91","6.7","7.1","252","155","2.13","370","5.08","14","14.0","4:54","176","1:28","10:22"
"","3","Corsa","8","4:52.9","31:31","1.00","4:53","5:03","171","177","1","6","179","241","50.0% S / 50.0% D","1.12","9.9","8.7","350","354","4.86","382","5.25","63","15.0","4:42","184","4:52.9","4:53"
"","","Riposo","9","1:30","33:01","0.14","10:24","8:37","158","177","4","1","119","315","49.8% S / 50.2% D","0.96","6.8","7.1","241","181","2.49","358","4.92","15","15.0","4:56","185","1:28","10:10"
"","4","Corsa","10","4:51.5","37:52","1.00","4:51","5:00","173","178","5","2","178","241","50.0% S / 50.0% D","1.12","10.0","8.7","365","369","5.07","444","6.10","64","14.0","4:52","185","4:51.5","4:51"
"","","Riposo","11","1:30","39:22","0.13","11:21","10:36","159","177","4","0","114","386","49.9% S / 50.1% D","0.81","6.1","7.5","249","150","2.06","386","5.30","15","14.0","4:59","176","1:28","11:05"
"","5","Corsa","12","4:52.9","44:15","1.00","4:53","4:58","172","179","3","9","178","240","49.8% S / 50.2% D","1.15","10.0","8.5","351","360","4.95","449","6.17","64","14.0","4:21","182","4:52.9","4:53"
"","","Riposo","13","1:30","45:45","0.14","10:49","10:04","159","179","1","1","116","304","50.1% S / 49.9% D","0.84","6.4","7.4","263","142","1.95","405","5.56","15","14.0","4:50","174","1:28","10:34"
"","","Defaticamento","14 - 16","13:02","58:47","2.23","5:51","5:52","167","172","3","6","173","257","50.2% S / 49.8% D","0.99","9.6","9.5","305","306","4.20","404","5.55","157","15.0","5:11","177","13:02","5:51"
"","","Defaticamento","14","5:54.6","51:40","1.00","5:55","5:57","165","170","1","1","173","256","50.3% S / 49.7% D","0.97","9.6","9.7","302","305","4.19","329","4.52","70","14.0","5:44","177","5:54.6","5:55"
"","","Defaticamento","15","5:48.1","57:28","1.00","5:48","5:48","168","172","2","4","173","257","50.1% S / 49.9% D","1.01","9.6","9.4","309","307","4.22","404","5.55","71","15.0","5:11","177","5:48","5:48"
"","","Defaticamento","16","1:19.3","58:47","0.23","5:44","5:53","167","169","0","1","174","255","50.0% S / 50.0% D","0.99","9.6","9.4","301","303","4.16","331","4.55","16","15.0","5:49","176","1:19","5:42"
"","Riepilogo","--","--","58:47","58:47","10.06","5:51","5:52","165","179","40","81","167","254","50.4% S / 49.6% D","1.02","9.1","8.8","321","302","4.15","449","6.17","702","14.8","4:21","185","58:41","5:50"
