"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","3:09.8","3:09.8","0.50","6:20","5:50","141","158","15","1","171","274","51.4% S / 48.6% D","0.93","8.6","9.0","323","320","4.40","405","5.56","34","21.0","5:49","178","3:09","6:18"
"","1","Corsa","2 - 3","8:27.2","11:37","1.50","5:38","5:42","161","167","20","44","174","259","51.0% S / 49.0% D","1.02","9.1","8.7","327","317","4.35","513","7.05","102","18.0","5:17","178","8:26","5:37"
"","","Corsa","2","5:35.5","8:45.3","1.00","5:35","5:36","161","167","15","29","175","259","51.1% S / 48.9% D","1.03","9.0","8.5","330","319","4.38","429","5.89","68","19.0","5:17","178","5:35","5:35"
"","","Corsa","3","2:51.7","11:37","0.50","5:43","5:55","162","165","5","15","173","260","51.0% S / 49.0% D","1.01","9.2","8.9","322","314","4.31","513","7.05","34","18.0","5:28","177","2:51.7","5:43"
"","2","Corsa","4 - 5","7:58.2","19:35","1.50","5:19","5:14","170","174","23","16","175","253","50.9% S / 49.1% D","1.08","9.5","8.6","371","369","5.07","505","6.94","101","16.0","4:58","185","7:57","5:18"
"","","Corsa","4","5:19.0","16:56","1.00","5:19","5:15","169","172","12","13","176","252","50.9% S / 49.1% D","1.08","9.5","8.6","366","362","4.97","505","6.94","67","16.0","4:58","185","5:19","5:19"
"","","Corsa","5","2:39.2","19:35","0.50","5:18","5:11","172","174","11","3","175","254","50.9% S / 49.1% D","1.08","9.4","8.5","380","383","5.26","497","6.83","34","15.0","5:11","179","2:39","5:18"
"","3","Corsa","6 - 8","7:35.4","27:10","1.52","5:00","5:03","174","176","10","23","176","249","50.6% S / 49.4% D","1.14","9.9","8.4","361","354","4.86","514","7.06","99","16.0","4:54","182","7:35","5:00"
"","","Corsa","6","4:59.3","24:34","1.00","4:59","5:05","174","176","3","20","176","249","50.6% S / 49.4% D","1.14","9.8","8.4","353","343","4.71","514","7.06","65","15.0","4:54","182","4:59.3","4:59"
"","","Corsa","7","2:31.1","27:06","0.50","5:02","5:00","174","175","7","3","175","250","50.5% S / 49.5% D","1.13","10.0","8.6","376","376","5.16","475","6.52","33","17.0","4:54","182","2:31","5:02"
"","","Corsa","8","0:04.9","27:10","0.02","4:36","4:56","175","175","0","0","177","249","50.3% S / 49.7% D","1.16","8.8","7.5","370","342","4.70","344","4.73","1","17.0","4:54","178","0:04","3:44"
"","Riepilogo","--","--","27:10","27:10","5.02","5:25","5:23","165","176","68","84","175","256","50.9% S / 49.1% D","1.06","9.4","8.6","351","343","4.71","514","7.06","336","17.2","4:54","185","27:09","5:25"
