"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","1","Misto","2","50","1:25.2","1:25.2","2:50","2:39","55","72","83","25","13","4"
"","1.1","Stile libero","1","25","0:39.8","0:39.8","2:39","2:39","52","66","83","12","--","--"
"","1.2","Dorso","1","25","0:45.5","1:25.2","3:02","3:02","58","78","83","13","--","--"
"","","Riposo","0","0","0:23.2","1:48.4","0","0","0","65","73","0","0","1"
"","2","Misto","6","150","4:14.9","6:03.3","2:50","2:09","57","108","120","90","15","29"
"","2.1","Stile libero","1","25","0:32.1","0:32.1","2:09","2:09","45","82","107","13","--","--"
"","2.2","Dorso","1","25","0:42.3","1:14.4","2:49","2:49","52","105","108","10","--","--"
"","2.3","Rana","1","25","0:56.3","2:10.6","3:45","3:45","80","110","117","24","--","--"
"","2.4","Stile libero","1","25","0:33.1","2:43.7","2:12","2:12","43","118","120","10","--","--"
"","2.5","Dorso","1","25","0:49","3:32.7","3:16","3:16","63","110","120","14","--","--"
"","2.6","Rana","1","25","0:42.2","4:14.9","2:49","2:49","61","106","110","19","--","--"
"","","Riposo","0","0","0:50.1","6:53.4","0","0","0","109","128","0","0","7"
"","3","Misto","6","150","3:50.3","10:44","2:34","0:48","50","120","151","70","12","31"
"","3.1","Rana","1","25","0:12","0:12","0:48","0:48","16","96","97","4","--","--"
"","3.2","Rana","1","25","1:32.1","1:44.1","6:09","6:09","119","107","113","27","--","--"
"","3.3","Stile libero","1","25","0:27.9","2:12","1:51","1:51","39","105","117","11","--","--"
"","3.4","Rana","1","25","0:36.7","2:48.7","2:27","2:27","46","121","124","9","--","--"
"","3.5","Rana","1","25","0:27.6","3:16.3","1:50","1:50","36","139","151","8","--","--"
"","3.6","Stile libero","1","25","0:33.9","3:50.3","2:16","2:16","45","139","146","11","--","--"
"","","Riposo","0","0","0:17.1","11:01","0","0","0","142","143","0","0","3"
"","4","Rana","2","50","0:54.6","11:55","1:49","1:03","35","147","151","15","8","10"
"","4.1","Rana","1","25","0:15.9","0:15.9","1:03","1:03","22","142","143","6","--","--"
"","4.2","Rana","1","25","0:38.8","0:54.6","2:35","2:35","48","148","151","9","--","--"
"","","Riposo","0","0","1:52.4","13:48","0","0","0","101","148","0","0","10"
"","5","Rana","5","125","3:21.2","17:09","2:41","2:26","58","128","133","91","18","31"
"","5.1","Rana","1","25","0:41.4","0:41.4","2:46","2:46","57","111","132","16","--","--"
"","5.2","Rana","1","25","0:36.6","1:18","2:26","2:26","54","129","132","17","--","--"
"","5.3","Rana","1","25","0:41.5","1:59.5","2:46","2:46","62","129","130","20","--","--"
"","5.4","Rana","1","25","0:39.8","2:39.3","2:39","2:39","58","131","133","18","--","--"
"","5.5","Rana","1","25","0:41.9","3:21.2","2:48","2:48","62","130","132","20","--","--"
"","","Riposo","0","0","0:10.5","17:19","0","0","0","121","123","0","0","2"
"","6","Rana","1","25","0:47.8","18:07","3:11","3:11","66","122","125","18","18","6"
"","6.1","Rana","1","25","0:47.8","0:47.8","3:11","3:11","66","122","125","18","--","--"
"","","Riposo","0","0","0:18.1","18:25","0","0","0","117","121","0","0","3"
"","7","Rana","2","50","1:19.6","19:45","2:39","2:22","59","123","133","38","19","11"
"","7.1","Rana","1","25","0:44.1","0:44.1","2:56","2:56","65","116","121","21","--","--"
"","7.2","Rana","1","25","0:35.6","1:19.6","2:22","2:22","53","125","130","17","--","--"
"","","Riposo","0","0","1:24.3","21:09","0","0","0","102","125","0","0","7"
"","8","Stile libero","4","100","2:27.3","23:37","2:27","2:17","49","119","131","47","12","17"
"","8.1","Stile libero","1","25","0:34.3","0:34.3","2:17","2:17","45","100","116","11","--","--"
"","8.2","Stile libero","1","25","0:35.7","1:09.9","2:23","2:23","48","126","131","12","--","--"
"","8.3","Stile libero","1","25","0:41.5","1:51.4","2:46","2:46","55","118","125","13","--","--"
"","8.4","Stile libero","1","25","0:35.8","2:27.3","2:23","2:23","47","121","126","11","--","--"
"","","Riposo","0","0","2:09.6","25:46","0","0","0","100","147","0","0","10"
"","9","Rana","1","25","0:37.4","26:24","2:30","2:30","50","103","110","13","13","2"
"","9.1","Rana","1","25","0:37.4","0:37.4","2:30","2:30","50","98","109","13","--","--"
"","","Riposo","0","0","0:49.4","27:13","0","0","0","105","121","0","0","4"
"","10","Dorso","1","25","0:39.3","27:52","2:37","2:37","52","98","103","13","13","2"
"","10.1","Dorso","1","25","0:39.3","0:39.3","2:37","2:37","52","94","99","13","--","--"
"","","Riposo","0","0","2:57.8","30:50","0","0","0","91","117","0","0","9"
"","11","Misto","2","50","0:43.7","31:34","1:27","1:23","33","113","120","23","12","4"
"","11.1","Rana","1","25","0:22.9","0:22.9","1:32","1:32","35","102","109","12","--","--"
"","11.2","Stile libero","1","25","0:20.8","0:43.7","1:23","1:23","32","113","118","11","--","--"
"","","Riposo","0","0","1:14.9","32:49","0","0","0","108","133","0","0","7"
"","12","Stile libero","1","25","0:54.3","33:43","3:37","3:37","74","86","95","20","20","2"
"","12.1","Stile libero","1","25","0:54.3","0:54.3","3:37","3:37","74","86","95","20","--","--"
"","","Riposo","0","0","2:35.9","36:19","0","0","0","87","108","0","0","7"
"","13","Stile libero","2","50","1:21.2","37:40","2:42","2:20","56","130","146","30","15","12"
"","13.1","Stile libero","1","25","0:35","0:35","2:20","2:20","50","113","129","15","--","--"
"","13.2","Stile libero","1","25","0:46.2","1:21.2","3:05","3:05","61","134","146","15","--","--"
"","","Riposo","0","0","2:01.6","39:42","0","0","0","99","143","0","0","9"
"","14","Stile libero","2","50","1:25.5","41:07","2:51","2:13","54","129","149","23","12","11"
"","14.1","Stile libero","1","25","0:33.3","0:33.3","2:13","2:13","44","104","119","11","--","--"
"","14.2","Stile libero","1","25","0:52.3","1:25.5","3:29","3:29","64","134","149","12","--","--"
"","","Riposo","0","0","0:14.8","41:22","0","0","0","143","145","0","0","2"
"","15","Stile libero","2","50","1:04.2","42:26","2:08","1:49","44","152","163","23","12","16"
"","15.1","Stile libero","1","25","0:27.2","0:27.2","1:49","1:49","38","157","163","11","--","--"
"","15.2","Stile libero","1","25","0:37.0","1:04.2","2:28","2:28","49","150","158","12","--","--"
"","","Riposo","0","0","0:22.7","42:49","0","0","0","140","141","0","0","2"
"","Riepilogo","--","39","975","42:49","42:49","2:35","0:48","52","110","163","539","14","271"
