"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","8:36.3","8:36.3","1.50","5:44","5:40","151","159","12","2","170","264","50.5% S / 49.5% D","1.03","9.9","9.5","324","321","4.65","374","5.42","106","21.0","5:24","177","8:35","5:43"
"","","Riscaldamento","1","5:42.2","5:42.2","1.00","5:42","5:33","148","155","10","1","171","262","50.6% S / 49.4% D","1.03","9.8","9.4","330","326","4.72","374","5.42","70","22.0","5:24","177","5:42.2","5:42"
"","","Riscaldamento","2","2:54.1","8:36.3","0.50","5:48","5:49","156","159","2","1","169","268","50.3% S / 49.7% D","1.02","10.0","9.6","312","311","4.51","332","4.81","36","19.0","5:41","173","2:54","5:48"
"","1","Corsa","3 - 4","9:43.6","18:20","2.00","4:52","4:54","167","172","2","8","175","253","50.5% S / 49.5% D","1.17","10.1","8.4","359","359","5.20","413","5.99","135","16.0","4:35","180","9:42","4:51"
"","","Corsa","3","4:50.9","13:27","1.00","4:51","4:55","166","169","0","6","177","251","50.5% S / 49.5% D","1.16","9.8","8.3","353","354","5.13","404","5.86","67","17.0","4:35","180","4:50.9","4:51"
"","","Corsa","4","4:52.6","18:20","1.00","4:53","4:52","169","172","2","2","173","254","50.4% S / 49.6% D","1.18","10.3","8.5","365","364","5.28","413","5.99","68","16.0","4:41","178","4:52","4:52"
"","2","Corsa","5 - 6","9:13.1","27:33","2.00","4:37","4:39","172","175","6","11","174","250","50.4% S / 49.6% D","1.25","10.5","8.2","376","376","5.45","411","5.96","133","14.0","4:30","178","9:12","4:36"
"","","Corsa","5","4:38.6","22:59","1.00","4:39","4:44","170","173","1","10","174","251","50.5% S / 49.5% D","1.24","10.4","8.2","367","365","5.29","411","5.96","66","14.0","4:30","178","4:38.6","4:39"
"","","Corsa","6","4:34.5","27:33","1.00","4:34","4:33","173","175","4","1","174","249","50.4% S / 49.6% D","1.26","10.5","8.1","385","386","5.59","409","5.93","67","14.0","4:30","177","4:34","4:34"
"","3","Corsa","7 - 8","8:43.9","36:17","2.00","4:22","4:21","176","178","4","4","185","234","50.7% S / 49.3% D","1.24","9.4","7.3","390","390","5.65","425","6.16","131","13.0","4:13","187","8:43","4:22"
"","","Corsa","7","4:22.4","31:55","1.00","4:22","4:23","176","177","2","4","185","234","50.7% S / 49.3% D","1.24","9.5","7.4","388","387","5.61","425","6.16","65","13.0","4:18","187","4:22.4","4:22"
"","","Corsa","8","4:21.5","36:17","1.00","4:22","4:19","177","178","1","0","185","234","50.8% S / 49.2% D","1.24","9.2","7.2","393","393","5.70","414","6.00","66","13.0","4:13","187","4:21","4:21"
"","4","Corsa","9 - 10","8:27.4","44:44","2.00","4:14","4:14","180","182","3","2","185","233","50.8% S / 49.2% D","1.28","9.3","7.1","401","401","5.81","427","6.19","131","12.0","4:09","190","8:27","4:13"
"","","Corsa","9","4:15.4","40:32","1.00","4:15","4:15","179","181","3","1","186","232","50.7% S / 49.3% D","1.27","9.4","7.2","403","403","5.84","427","6.19","66","12.0","4:12","190","4:15.4","4:15"
"","","Corsa","10","4:12.0","44:44","1.00","4:12","4:13","180","182","0","1","185","233","50.9% S / 49.1% D","1.28","9.2","7.0","399","400","5.80","426","6.17","65","12.0","4:09","187","4:12.0","4:12"
"","","Riposo","11","1:30","46:14","0.14","10:28","9:51","161","181","0","2","115","443","50.8% S / 49.2% D","0.88","7.2","7.8","259","135","1.96","452","6.55","16","11.0","4:09","185","1:28","10:14"
"","","Defaticamento","12 - 14","9:01.4","55:16","1.52","5:56","5:53","158","165","11","3","166","274","50.3% S / 49.7% D","1.01","10.0","9.7","304","306","4.43","363","5.26","106","12.0","5:21","171","9:01","5:55"
"","","Defaticamento","12","5:53.5","52:08","1.00","5:53","5:56","157","164","3","3","166","274","50.3% S / 49.7% D","1.01","10.1","9.8","300","301","4.36","362","5.25","68","12.0","5:21","171","5:53.5","5:53"
"","","Defaticamento","13","2:59.4","55:07","0.50","5:59","5:47","160","165","7","0","166","274","50.4% S / 49.6% D","1.01","9.9","9.5","311","313","4.54","344","4.99","36","12.0","5:45","169","2:59","5:58"
"","","Defaticamento","14","0:08.6","55:16","0.02","6:30","5:38","159","159","1","0","164","283","51.1% S / 48.9% D","0.97","9.4","9.4","338","349","5.06","363","5.26","2","12.0","6:08","165","0:08","6:04"
"","Riepilogo","--","--","55:16","55:16","11.17","4:57","4:56","167","182","38","33","174","253","50.5% S / 49.5% D","1.15","9.8","8.3","362","353","5.12","452","6.55","758","14.7","4:09","190","55:12","4:57"
