"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.72","6:59","7:06","146","156","2","5","164","281","0.86","8.1","9.5","277","270","3.55","335","4.41","53","24.0","6:12","172","4:56","6:53"
"","1","Corsa","2 - 6","30:00","35:00","4.47","6:43","6:42","162","170","24","27","172","273","0.87","7.9","9.2","284","282","3.71","382","5.03","357","19.0","5:42","179","30:00","6:43"
"","","Corsa","2","6:38.2","11:38","1.00","6:38","6:40","160","166","3","7","171","273","0.88","8.1","9.1","289","288","3.79","353","4.64","80","21.0","6:24","177","6:38.2","6:38"
"","","Corsa","3","6:48.7","18:27","1.00","6:49","6:36","163","170","16","2","172","274","0.85","7.9","9.3","299","297","3.91","382","5.03","82","19.0","6:27","177","6:48.7","6:49"
"","","Corsa","4","6:41.2","25:08","1.00","6:41","6:51","160","168","0","12","173","273","0.86","7.9","9.2","269","267","3.51","300","3.95","78","18.0","5:42","179","6:41","6:41"
"","","Corsa","5","6:42.7","31:51","1.00","6:43","6:43","163","166","4","4","173","272","0.86","7.9","9.1","274","275","3.62","317","4.17","79","20.0","6:30","177","6:42.7","6:43"
"","","Corsa","6","3:09.3","35:00","0.47","6:42","6:42","162","164","0","1","172","273","0.88","8.0","9.1","284","284","3.74","306","4.03","38","20.0","6:24","174","3:09","6:42"
"","2","Corsa","7 - 8","10:00","45:00","1.50","6:41","6:41","163","166","7","7","171","274","0.87","8.0","9.2","284","281","3.70","351","4.62","118","20.0","6:27","176","9:59","6:40"
"","","Corsa","7","6:41.3","41:41","1.00","6:41","6:39","164","166","6","4","171","274","0.87","8.0","9.2","290","288","3.79","351","4.62","79","20.0","6:27","176","6:41","6:41"
"","","Corsa","8","3:18.7","45:00","0.50","6:41","6:46","162","165","1","3","171","275","0.87","8.0","9.2","269","269","3.54","303","3.99","39","20.0","6:28","176","3:18.7","6:41"
"","","Defaticamento","9 - 10","8:00.5","53:00","1.34","5:59","5:59","169","175","3","2","173","265","0.96","8.3","8.6","311","312","4.11","357","4.70","101","20.0","5:31","181","7:59","5:58"
"","","Defaticamento","9","5:00","50:00","0.81","6:10","6:08","168","171","2","1","172","268","0.94","8.3","8.8","309","309","4.07","350","4.61","62","20.0","5:34","177","4:59","6:09"
"","","Defaticamento","10","3:00.5","53:00","0.53","5:42","5:46","171","175","1","1","175","259","0.99","8.3","8.4","315","317","4.17","357","4.70","39","19.0","5:31","181","3:00","5:41"
"","Riepilogo","--","--","53:00","53:00","8.02","6:37","6:37","162","175","36","41","171","273","0.88","8.0","9.1","288","285","3.75","382","5.03","629","20.1","5:31","181","52:56","6:36"
