"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.04","7:21","7:28","147","161","4","15","169","276","0.80","7.6","9.5","261","254","3.36","336","4.44","154","23.0","5:31","181","14:52","7:17"
"","","Riscaldamento","1","7:40.2","7:40.2","1.00","7:40","7:32","137","156","3","7","165","278","0.78","7.5","9.6","259","248","3.28","332","4.39","73","24.0","6:55","177","7:34","7:34"
"","","Riscaldamento","2","7:02.7","14:43","1.00","7:03","7:10","158","161","1","9","174","274","0.81","7.6","9.4","261","261","3.45","336","4.44","77","23.0","5:31","181","7:02.7","7:03"
"","","Riscaldamento","3","0:17.1","15:00","0.04","6:48","6:51","157","159","0","0","174","271","0.85","7.8","9.2","268","270","3.57","271","3.58","3","23.0","6:46","174","0:17","6:45"
"","1","Corsa","4","4:00","19:00","0.73","5:28","5:25","170","178","2","2","177","253","1.03","8.3","8.1","345","348","4.60","426","5.63","53","22.0","5:02","181","3:58","5:25"
"","2","Corsa","5","3:00","22:00","0.41","7:22","7:18","164","173","0","2","170","281","0.82","7.8","9.6","275","256","3.38","324","4.28","31","21.0","5:32","176","2:59","7:20"
"","3","Corsa","6","4:00","26:00","0.74","5:24","5:30","171","176","2","2","176","255","1.03","8.4","8.1","329","331","4.38","420","5.55","53","22.0","5:05","181","3:59","5:23"
"","4","Corsa","7","3:00","29:00","0.38","7:55","7:50","164","173","1","0","169","286","0.75","7.5","10.1","255","241","3.19","344","4.55","30","23.0","5:34","179","2:59","7:52"
"","5","Corsa","8","4:00","33:00","0.73","5:27","5:29","172","178","2","1","176","255","1.03","8.4","8.1","342","345","4.56","426","5.63","53","23.0","5:11","181","3:59","5:26"
"","6","Corsa","9","3:00","36:00","0.38","7:53","7:47","153","172","0","0","166","286","0.77","7.7","9.9","238","238","3.15","294","3.89","27","22.0","5:40","172","2:58","7:47"
"","7","Corsa","10","4:00","40:00","0.73","5:30","5:32","172","179","3","0","176","256","1.01","8.3","8.2","329","332","4.39","381","5.04","53","23.0","5:22","181","3:59","5:29"
"","8","Corsa","11","3:00","43:00","0.35","8:40","8:42","159","176","0","1","144","287","0.77","7.1","9.3","228","195","2.58","328","4.34","29","23.0","5:37","174","2:59","8:37"
"","9","Corsa","12","1:00","44:00","0.21","4:45","5:12","168","176","0","0","183","243","1.06","8.0","7.7","331","353","4.67","389","5.14","13","23.0","4:45","190","0:59","4:40"
"","10","Corsa","13","1:00","45:00","0.10","9:53","8:25","168","178","0","0","119","289","0.97","6.5","6.8","253","163","2.15","363","4.80","11","23.0","4:58","176","0:59","9:44"
"","11","Corsa","14","1:00","46:00","0.22","4:31","5:01","167","175","0","1","185","239","1.08","8.0","7.5","338","371","4.90","405","5.35","13","23.0","4:31","190","0:59","4:27"
"","12","Corsa","15","1:00","47:00","0.10","10:24","9:57","169","176","0","0","107","249","0.81","6.2","7.7","262","128","1.69","396","5.23","12","24.0","4:30","183","0:59","10:13"
"","13","Corsa","16","1:00","48:00","0.23","4:26","5:00","169","178","0","0","184","239","1.09","8.1","7.5","326","363","4.80","401","5.30","13","24.0","4:28","188","0:59","4:21"
"","14","Corsa","17","1:00","49:00","0.09","10:54","8:52","170","178","0","1","120","229","0.91","6.3","7.2","287","162","2.14","400","5.29","12","24.0","4:28","187","0:59","10:42"
"","15","Corsa","18","1:00","50:00","0.20","4:53","5:01","167","173","2","0","173","237","1.12","8.3","7.4","340","357","4.72","428","5.66","12","25.0","4:33","188","0:59","4:48"
"","16","Corsa","19","1:00","51:00","0.09","11:43","10:12","166","174","0","1","96","244","0.80","6.2","7.7","250","112","1.48","368","4.86","12","25.0","4:46","175","0:59","11:31"
"","","Defaticamento","20 - 23","15:06","1:06:06","2.29","6:35","6:35","166","178","6","3","168","275","0.90","8.2","9.1","281","279","3.69","368","4.86","178","26.0","5:36","176","15:05","6:35"
"","","Defaticamento","20","7:01.1","58:01","1.00","7:01","7:00","162","168","4","0","167","278","0.85","7.9","9.3","267","264","3.49","296","3.91","79","25.0","6:33","174","7:01.1","7:01"
"","","Defaticamento","21","6:21.3","1:04:22","1.00","6:21","6:26","168","172","1","3","167","274","0.93","8.4","9.0","281","281","3.71","353","4.67","77","26.0","5:46","174","6:20","6:20"
"","","Defaticamento","22","1:37.6","1:06:00","0.28","5:50","5:41","172","176","1","0","171","264","1.01","8.6","8.5","322","329","4.35","368","4.86","21","28.0","5:36","176","1:37.6","5:50"
"","","Defaticamento","23","0:06.3","1:06:06","0.01","8:03","5:48","177","178","0","0","167","274","1.01","8.9","8.8","355","332","4.39","344","4.55","1","28.0","5:47","167","0:05","6:26"
"","Riepilogo","--","--","1:06:06","1:06:06","10.02","6:36","6:37","162","179","22","31","167","269","0.90","7.9","8.9","293","276","3.65","428","5.66","760","23.6","4:28","190","1:05:55","6:35"
