"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","11:53","11:53","2.00","5:57","6:03","148","160","0","10","164","274","1.04","9.3","8.9","270","264","3.97","348","5.23","128","26.0","4:59","170","11:33","5:47"
"","","Riscaldamento","1","6:03.3","6:03.3","1.00","6:03","6:06","140","155","0","7","162","274","1.05","9.3","8.9","265","254","3.82","348","5.23","62","27.0","4:59","170","5:45","5:45"
"","","Riscaldamento","2","5:50.1","11:53","1.00","5:50","5:54","157","160","0","3","166","274","1.03","9.3","8.9","274","273","4.11","291","4.38","67","25.0","5:45","169","5:50","5:50"
"","1","Corsa","3","5:01.1","16:55","1.00","5:01","5:03","165","168","0","4","172","253","1.16","9.4","8.1","313","314","4.72","360","5.41","62","23.0","4:40","181","5:00","5:00"
"","2","Corsa","4","4:29.7","21:24","1.00","4:30","4:27","174","180","4","0","176","238","1.26","9.3","7.4","358","359","5.40","464","6.98","58","23.0","4:16","187","4:29","4:29"
"","3","Corsa","5","5:08.0","26:32","1.00","5:08","5:10","172","176","2","4","169","260","1.15","9.6","8.3","307","303","4.56","351","5.28","64","23.0","4:38","174","5:07","5:07"
"","4","Corsa","6","4:40.8","31:13","1.00","4:41","4:41","176","179","1","0","173","245","1.23","9.5","7.7","332","333","5.01","357","5.37","61","23.0","4:26","177","4:40","4:40"
"","5","Corsa","7","5:48.3","37:01","1.00","5:48","5:48","166","177","2","4","158","260","1.09","8.8","8.1","289","265","3.98","383","5.76","69","23.0","4:40","174","5:47","5:47"
"","6","Corsa","8","4:37.8","41:39","1.00","4:38","4:37","176","180","1","1","173","244","1.25","9.5","7.7","333","335","5.04","365","5.49","61","25.0","4:22","179","4:37","4:37"
"","","Defaticamento","9 - 11","12:42","54:21","2.03","6:16","6:10","162","178","16","3","155","271","1.01","8.7","8.5","272","251","3.77","347","5.22","140","27.0","4:41","171","12:39","6:14"
"","","Defaticamento","9","6:41.2","48:20","1.00","6:41","6:42","159","178","2","3","147","270","0.99","8.2","8.3","256","218","3.28","343","5.16","69","27.0","4:41","171","6:41","6:41"
"","","Defaticamento","10","5:52.0","54:12","1.00","5:52","5:41","166","171","12","0","164","272","1.04","9.2","8.9","287","286","4.30","335","5.04","69","28.0","5:04","170","5:50","5:50"
"","","Defaticamento","11","0:09.1","54:21","0.03","5:36","5:13","169","170","1","0","165","273","1.06","9.4","8.9","326","341","5.13","347","5.22","2","27.0","5:45","167","0:08","4:57"
"","Riepilogo","--","--","54:21","54:21","10.03","5:25","5:25","164","180","26","27","165","260","1.11","9.2","8.3","303","289","4.35","464","6.98","643","24.9","4:16","187","53:59","5:23"
