Tempo intermedio,Stile,Vasche,Distanza,Tempo,Passo medio,Passo migliore,SWOLF medio,Frequenza cardiaca media,FC max,Totale bracciate,Bracciate medie,Calorie
REST,,,100.45,00:04:13.621,0:42:05  ,0:21:55  ,93.0,118.0,131.0,122,--,36
Summary,,0,100.45,00:04:13.621,0:42:05  ,0:21:55  ,93.0,118.0,131.0,122,--,36
