"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.79","6:21","6:22","143","155","2","2","172","267","51.4% S / 48.6% D","0.92","8.8","9.4","277","277","3.80","338","4.64","54","22.0","5:17","177","4:58","6:19"
"","1","Corsa","2 - 5","20:00","25:00","3.14","6:22","6:23","157","163","8","10","171","263","51.0% S / 49.0% D","0.92","9.4","10.0","286","285","3.91","337","4.63","229","19.0","5:58","183","20:00","6:22"
"","","Corsa","2","6:19.9","11:20","1.00","6:20","6:27","156","160","0","7","173","263","51.1% S / 48.9% D","0.91","9.1","9.7","277","274","3.76","337","4.63","73","20.0","5:58","183","6:19.9","6:20"
"","","Corsa","3","6:19.5","17:39","1.00","6:20","6:23","157","160","2","3","171","262","50.9% S / 49.1% D","0.92","9.5","10.0","286","286","3.93","314","4.31","73","19.0","6:06","176","6:19.5","6:19"
"","","Corsa","4","6:23.5","24:03","1.00","6:23","6:19","159","163","4","0","170","264","51.0% S / 49.0% D","0.92","9.6","10.2","294","293","4.02","334","4.59","73","18.0","6:06","174","6:23","6:23"
"","","Corsa","5","0:57.1","25:00","0.14","6:36","6:21","160","161","1","0","170","265","50.7% S / 49.3% D","0.91","9.6","10.3","291","293","4.02","306","4.20","11","17.0","6:20","171","0:57","6:35"
"","2","Corsa","6 - 7","10:00","35:00","1.58","6:19","6:22","160","164","1","4","170","261","50.7% S / 49.3% D","0.93","9.7","10.3","297","296","4.07","375","5.15","113","17.0","6:10","175","9:59","6:18"
"","","Corsa","6","6:17.3","31:17","1.00","6:17","6:22","160","162","0","4","170","262","50.8% S / 49.2% D","0.93","9.7","10.2","292","291","4.00","325","4.46","72","17.0","6:10","175","6:17.3","6:17"
"","","Corsa","7","3:42.7","35:00","0.58","6:21","6:22","161","164","1","0","170","260","50.5% S / 49.5% D","0.92","9.8","10.4","306","306","4.20","375","5.15","42","17.0","6:16","172","3:42","6:20"
"","","Defaticamento","8 - 10","15:00","50:00","2.51","5:59","5:57","166","175","8","5","172","256","50.5% S / 49.5% D","0.97","9.8","9.8","323","319","4.38","409","5.62","179","17.0","5:10","183","14:59","5:58"
"","","Defaticamento","8","5:00","40:00","0.79","6:18","6:16","163","166","1","1","170","260","50.7% S / 49.3% D","0.94","9.8","10.3","298","297","4.08","326","4.48","58","17.0","6:05","173","4:59","6:17"
"","","Defaticamento","9","6:05.5","46:05","1.00","6:05","6:10","164","169","2","3","172","257","50.5% S / 49.5% D","0.95","9.6","9.9","307","307","4.22","371","5.10","71","17.0","5:20","183","6:05.5","6:05"
"","","Defaticamento","10","3:54.6","50:00","0.72","5:28","5:19","171","175","4","1","175","248","50.5% S / 49.5% D","1.06","10.0","9.2","367","367","5.04","409","5.62","49","17.0","5:10","180","3:53","5:26"
"","Riepilogo","--","--","50:00","50:00","8.03","6:14","6:14","159","175","19","22","171","261","50.8% S / 49.2% D","0.94","9.5","9.9","300","297","4.08","409","5.62","575","18.3","5:10","183","49:56","6:13"
