"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.44","6:08","6:12","155","166","5","12","171","270","0.95","8.5","8.9","276","274","3.76","342","4.70","172","21.0","4:56","190","14:58","6:08"
"","","Riscaldamento","1","6:05.5","6:05.5","1.00","6:05","6:05","145","158","3","3","171","269","0.96","8.5","8.8","287","285","3.91","331","4.55","67","21.0","5:41","176","6:05.5","6:06"
"","","Riscaldamento","2","6:09.7","12:15","1.00","6:10","6:19","161","166","0","10","171","271","0.95","8.5","8.9","267","265","3.64","342","4.70","73","21.0","4:56","190","6:09.7","6:10"
"","","Riscaldamento","3","2:44.8","15:00","0.44","6:12","6:16","163","166","1","0","170","273","0.94","8.5","9.0","269","271","3.72","290","3.98","32","21.0","6:05","174","2:44","6:10"
"","1","Corsa","4","1:00","16:00","0.20","4:57","5:00","171","174","1","1","177","246","1.12","8.7","7.7","330","340","4.67","383","5.26","13","20.0","4:50","183","0:58","4:47"
"","2","Corsa","5","1:00","17:00","0.16","6:25","6:02","169","172","0","0","168","273","0.99","8.8","8.9","306","287","3.94","347","4.77","12","20.0","4:52","176","0:59","6:19"
"","3","Corsa","6","1:00","18:00","0.21","4:47","4:59","172","175","0","0","176","244","1.14","8.5","7.5","326","346","4.75","374","5.14","13","20.0","4:45","181","0:59","4:42"
"","4","Corsa","7","1:00","19:00","0.15","6:38","6:04","171","175","0","0","168","273","0.98","8.7","8.9","317","290","3.98","365","5.01","12","20.0","4:47","177","0:59","6:31"
"","5","Corsa","8","1:00","20:00","0.21","4:51","5:03","172","175","1","0","176","249","1.11","8.7","7.9","330","350","4.81","374","5.14","13","20.0","4:54","179","0:59","4:46"
"","6","Corsa","9","1:00","21:00","0.14","6:55","6:20","173","176","1","0","167","278","0.94","8.6","9.2","320","284","3.90","371","5.10","12","20.0","4:55","177","0:59","6:48"
"","7","Corsa","10","1:00","22:00","0.21","4:50","5:04","172","175","1","0","176","250","1.10","8.7","7.9","332","351","4.82","375","5.15","13","21.0","4:50","179","0:59","4:45"
"","8","Corsa","11","1:00","23:00","0.10","9:56","8:18","166","176","0","0","122","280","0.98","6.7","6.8","266","165","2.27","360","4.95","11","21.0","4:54","174","0:59","9:46"
"","9","Corsa","12","1:00","24:00","0.21","4:40","5:06","166","175","1","0","177","249","1.10","8.6","7.9","308","340","4.67","355","4.88","12","21.0","4:41","181","0:59","4:36"
"","10","Corsa","13","1:00","25:00","0.10","9:31","9:16","164","175","0","0","126","253","0.87","6.3","7.4","244","141","1.94","345","4.74","11","21.0","4:41","226","0:59","9:22"
"","11","Corsa","14","1:00","26:00","0.22","4:29","4:28","164","174","0","1","181","231","1.24","8.9","7.1","332","366","5.03","414","5.69","12","21.0","4:09","186","0:59","4:24"
"","12","Corsa","15","1:00","27:00","0.10","10:18","9:14","167","175","0","1","121","305","0.88","6.5","7.4","262","143","1.96","373","5.12","12","21.0","4:25","184","0:59","10:08"
"","13","Corsa","16","1:00","28:00","0.24","4:12","4:19","164","176","0","1","179","220","1.29","8.7","6.7","346","375","5.15","436","5.99","12","20.0","3:56","190","0:59","4:07"
"","14","Corsa","17","1:00","29:00","0.10","9:51","9:03","169","177","0","0","126","245","0.85","6.4","7.6","275","151","2.07","374","5.14","12","20.0","4:15","188","0:59","9:41"
"","15","Corsa","18","1:00","30:00","0.23","4:18","4:27","166","177","0","1","183","230","1.23","8.7","7.1","336","370","5.08","395","5.43","12","20.0","4:18","187","0:59","4:13"
"","16","Corsa","19","1:00","31:00","0.10","9:56","9:23","169","178","0","0","113","243","0.83","6.2","7.5","254","128","1.76","374","5.14","12","20.0","4:18","183","0:59","9:46"
"","17","Corsa","20","1:00","32:00","0.23","4:22","4:17","167","178","3","0","182","229","1.25","8.8","7.1","382","426","5.85","467","6.41","12","20.0","4:08","189","0:59","4:17"
"","18","Corsa","21","1:00","33:00","0.09","10:44","9:09","169","179","0","1","110","233","0.98","6.3","7.0","307","145","1.99","454","6.24","12","20.0","4:25","179","0:59","10:33"
"","","Defaticamento","22 - 25","15:01","48:01","2.59","5:48","5:48","168","182","8","2","169","262","1.01","8.5","8.4","313","305","4.19","386","5.30","181","21.0","5:18","176","15:01","5:48"
"","","Defaticamento","22","6:11.7","39:12","1.00","6:12","6:15","162","173","2","0","163","263","0.97","8.1","8.4","293","279","3.83","329","4.52","70","21.0","5:40","176","6:11.7","6:12"
"","","Defaticamento","23","5:37.3","44:49","1.00","5:37","5:39","167","178","4","2","172","262","1.03","8.7","8.5","316","316","4.34","383","5.26","69","21.0","5:20","176","5:37","5:37"
"","","Defaticamento","24","3:11.0","48:00","0.59","5:24","5:20","179","182","2","0","173","258","1.07","8.8","8.2","339","338","4.64","386","5.30","42","21.0","5:18","176","3:11","5:24"
"","","Defaticamento","25","0:01.3","48:01","0.00","5:50","5:17","181","181","0","0","172","258","1.08","8.9","8.2","327","333","4.57","333","4.57","0","21.0","5:22","172","0:01","4:39"
"","Riepilogo","--","--","48:01","48:01","8.05","5:58","5:57","164","182","21","21","165","261","1.01","8.3","8.3","304","285","3.91","467","6.41","571","20.8","3:56","226","47:59","5:58"
