"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.07","7:15","7:24","150","164","0","12","165","279","0.84","7.8","9.4","262","251","3.30","346","4.55","158","22.0","5:25","179","14:50","7:10"
"","","Riscaldamento","1","6:56.1","6:56.1","1.00","6:56","6:48","143","159","0","10","161","276","0.89","8.0","9.0","271","255","3.36","346","4.55","72","24.0","5:25","179","6:48","6:48"
"","","Riscaldamento","2","7:24.3","14:20","1.00","7:24","7:21","157","164","0","2","168","280","0.80","7.7","9.7","258","250","3.29","294","3.87","80","20.0","6:19","179","7:24","7:24"
"","","Riscaldamento","3","0:39.7","15:00","0.07","9:16","8:52","150","151","0","0","163","300","0.68","7.4","10.9","217","216","2.84","266","3.50","6","19.0","7:34","167","0:39.7","9:16"
"","1","Corsa","4","1:00","16:00","0.21","4:41","5:08","162","171","0","0","182","243","1.06","8.1","7.7","332","361","4.75","421","5.54","13","19.0","4:23","189","0:58","4:31"
"","2","Corsa","5","1:00","17:00","0.12","8:22","6:33","168","171","1","0","165","282","0.91","8.4","9.4","338","287","3.78","413","5.43","12","19.0","4:26","181","0:59","8:13"
"","3","Corsa","6","1:00","18:00","0.24","4:07","4:10","170","174","0","0","186","220","1.29","8.6","6.7","403","431","5.67","466","6.13","14","18.0","3:49","196","0:59","4:03"
"","4","Corsa","7","1:00","19:00","0.12","8:07","6:34","171","175","0","0","165","283","0.92","8.5","9.4","358","287","3.78","428","5.63","12","18.0","4:21","177","0:59","7:58"
"","5","Corsa","8","1:00","20:00","0.23","4:24","4:54","170","174","0","0","182","239","1.12","8.3","7.5","351","375","4.93","409","5.38","13","18.0","4:32","190","0:59","4:20"
"","6","Corsa","9","1:00","21:00","0.11","8:59","7:29","169","174","0","0","164","290","0.81","8.0","10.0","313","252","3.32","379","4.99","11","17.0","4:55","176","0:59","8:50"
"","7","Corsa","10","1:00","22:00","0.21","4:41","5:22","166","171","0","0","181","248","1.03","8.1","7.9","311","337","4.43","373","4.91","13","17.0","4:50","188","0:59","4:37"
