"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","8","Corsa","11","1:00","23:00","0.11","8:55","7:11","168","172","0","0","166","286","0.83","8.0","9.8","310","262","3.45","370","4.87","11","17.0","4:55","177","0:59","8:46"
"","9","Corsa","12","1:00","24:00","0.22","4:27","5:08","167","173","0","0","184","242","1.06","8.0","7.7","334","358","4.71","400","5.26","13","17.0","4:34","192","0:59","4:22"
"","10","Corsa","13","1:00","25:00","0.09","11:15","10:33","166","174","0","0","125","278","0.83","6.4","9.0","282","156","2.05","371","4.88","11","16.0","4:56","176","0:59","11:03"
"","11","Corsa","14","1:00","26:00","0.21","4:41","5:28","163","170","0","0","178","252","1.02","8.2","8.1","298","332","4.37","371","4.88","13","16.0","4:51","184","0:59","4:36"
"","12","Corsa","15","1:00","27:00","0.09","11:40","8:25","164","171","0","0","118","266","0.96","6.6","7.0","270","163","2.14","363","4.78","11","16.0","5:00","177","0:59","11:28"
"","13","Corsa","16","1:00","28:00","0.22","4:38","4:48","160","169","0","0","177","236","1.16","8.5","7.3","352","381","5.01","422","5.55","12","16.0","4:22","187","0:59","4:33"
"","14","Corsa","17","1:00","29:00","0.08","11:55","10:07","164","170","0","0","121","240","0.86","6.2","7.6","287","152","2.00","393","5.17","12","15.0","4:41","179","0:59","11:43"
"","15","Corsa","18","1:00","30:00","0.23","4:25","4:34","161","171","0","0","180","229","1.19","8.4","7.2","377","407","5.36","465","6.12","12","15.0","4:13","190","0:59","4:20"
"","16","Corsa","19","1:00","31:00","0.09","11:36","10:35","166","172","0","0","114","249","0.78","6.1","8.2","295","135","1.78","428","5.63","12","15.0","4:20","181","0:59","11:25"
"","17","Corsa","20","1:00","32:00","0.22","4:27","4:37","162","171","0","0","180","230","1.19","8.4","7.1","360","390","5.13","428","5.63","12","15.0","4:16","188","0:59","4:23"
"","18","Corsa","21","1:00","33:00","0.08","12:45","9:10","166","173","0","0","117","245","0.92","6.4","7.2","298","155","2.04","401","5.28","12","15.0","4:26","179","0:59","12:32"
"","19","Corsa","22","1:00","34:00","0.23","4:23","4:28","164","172","0","0","177","226","1.24","8.6","6.9","370","400","5.26","455","5.99","12","15.0","4:08","192","0:59","4:18"
"","20","Corsa","23","1:00","35:00","0.10","10:30","9:14","168","175","0","0","122","261","0.87","6.5","7.8","306","164","2.16","414","5.45","13","15.0","4:21","179","0:59","10:19"
"","21","Corsa","24","1:00","36:00","0.23","4:21","4:26","165","172","0","0","184","224","1.22","8.3","6.8","380","415","5.46","448","5.89","13","14.0","4:06","194","0:59","4:17"
"","22","Corsa","25","1:00","37:00","0.08","12:51","11:37","164","172","0","0","105","257","0.78","6.1","8.2","287","119","1.57","401","5.28","12","14.0","4:32","186","0:59","12:38"
"","23","Corsa","26","1:00","38:00","0.22","4:31","4:39","162","171","0","0","180","231","1.18","8.3","7.2","355","386","5.08","463","6.09","12","14.0","4:10","189","0:59","4:27"
"","24","Corsa","27","1:00","39:00","0.09","11:20","10:07","165","171","0","0","92","274","0.82","6.3","7.8","280","116","1.53","389","5.12","12","14.0","4:36","179","0:59","11:08"
"","","Defaticamento","28 - 29","11:40","50:40","1.79","6:30","6:25","162","169","12","0","169","273","0.91","8.2","9.0","290","291","3.83","386","5.08","140","15.0","5:54","177","11:39","6:30"
"","","Defaticamento","28","6:40.2","45:40","1.00","6:40","6:39","160","169","2","0","170","275","0.89","8.0","9.1","276","278","3.66","335","4.41","78","15.0","5:54","176","6:40.2","6:40"
"","","Defaticamento","29","4:59.7","50:40","0.79","6:18","6:08","165","169","9","0","168","270","0.94","8.3","8.9","306","308","4.05","386","5.08","62","15.0","5:55","177","4:58","6:16"
"","Riepilogo","--","--","50:40","50:40","7.70","6:35","6:29","160","175","13","12","162","265","0.94","7.8","8.6","307","276","3.63","466","6.13","593","17.5","3:49","196","50:29","6:34"
