"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","17:37","17:37","3.00","5:52","5:53","149","164","7","9","162","279","1.05","9.5","9.0","278","276","Nessun peso","314","Nessun peso","200","27.0","5:31","179","17:35","5:52"
"","","Riscaldamento","1","6:02.3","6:02.3","1.00","6:02","5:59","137","156","2","4","160","281","1.04","9.4","9.1","270","267","Nessun peso","314","Nessun peso","63","29.0","5:32","167","6:02","6:02"
"","","Riscaldamento","2","5:50.3","11:53","1.00","5:50","5:50","154","158","3","1","162","278","1.05","9.5","9.0","281","280","Nessun peso","309","Nessun peso","69","27.0","5:31","167","5:50","5:50"
"","","Riscaldamento","3","5:44.6","17:37","1.00","5:45","5:47","156","164","1","4","163","277","1.07","9.6","8.9","282","281","Nessun peso","307","Nessun peso","68","25.0","5:34","179","5:44.6","5:45"
"","1","Corsa","4","4:49.5","22:27","1.00","4:50","4:48","167","171","8","5","179","241","1.15","8.8","7.6","332","333","Nessun peso","457","Nessun peso","61","24.0","4:32","184","4:48","4:48"
"","2","Corsa","5","4:31.7","26:58","1.00","4:32","4:32","174","176","0","3","179","234","1.23","9.0","7.3","338","338","Nessun peso","354","Nessun peso","60","23.0","4:25","184","4:31","4:31"
"","3","Corsa","6","4:54.4","31:53","1.00","4:54","4:56","172","177","0","9","179","242","1.15","8.8","7.6","312","312","Nessun peso","339","Nessun peso","64","23.0","4:39","184","4:53","4:53"
"","4","Corsa","7","4:34.3","36:27","1.00","4:34","4:33","176","178","0","0","179","235","1.22","9.0","7.3","333","333","Nessun peso","378","Nessun peso","61","23.0","4:15","183","4:33","4:33"
"","5","Corsa","8","4:57.4","41:25","1.00","4:57","4:56","174","177","2","1","173","251","1.17","9.3","7.9","321","319","Nessun peso","339","Nessun peso","65","24.0","4:42","183","4:57","4:57"
"","6","Corsa","9","4:27.5","45:52","1.00","4:28","4:28","178","183","0","0","179","234","1.25","9.1","7.3","340","341","Nessun peso","358","Nessun peso","60","24.0","4:19","183","4:26","4:26"
"","","Defaticamento","10 - 13","17:36","1:03:28","3.11","5:40","5:35","167","181","17","6","161","271","1.09","9.5","8.7","286","281","Nessun peso","388","Nessun peso","212","26.0","4:27","179","17:36","5:40"
"","","Defaticamento","10","5:45.7","51:38","1.00","5:46","5:47","168","181","3","5","159","272","1.08","9.3","8.6","277","267","Nessun peso","388","Nessun peso","70","25.0","4:27","179","5:45.7","5:46"
"","","Defaticamento","11","5:30.5","57:08","1.00","5:31","5:29","167","171","1","1","165","270","1.11","9.6","8.7","287","287","Nessun peso","303","Nessun peso","67","27.0","5:16","170","5:30.5","5:31"
"","","Defaticamento","12","5:44.1","1:02:52","1.00","5:44","5:32","165","170","10","0","160","271","1.09","9.5","8.7","290","286","Nessun peso","361","Nessun peso","68","27.0","4:46","170","5:44","5:44"
"","","Defaticamento","13","0:35.9","1:03:28","0.11","5:35","5:14","166","168","2","0","168","267","1.09","9.4","8.6","306","325","Nessun peso","357","Nessun peso","7","27.0","5:26","169","0:35","5:27"
"","Riepilogo","--","--","1:03:28","1:03:28","12.11","5:15","5:13","165","183","33","33","169","259","1.13","9.3","8.3","306","301","Nessun peso","457","Nessun peso","782","25.3","4:15","184","1:03:25","5:14"
