"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","19:42","19:42","3.00","6:34","6:33","145","152","8","12","166","277","50.9% S / 49.1% D","0.91","9.5","10.2","270","269","3.90","328","4.75","210","20.0","5:33","171","19:41","6:34"
"","","Riscaldamento","1","6:33.5","6:33.5","1.00","6:34","6:22","142","149","7","0","167","276","50.8% S / 49.2% D","0.91","9.6","10.3","281","279","4.04","327","4.74","70","21.0","5:33","171","6:33.5","6:34"
"","","Riscaldamento","2","6:35.3","13:09","1.00","6:35","6:40","148","152","0","5","166","277","51.0% S / 49.0% D","0.91","9.5","10.2","266","266","3.86","328","4.75","71","19.0","6:23","169","6:35","6:35"
"","","Riscaldamento","3","6:33.3","19:42","1.00","6:33","6:39","145","149","1","7","166","278","50.9% S / 49.1% D","0.92","9.5","10.2","263","263","3.81","297","4.30","69","19.0","6:21","168","6:33.3","6:33"
"","","Riposo","4","1:30","21:12","0.15","9:59","9:12","131","147","1","0","121","421","50.5% S / 49.5% D","0.88","7.3","8.2","189","157","2.28","263","3.81","11","20.0","6:33","172","1:28","9:46"
"","1","Corsa","5","4:27.5","25:40","1.00","4:28","4:33","162","167","4","5","181","242","50.7% S / 49.3% D","1.22","9.4","7.6","370","374","5.42","482","6.99","59","19.0","3:49","193","4:27","4:27"
"","","Riposo","6","1:30","27:10","0.15","10:17","9:28","145","167","1","2","120","407","50.8% S / 49.2% D","0.90","7.5","8.2","242","155","2.25","381","5.52","14","18.0","4:30","181","1:28","10:03"
"","2","Corsa","7","4:25.5","31:35","1.00","4:26","4:29","165","170","4","3","183","240","50.7% S / 49.3% D","1.22","9.3","7.5","375","379","5.49","459","6.65","59","18.0","4:12","189","4:25.5","4:26"
"","","Riposo","8","1:30","33:05","0.14","10:24","9:40","149","169","1","2","118","456","50.2% S / 49.8% D","0.85","7.1","8.3","236","151","2.19","367","5.32","15","17.0","4:29","172","1:28","10:10"
"","3","Corsa","9","3:27.9","36:33","0.80","4:20","4:25","165","173","1","3","183","236","50.5% S / 49.5% D","1.24","9.4","7.5","372","381","5.52","428","6.20","46","18.0","4:13","187","3:27.9","4:20"
"","","Riposo","10","1:30","38:03","0.15","10:12","9:25","151","173","3","4","118","423","50.3% S / 49.7% D","0.89","7.5","8.2","272","156","2.26","430","6.23","14","18.0","4:19","180","1:28","9:59"
"","4","Corsa","11","3:27.5","41:30","0.80","4:19","4:23","167","174","2","2","184","235","50.6% S / 49.4% D","1.25","9.5","7.5","381","388","5.62","476","6.90","47","18.0","3:51","189","3:27","4:19"
"","","Riposo","12","1:30","43:00","0.16","9:35","8:20","153","173","1","1","116","460","50.1% S / 49.9% D","1.04","7.2","6.9","249","161","2.33","379","5.49","15","17.0","4:16","178","1:28","9:22"
"","5","Corsa","13","2:30.4","45:31","0.60","4:11","4:05","167","176","6","0","186","231","50.7% S / 49.3% D","1.28","9.4","7.2","412","428","6.20","539","7.81","34","17.0","3:40","193","2:30.4","4:11"
"","","Riposo","14","1:30","47:01","0.15","10:08","9:32","155","176","3","0","116","480","50.5% S / 49.5% D","0.85","7.6","9.0","291","167","2.42","455","6.59","15","17.0","4:37","168","1:28","9:54"
"","6","Corsa","15","2:32.8","49:34","0.60","4:15","4:18","166","174","2","2","183","236","50.6% S / 49.4% D","1.26","9.5","7.5","393","401","5.81","458","6.64","34","17.0","4:01","188","2:32","4:13"
"","","Riposo","16","1:30","51:04","0.14","10:28","9:33","154","173","3","3","118","461","50.3% S / 49.7% D","0.88","7.5","8.4","257","165","2.39","420","6.09","15","17.0","4:11","177","1:28","10:14"
"","7","Corsa","17","1:33.7","52:37","0.40","3:54","3:57","164","173","2","1","189","225","50.9% S / 49.1% D","1.32","9.0","6.9","417","432","6.26","488","7.07","22","17.0","3:46","194","1:33.7","3:54"
"","","Riposo","18","1:30","54:07","0.14","10:30","9:56","154","173","1","5","117","362","50.3% S / 49.7% D","0.84","7.0","8.1","267","134","1.94","477","6.91","14","17.0","3:58","183","1:28","10:16"
"","8","Corsa","19","1:34.2","55:42","0.40","3:55","4:03","163","174","2","4","188","226","50.9% S / 49.1% D","1.32","9.2","7.1","405","420","6.09","502","7.28","21","17.0","3:45","197","1:34","3:55"
"","","Riposo","20","1:30","57:12","0.15","9:49","9:15","157","174","0","2","121","459","50.9% S / 49.1% D","0.87","7.6","8.6","280","154","2.23","444","6.43","15","17.0","3:57","176","1:28","9:36"
"","9","Corsa","21","0:45.0","57:57","0.20","3:45","4:10","158","166","0","4","190","222","51.3% S / 48.7% D","1.31","9.3","7.5","343","401","5.81","470","6.81","9","17.0","3:39","197","0:45","3:45"
"","","Riposo","22","1:30","59:27","0.15","9:49","8:29","149","167","1","0","120","453","50.4% S / 49.6% D","0.90","7.2","8.0","291","168","2.43","465","6.74","13","17.0","3:45","187","1:28","9:35"
"","10","Corsa","23","0:40.8","1:00:07","0.20","3:24","3:42","159","170","2","1","197","207","51.5% S / 48.5% D","1.35","8.8","7.0","390","456","6.61","512","7.42","9","17.0","3:17","203","0:40.8","3:24"
"","","Riposo","24","1:30","1:01:37","0.14","10:44","10:04","150","171","0","3","118","369","51.9% S / 48.1% D","0.93","6.7","7.2","297","127","1.84","494","7.16","13","17.0","3:23","188","1:28","10:30"
"","","Defaticamento","25 - 29","28:39","1:30:17","4.52","6:20","6:22","151","158","21","21","167","274","50.7% S / 49.3% D","0.94","9.7","10.1","276","275","3.99","350","5.07","296","17.0","5:23","176","28:39","6:20"
"","","Defaticamento","25","6:17.6","1:07:55","1.00","6:18","6:21","150","153","2","3","169","270","50.9% S / 49.1% D","0.93","9.4","9.9","270","271","3.93","329","4.77","66","17.0","5:52","171","6:17.6","6:18"
