"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","20:41","20:41","3.20","6:28","6:31","149","157","12","25","164","282","50.4% S / 49.6% D","0.94","9.8","10.2","277","276","4.00","367","5.32","228","21.0","5:24","172","20:39","6:27"
"","","Riscaldamento","1","6:18.5","6:18.5","1.00","6:19","6:16","142","156","6","1","166","277","50.1% S / 49.9% D","0.96","9.7","10.0","290","289","4.19","367","5.32","70","23.0","5:24","172","6:18.5","6:19"
"","","Riscaldamento","2","6:21.5","12:40","1.00","6:22","6:31","153","157","1","15","164","280","50.3% S / 49.7% D","0.96","10.0","10.2","273","271","3.93","314","4.55","71","20.0","6:02","167","6:21.5","6:22"
"","","Riscaldamento","3","6:41.0","19:21","1.00","6:41","6:45","152","156","3","8","163","287","50.5% S / 49.5% D","0.92","9.8","10.4","269","268","3.88","327","4.74","72","19.0","5:58","168","6:41.0","6:41"
"","","Riscaldamento","4","1:19.9","20:41","0.20","6:39","6:36","152","155","1","0","162","288","50.8% S / 49.2% D","0.93","9.8","10.3","269","274","3.97","309","4.48","14","18.0","6:35","165","1:19","6:35"
"","1","Corsa","5","1:16.3","21:57","0.30","4:14","4:36","167","173","2","0","185","238","50.5% S / 49.5% D","1.15","9.3","8.1","381","397","5.75","454","6.58","17","18.0","4:08","193","1:16","4:13"
"","2","Corsa","6","1:38.2","23:35","0.30","5:27","5:15","168","173","0","1","170","265","50.5% S / 49.5% D","1.13","9.9","8.5","353","335","4.86","434","6.29","21","18.0","4:10","178","1:37","5:23"
"","3","Corsa","7","1:15.8","24:51","0.30","4:13","4:22","171","175","2","1","186","236","50.5% S / 49.5% D","1.22","9.2","7.3","404","412","5.97","500","7.25","18","17.0","4:13","191","1:15","4:10"
"","4","Corsa","8","1:36.4","26:28","0.30","5:21","5:16","171","175","0","2","171","266","50.8% S / 49.2% D","1.13","9.8","8.4","348","331","4.80","416","6.03","21","17.0","4:16","176","1:35","5:17"
"","5","Corsa","9","1:17.4","27:45","0.30","4:18","4:32","173","175","0","3","181","244","50.7% S / 49.3% D","1.25","9.4","7.3","361","365","5.29","431","6.25","18","17.0","4:08","186","1:17","4:17"
"","6","Corsa","10","1:36.5","29:22","0.30","5:22","5:20","172","175","0","1","169","266","50.4% S / 49.6% D","1.13","10.0","8.6","320","312","4.52","360","5.22","21","16.0","4:33","175","1:35","5:17"
"","7","Corsa","11","1:18.0","30:40","0.30","4:20","4:32","174","178","0","1","184","240","50.5% S / 49.5% D","1.21","9.4","7.6","356","368","5.33","409","5.93","18","16.0","4:12","191","1:17","4:17"
"","8","Corsa","12","1:37.7","32:17","0.30","5:26","5:16","174","178","0","0","171","266","50.8% S / 49.2% D","1.12","9.7","8.4","328","314","4.55","403","5.84","22","16.0","4:17","174","1:37","5:23"
"","9","Corsa","13","1:16.6","33:34","0.30","4:15","4:27","176","178","0","1","182","239","50.8% S / 49.2% D","1.25","9.6","7.6","384","394","5.71","479","6.94","18","16.0","4:04","186","1:16","4:13"
"","10","Corsa","14","1:38.4","35:12","0.30","5:28","5:13","174","179","1","0","169","269","50.5% S / 49.5% D","1.13","10.0","8.7","351","343","4.97","403","5.84","22","16.0","4:19","173","1:37","5:23"
"","11","Corsa","15","1:18.4","36:31","0.30","4:21","4:26","176","178","1","0","180","243","50.7% S / 49.3% D","1.24","9.7","7.6","393","402","5.83","446","6.46","19","16.0","4:13","187","1:17","4:17"
"","12","Corsa","16","1:36.3","38:07","0.30","5:21","5:10","175","178","0","0","169","269","50.7% S / 49.3% D","1.14","10.0","8.5","356","341","4.94","422","6.12","22","15.0","4:29","175","1:36","5:20"
"","13","Corsa","17","1:17.5","39:25","0.30","4:18","4:23","177","179","1","0","181","243","51.0% S / 49.0% D","1.25","9.6","7.4","381","388","5.62","438","6.35","18","15.0","3:55","190","1:16","4:13"
"","14","Corsa","18","1:36.9","41:02","0.30","5:23","5:15","176","179","2","0","169","268","50.8% S / 49.3% D","1.12","9.9","8.7","340","331","4.80","374","5.42","22","15.0","4:36","172","1:36","5:20"
"","15","Corsa","19","1:16.8","42:18","0.30","4:16","4:16","178","181","2","0","182","240","50.8% S / 49.2% D","1.26","9.7","7.4","395","404","5.86","460","6.67","19","14.0","4:04","190","1:16","4:13"
"","16","Corsa","20","1:36.3","43:55","0.30","5:21","5:13","176","180","0","0","168","268","50.8% S / 49.2% D","1.14","10.1","8.6","336","323","4.68","399","5.78","22","14.0","4:25","171","1:35","5:17"
"","","Riposo","21","1:30","45:25","0.14","10:42","8:54","156","174","1","0","116","346","50.8% S / 49.2% D","0.97","6.8","7.1","215","141","2.04","322","4.67","14","14.0","5:12","168","1:28","10:28"
"","","Defaticamento","22 - 25","20:38","1:06:02","3.02","6:50","6:48","153","158","15","0","164","287","50.8% S / 49.2% D","0.89","9.5","10.4","261","261","3.78","359","5.20","210","15.0","6:30","168","20:38","6:50"
"","","Defaticamento","22","6:45.9","52:11","1.00","6:46","6:53","153","158","0","0","163","287","50.7% S / 49.3% D","0.89","9.4","10.4","254","256","3.71","298","4.32","69","15.0","6:30","166","6:45.9","6:46"
"","","Defaticamento","23","6:50.6","59:01","1.00","6:51","6:48","153","157","2","0","163","288","50.8% S / 49.2% D","0.90","9.6","10.5","258","259","3.75","299","4.33","70","15.0","6:37","166","6:50.6","6:51"
