"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:57","15:57","2.50","6:23","6:27","155","161","6","15","170","267","50.8% S / 49.2% D","0.92","9.3","9.9","286","284","3.90","429","5.89","180","20.0","5:31","175","15:56","6:22"
"","","Riscaldamento","1","6:23.3","6:23.3","1.00","6:23","6:28","150","158","0","4","170","266","50.7% S / 49.3% D","0.93","9.3","9.8","276","275","3.78","340","4.67","71","22.0","5:31","175","6:23.3","6:23"
"","","Riscaldamento","2","6:25.4","12:49","1.00","6:25","6:26","157","161","6","8","170","268","50.8% S / 49.2% D","0.92","9.4","10.0","289","287","3.94","350","4.81","73","20.0","6:15","175","6:25","6:25"
"","","Riscaldamento","3","3:07.9","15:57","0.50","6:16","6:25","159","161","0","3","169","268","50.9% S / 49.1% D","0.93","9.4","9.9","298","299","4.11","429","5.89","36","18.0","6:11","172","3:07.9","6:16"
"","","Riposo","4","1:30","17:27","0.13","11:37","10:00","142","161","1","0","116","411","50.7% S / 49.3% D","0.84","6.6","7.7","222","152","2.09","336","4.62","11","17.0","6:08","171","1:28","11:22"
"","1","Corsa","5","1:49.2","19:16","0.40","4:33","4:38","165","174","1","1","183","233","50.3% S / 49.7% D","1.18","9.7","8.3","415","432","5.93","485","6.66","23","17.0","4:16","188","1:49","4:33"
"","","Riposo","6","1:00","20:16","0.09","11:09","9:25","161","174","2","0","119","338","50.0% S / 50.0% D","0.86","7.1","8.1","323","183","2.51","446","6.13","11","17.0","4:44","178","0:58","10:47"
"","2","Corsa","7","1:45.4","22:01","0.40","4:24","4:30","166","174","0","1","185","228","50.4% S / 49.6% D","1.21","9.6","7.9","365","383","5.26","435","5.98","21","16.0","4:14","191","1:45","4:23"
"","","Riposo","8","1:00","23:01","0.09","11:45","10:15","162","175","0","1","115","357","50.1% S / 49.9% D","0.88","6.3","7.3","265","125","1.72","385","5.29","11","16.0","4:31","178","0:58","11:22"
"","3","Corsa","9","1:44.8","24:46","0.40","4:22","4:28","169","178","1","2","187","226","50.6% S / 49.4% D","1.20","9.6","8.0","425","448","6.15","495","6.80","22","16.0","4:02","194","1:44.8","4:22"
