"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","6:04.9","6:04.9","1.00","6:05","6:08","137","163","1","7","168","268","50.5% S / 49.5% D","0.97","9.4","9.5","288","287","3.94","344","4.73","65","23.0","5:39","175","6:03","6:03"
"","1","Corsa","2","5:45.3","11:50","1.00","5:45","5:45","167","171","8","7","171","265","50.7% S / 49.3% D","1.02","9.7","9.3","324","322","4.42","401","5.51","71","22.0","5:35","175","5:45","5:45"
"","2","Corsa","3 - 4","11:02","22:52","2.00","5:31","5:30","173","177","11","12","173","258","50.6% S / 49.4% D","1.05","10.0","9.2","351","347","4.77","502","6.90","140","22.0","5:13","182","11:00","5:30"
"","","Corsa","3","5:30.3","17:20","1.00","5:30","5:31","171","174","4","6","174","257","50.6% S / 49.4% D","1.05","9.8","9.1","343","342","4.70","437","6.00","69","22.0","5:16","182","5:30","5:30"
"","","Corsa","4","5:31.5","22:52","1.00","5:32","5:29","174","177","7","6","172","258","50.6% S / 49.4% D","1.06","10.1","9.3","358","351","4.82","502","6.90","70","23.0","5:13","175","5:31","5:31"
"","3","Corsa","5","5:15.0","28:07","1.00","5:15","5:17","177","180","4","6","173","254","50.7% S / 49.3% D","1.11","10.4","9.1","343","345","4.74","402","5.52","69","23.0","4:54","178","5:14","5:14"
"","4","Corsa","6","5:02.0","33:09","1.00","5:02","5:03","181","183","6","7","172","251","50.3% S / 49.7% D","1.15","10.8","9.1","386","384","5.27","465","6.39","68","25.0","4:54","180","5:01","5:01"
"","","Defaticamento","7 - 8","3:34.3","36:43","0.53","6:43","6:39","173","183","5","4","153","274","50.8% S / 49.2% D","0.99","9.6","9.6","298","281","3.86","377","5.18","43","26.0","5:06","171","3:34","6:42"
"","","Defaticamento","7","3:23.4","36:32","0.50","6:47","6:41","173","183","5","4","152","276","50.8% S / 49.2% D","0.99","9.6","9.6","298","280","3.85","377","5.18","41","26.0","5:06","171","3:23.4","6:47"
"","","Defaticamento","8","0:10.9","36:43","0.03","5:41","5:51","175","176","0","0","169","258","50.3% S / 49.7% D","1.03","9.3","9.2","309","296","4.07","315","4.33","2","26.0","5:45","170","0:10","5:13"
"","Riepilogo","--","--","36:43","36:43","6.53","5:37","5:37","168","183","35","43","170","260","50.6% S / 49.4% D","1.05","10.0","9.3","340","331","4.55","502","6.90","456","23.3","4:54","182","36:42","5:37"
