"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","12:09","12:09","2.00","6:04","6:05","132","162","5","10","170","261","50.4% S / 49.6% D","0.97","10.0","10.1","309","308","Nessun peso","362","Nessun peso","127","20.0","5:20","174","12:08","6:04"
"","","Riscaldamento","1","6:04.3","6:04.3","1.00","6:04","6:02","107","162","5","1","170","261","50.6% S / 49.4% D","0.96","9.9","10.1","315","312","Nessun peso","362","Nessun peso","56","21.0","5:20","174","6:04.3","6:04"
"","","Riscaldamento","2","6:04.2","12:09","1.00","6:04","6:08","157","160","0","9","169","262","50.1% S / 49.9% D","0.98","10.1","10.1","304","303","Nessun peso","356","Nessun peso","71","19.0","5:51","173","6:04","6:04"
"","","Riposo","3","1:30","13:39","0.12","12:36","12:32","136","159","2","1","112","287","50.2% S / 49.8% D","0.73","5.6","7.8","194","113","Nessun peso","413","Nessun peso","11","19.0","5:21","183","1:28","12:20"
"","1","Corsa","4","0:49.2","14:28","0.20","4:06","3:55","159","166","2","0","188","221","51.3% S / 48.7% D","1.30","9.8","7.5","437","483","Nessun peso","565","Nessun peso","11","19.0","3:38","201","0:49","4:05"
"","","Riposo","5","1:00","15:28","0.09","11:06","10:20","153","168","0","2","118","420","50.6% S / 49.4% D","0.84","6.1","7.2","322","134","Nessun peso","467","Nessun peso","10","19.0","4:18","191","0:58","10:44"
"","2","Corsa","6","1:42.1","17:10","0.40","4:15","4:11","166","172","3","0","189","223","51.3% S / 48.7% D","1.24","9.6","7.6","431","448","Nessun peso","513","Nessun peso","22","19.0","4:02","194","1:42","4:15"
"","","Riposo","7","1:30","18:40","0.13","11:24","11:44","148","172","0","2","109","379","50.1% S / 49.9% D","0.80","5.5","7.0","247","102","Nessun peso","443","Nessun peso","14","19.0","4:25","183","1:28","11:09"
"","3","Corsa","8","2:40.0","21:20","0.60","4:27","4:30","166","173","3","2","183","228","51.0% S / 49.0% D","1.22","10.3","8.2","404","413","Nessun peso","513","Nessun peso","35","19.0","4:16","188","2:40","4:27"
"","","Riposo","9","1:30","22:50","0.13","11:21","10:44","151","174","1","2","113","303","51.0% S / 49.0% D","0.84","6.0","7.4","250","121","Nessun peso","407","Nessun peso","15","18.0","4:38","182","1:28","11:06"
"","4","Corsa","10","3:43.4","26:33","0.80","4:39","4:38","169","175","5","1","180","235","50.7% S / 49.3% D","1.19","10.3","8.5","398","405","Nessun peso","471","Nessun peso","49","18.0","4:16","183","3:43","4:39"
"","","Riposo","11","2:00","28:33","0.17","11:55","11:48","148","175","0","2","112","424","50.0% S / 50.0% D","0.77","5.9","7.8","227","112","Nessun peso","385","Nessun peso","17","17.0","4:50","180","1:58","11:43"
"","5","Corsa","12","4:46.3","33:19","1.00","4:46","4:47","171","177","3","0","180","235","50.4% S / 49.6% D","1.15","10.3","8.8","385","391","Nessun peso","438","Nessun peso","64","18.0","4:26","182","4:46.3","4:46"
"","","Riposo","13","2:00","35:19","0.17","12:04","11:32","152","177","0","1","110","428","49.4% S / 50.6% D","0.77","6.0","7.7","230","112","Nessun peso","400","Nessun peso","18","18.0","4:50","189","1:58","11:52"
"","6","Corsa","14","3:46.1","39:06","0.80","4:43","4:48","169","175","0","3","181","231","50.6% S / 49.4% D","1.17","10.5","8.8","379","387","Nessun peso","445","Nessun peso","50","19.0","4:23","185","3:46","4:42"
"","","Riposo","15","2:00","41:06","0.17","11:49","12:00","151","175","0","4","108","475","50.4% S / 49.6% D","0.81","5.8","7.6","218","101","Nessun peso","394","Nessun peso","17","19.0","4:51","173","1:58","11:37"
"","7","Corsa","16","2:46.6","43:52","0.60","4:38","4:36","169","175","0","0","182","229","50.7% S / 49.3% D","1.19","10.4","8.6","387","400","Nessun peso","474","Nessun peso","37","20.0","4:12","185","2:46","4:37"
"","","Riposo","17","1:30","45:22","0.13","11:50","11:30","159","176","0","1","110","342","50.3% S / 49.7% D","0.82","6.1","7.5","249","114","Nessun peso","404","Nessun peso","15","21.0","4:43","190","1:28","11:34"
"","8","Corsa","18","1:46.7","47:09","0.40","4:27","4:27","168","176","0","1","185","225","51.1% S / 48.9% D","1.21","10.2","8.3","389","410","Nessun peso","454","Nessun peso","23","21.0","4:16","188","1:46.7","4:27"
"","","Riposo","19","1:30","48:39","0.14","10:38","9:56","159","176","0","0","116","373","49.9% S / 50.1% D","0.82","6.8","8.3","256","144","Nessun peso","408","Nessun peso","15","21.0","4:35","176","1:28","10:24"
"","9","Corsa","20","0:49.5","49:28","0.20","4:07","4:06","163","172","1","0","187","217","51.3% S / 48.7% D","1.28","10.2","8.0","395","448","Nessun peso","484","Nessun peso","11","21.0","3:57","189","0:49.5","4:07"
"","","Riposo","21","1:00","50:28","0.09","11:00","9:44","164","172","0","0","114","402","51.9% S / 48.1% D","0.88","6.3","7.1","311","146","Nessun peso","475","Nessun peso","11","22.0","4:12","182","0:58","10:38"
"","","Defaticamento","22 - 24","11:41","1:02:09","2.01","5:49","5:48","165","171","8","7","172","251","49.0% S / 51.0% D","1.00","10.4","10.2","319","323","Nessun peso","380","Nessun peso","141","23.0","4:57","178","11:40","5:48"
"","","Defaticamento","22","5:49.1","56:17","1.00","5:49","5:47","163","168","4","3","172","251","48.8% S / 51.2% D","1.00","10.3","10.2","314","323","Nessun peso","380","Nessun peso","70","22.0","4:57","178","5:49","5:49"
"","","Defaticamento","23","5:48.0","1:02:05","1.00","5:48","5:50","166","170","3","4","171","251","49.2% S / 50.8% D","1.01","10.5","10.3","324","324","Nessun peso","368","Nessun peso","71","24.0","5:40","176","5:48.0","5:48"
"","","Defaticamento","24","0:04.0","1:02:09","0.01","5:50","5:44","170","171","0","0","170","259","50.0% S / 50.0% D","1.01","10.2","10.1","351","333","Nessun peso","340","Nessun peso","1","25.0","5:46","170","0:03","4:22"
"","Riepilogo","--","--","1:02:09","1:02:09","10.35","6:00","5:58","156","177","33","41","161","252","50.2% S / 49.8% D","1.02","9.2","8.9","343","301","Nessun peso","565","Nessun peso","714","20.0","3:38","201","1:01:58","5:59"
