"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.36","6:22","6:26","152","159","3","13","172","270","0.91","8.2","9.0","274","273","3.69","338","4.57","172","19.0","6:10","179","14:59","6:21"
"","","Riscaldamento","1","6:24.7","6:24.7","1.00","6:25","6:28","149","157","0","4","172","270","0.90","8.1","9.0","275","273","3.69","291","3.93","72","21.0","6:15","176","6:24.7","6:25"
"","","Riscaldamento","2","6:20.2","12:45","1.00","6:20","6:25","156","159","3","8","172","270","0.92","8.2","9.0","275","274","3.70","338","4.57","74","17.0","6:10","179","6:20","6:20"
"","","Riscaldamento","3","2:15.1","15:00","0.36","6:17","6:21","154","156","0","1","171","271","0.93","8.3","8.9","273","274","3.70","285","3.85","26","17.0","6:12","174","2:15","6:17"
"","1","Corsa","4 - 5","10:00","25:00","1.74","5:45","5:42","163","167","7","3","174","261","1.00","8.5","8.4","307","307","4.15","359","4.85","122","15.0","5:31","177","9:59","5:44"
"","","Corsa","4","5:43.6","20:44","1.00","5:44","5:43","162","164","3","3","174","260","1.00","8.4","8.4","305","306","4.14","359","4.85","70","15.0","5:31","177","5:43.6","5:44"
"","","Corsa","5","4:16.4","25:00","0.74","5:46","5:41","165","167","3","0","173","262","1.00","8.5","8.5","309","308","4.16","332","4.49","53","14.0","5:38","176","4:16","5:46"
"","2","Corsa","6","5:00","30:00","0.87","5:44","5:45","164","166","2","3","174","261","1.00","8.5","8.4","303","303","4.09","323","4.36","61","14.0","5:34","176","4:58","5:41"
"","","Defaticamento","7 - 10","17:02","47:02","3.04","5:36","5:38","166","171","6","8","174","259","1.02","8.5","8.3","305","307","4.15","368","4.97","210","14.0","5:08","182","17:02","5:36"
"","","Defaticamento","7","5:41.1","35:41","1.00","5:41","5:43","165","169","1","3","175","259","1.00","8.4","8.4","303","302","4.08","368","4.97","70","14.0","5:34","182","5:41.1","5:41"
"","","Defaticamento","8","5:37.9","41:19","1.00","5:38","5:37","167","171","2","0","174","259","1.01","8.5","8.4","308","309","4.18","331","4.47","70","14.0","5:28","176","5:37.9","5:38"
"","","Defaticamento","9","3:41.0","45:00","0.66","5:35","5:38","165","170","1","4","173","259","1.03","8.6","8.3","299","305","4.12","363","4.91","45","14.0","5:08","177","3:41","5:35"
"","","Defaticamento","10","2:02.1","47:02","0.38","5:21","5:28","168","171","1","1","175","256","1.04","8.5","8.2","311","315","4.26","341","4.61","25","14.0","5:12","180","2:01","5:18"
"","Riepilogo","--","--","47:02","47:02","8.01","5:52","5:54","161","171","17","27","173","263","0.98","8.4","8.6","297","296","4.00","368","4.97","565","15.6","5:08","182","46:59","5:52"
