"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.78","6:25","6:34","144","156","0","1","168","275","0.92","8.4","9.1","273","269","3.64","357","4.82","53","21.0","5:26","174","4:52","6:14"
"","1","Corsa","2 - 5","20:00","25:00","3.07","6:31","6:32","159","163","7","12","168","277","0.91","8.4","9.2","269","267","3.61","312","4.22","229","17.0","6:13","174","20:00","6:31"
"","","Corsa","2","6:24.9","11:25","1.00","6:25","6:32","158","163","2","9","169","276","0.92","8.4","9.1","267","265","3.58","312","4.22","74","18.0","6:13","172","6:24.9","6:25"
"","","Corsa","3","6:33.9","17:59","1.00","6:34","6:28","159","163","3","0","169","277","0.91","8.4","9.2","272","272","3.68","310","4.19","76","17.0","6:17","174","6:33.9","6:34"
"","","Corsa","4","6:34.4","24:33","1.00","6:34","6:36","160","163","1","3","168","279","0.91","8.5","9.3","267","266","3.59","289","3.91","75","16.0","6:17","172","6:34.4","6:34"
"","","Corsa","5","0:26.9","25:00","0.07","6:26","6:37","160","162","0","0","168","279","0.90","8.4","9.3","259","261","3.53","265","3.58","5","15.0","6:37","170","0:26","6:13"
"","2","Corsa","6 - 7","10:00","35:00","1.76","5:40","5:38","169","176","6","2","173","261","1.02","8.6","8.4","311","311","4.20","352","4.76","125","15.0","5:17","181","9:59","5:40"
"","","Corsa","6","5:42.3","30:42","1.00","5:42","5:41","169","173","4","2","173","262","1.02","8.6","8.4","308","309","4.18","346","4.68","71","15.0","5:17","181","5:42.3","5:42"
"","","Corsa","7","4:17.7","35:00","0.76","5:38","5:35","171","176","3","0","173","260","1.02","8.6","8.4","315","314","4.24","352","4.76","54","14.0","5:26","179","4:17","5:37"
"","","Defaticamento","8 - 9","8:48.4","43:48","1.41","6:16","6:16","166","172","2","2","168","275","0.95","8.6","9.0","283","282","3.81","328","4.43","104","15.0","5:40","172","8:48","6:16"
"","","Defaticamento","8","5:00","40:00","0.79","6:22","6:21","165","172","0","2","168","276","0.95","8.6","9.1","279","278","3.76","304","4.11","58","14.0","5:40","172","4:59","6:21"
"","","Defaticamento","9","3:48.4","43:48","0.62","6:08","6:11","167","172","2","0","169","274","0.95","8.6","9.0","288","286","3.86","328","4.43","46","15.0","5:58","172","3:48.4","6:09"
"","Riepilogo","--","--","43:48","43:48","7.02","6:15","6:16","161","176","15","17","169","273","0.95","8.5","9.0","284","280","3.78","357","4.82","512","16.4","5:17","181","43:40","6:13"
