"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.78","6:27","6:33","148","157","1","4","168","276","0.92","8.4","9.2","279","279","3.77","312","4.22","54","25.0","5:55","176","4:58","6:24"
"","1","Corsa","2 - 5","20:00","25:00","3.15","6:21","6:21","162","167","8","13","172","269","0.91","8.2","8.9","278","277","3.74","312","4.22","235","20.0","6:05","177","20:00","6:21"
"","","Corsa","2","6:22.3","11:22","1.00","6:22","6:25","160","164","1","7","172","270","0.91","8.2","9.0","274","273","3.69","305","4.12","75","21.0","6:05","177","6:22.3","6:22"
"","","Corsa","3","6:19.4","17:42","1.00","6:19","6:18","163","166","3","3","173","268","0.92","8.2","8.9","280","279","3.77","312","4.22","74","20.0","6:12","177","6:19.4","6:19"
"","","Corsa","4","6:19.4","24:01","1.00","6:20","6:19","164","167","4","2","173","269","0.91","8.2","8.9","279","279","3.77","310","4.19","74","18.0","6:06","177","6:19","6:19"
"","","Corsa","5","0:58.8","25:00","0.15","6:23","6:28","165","166","0","1","171","272","0.92","8.3","9.0","275","272","3.68","279","3.77","12","18.0","6:21","172","0:58.8","6:23"
"","2","Corsa","6 - 8","15:00","40:00","2.37","6:20","6:22","166","171","5","5","172","270","0.92","8.2","9.0","277","277","3.74","308","4.16","177","17.0","5:54","184","14:59","6:19"
"","","Corsa","6","6:29.1","31:29","1.00","6:29","6:28","164","168","2","2","171","272","0.90","8.2","9.1","274","273","3.69","306","4.14","76","17.0","6:17","184","6:29","6:29"
"","","Corsa","7","6:15.8","37:45","1.00","6:16","6:18","166","170","1","2","172","269","0.93","8.3","8.9","278","278","3.76","297","4.01","74","16.0","5:57","177","6:15.8","6:16"
"","","Corsa","8","2:15.1","40:00","0.37","6:05","6:15","169","171","1","1","173","268","0.92","8.2","8.9","287","288","3.89","308","4.16","27","16.0","5:54","176","2:15","6:05"
"","","Defaticamento","9 - 10","5:02.2","45:02","0.87","5:49","5:45","171","174","3","1","174","261","0.99","8.4","8.4","305","305","4.12","346","4.68","63","15.0","5:40","177","5:01","5:48"
"","","Defaticamento","9","5:00","45:00","0.86","5:50","5:45","171","174","3","1","174","261","0.99","8.4","8.4","305","305","4.12","346","4.68","62","15.0","5:40","177","4:59","5:49"
"","","Defaticamento","10","0:02.2","45:02","0.01","4:27","5:44","173","174","0","0","170","268","0.99","8.6","8.7","328","325","4.39","327","4.42","1","15.0","5:56","170","0:02","4:06"
"","Riepilogo","--","--","45:02","45:02","7.16","6:17","6:18","163","174","17","23","172","270","0.92","8.2","8.9","281","280","3.78","346","4.68","529","18.6","5:40","184","45:00","6:17"
