"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","22:22","22:22","4.00","5:35","5:36","148","158","16","15","166","270","50.7% S / 49.3% D","1.08","10.5","9.6","309","308","Nessun peso","436","Nessun peso","264","24.0","4:58","191","22:19","5:35"
"","","Riscaldamento","1","5:56.6","5:56.6","1.00","5:57","5:53","135","148","6","2","163","279","50.4% S / 49.6% D","1.05","10.5","10.1","299","298","Nessun peso","363","Nessun peso","65","26.0","5:10","191","5:56","5:56"
"","","Riscaldamento","2","5:33.2","11:30","1.00","5:33","5:34","151","157","3","2","166","270","50.7% S / 49.3% D","1.08","10.7","9.7","312","311","Nessun peso","370","Nessun peso","67","25.0","4:58","171","5:33","5:33"
"","","Riscaldamento","3","5:26.6","16:56","1.00","5:27","5:28","152","155","3","4","168","264","50.7% S / 49.3% D","1.09","10.6","9.5","316","316","Nessun peso","382","Nessun peso","66","23.0","5:20","172","5:26.6","5:27"
"","","Riscaldamento","4","5:25.2","22:22","1.00","5:25","5:28","154","158","3","6","168","268","51.0% S / 49.0% D","1.10","10.2","9.0","309","308","Nessun peso","436","Nessun peso","66","23.0","5:09","173","5:25","5:25"
"","1","Corsa","5 - 7","13:24","35:45","3.00","4:28","4:27","171","177","3","1","185","234","51.5% S / 48.5% D","1.22","9.3","7.4","364","365","Nessun peso","424","Nessun peso","187","22.0","4:08","188","13:23","4:28"
"","","Corsa","5","4:30.7","26:52","1.00","4:31","4:29","166","170","3","0","185","236","51.4% S / 48.6% D","1.19","9.2","7.5","365","367","Nessun peso","388","Nessun peso","62","22.0","4:26","188","4:30.7","4:31"
"","","Corsa","6","4:29.3","31:22","1.00","4:29","4:26","171","174","0","0","184","235","51.6% S / 48.4% D","1.23","9.4","7.5","363","363","Nessun peso","424","Nessun peso","63","22.0","4:08","187","4:29","4:29"
"","","Corsa","7","4:23.7","35:45","1.00","4:24","4:25","175","177","0","1","185","231","51.7% S / 48.3% D","1.23","9.4","7.3","364","364","Nessun peso","386","Nessun peso","63","22.0","4:19","187","4:23.7","4:24"
"","","Riposo","8","3:00","38:45","0.28","10:45","10:59","144","177","0","2","114","418","50.7% S / 49.3% D","0.83","6.5","7.8","199","113","Nessun peso","419","Nessun peso","23","22.0","4:23","175","2:58","10:38"
"","2","Corsa","9 - 10","8:44.5","47:30","2.00","4:22","4:23","173","178","3","5","184","233","51.4% S / 48.6% D","1.24","9.5","7.5","364","367","Nessun peso","438","Nessun peso","124","22.0","3:50","188","8:44","4:22"
"","","Corsa","9","4:20.5","43:06","1.00","4:20","4:23","169","176","1","5","185","232","51.5% S / 48.5% D","1.23","9.3","7.4","357","363","Nessun peso","438","Nessun peso","60","22.0","3:50","187","4:20.5","4:21"
"","","Corsa","10","4:24.0","47:30","1.00","4:24","4:23","177","178","2","0","183","235","51.2% S / 48.8% D","1.24","9.7","7.5","371","371","Nessun peso","393","Nessun peso","64","22.0","4:20","188","4:24","4:24"
"","","Riposo","11","2:00","49:30","0.15","13:17","12:32","154","177","0","3","106","387","50.3% S / 49.7% D","0.77","5.7","7.2","214","89","Nessun peso","384","Nessun peso","17","22.0","4:30","174","1:58","13:03"
"","3","Corsa","12","4:15.8","53:46","1.00","4:16","4:17","173","179","2","0","185","233","51.1% S / 48.9% D","1.26","9.6","7.5","380","386","Nessun peso","438","Nessun peso","61","23.0","3:55","188","4:15.8","4:16"
"","","Riposo","13","1:30","55:16","0.14","10:31","9:42","160","179","0","0","118","411","51.0% S / 49.0% D","0.89","6.9","7.5","259","134","Nessun peso","436","Nessun peso","15","23.0","4:15","185","1:28","10:17"
"","","Defaticamento","14 - 17","19:26","1:14:41","3.47","5:36","5:33","162","167","24","11","166","265","51.0% S / 49.0% D","1.08","10.6","9.6","310","309","Nessun peso","434","Nessun peso","238","24.0","5:10","170","19:26","5:36"
"","","Defaticamento","14","5:34.0","1:00:50","1.00","5:34","5:39","161","166","4","8","164","267","50.8% S / 49.2% D","1.08","10.7","9.8","303","302","Nessun peso","403","Nessun peso","66","23.0","5:10","170","5:34.0","5:34"
"","","Defaticamento","15","5:28.2","1:06:18","1.00","5:28","5:28","163","167","1","2","167","264","51.0% S / 49.0% D","1.10","10.5","9.4","305","305","Nessun peso","334","Nessun peso","68","24.0","5:21","170","5:28","5:28"
"","","Defaticamento","16","5:41.6","1:11:59","1.00","5:42","5:35","163","167","7","0","166","266","51.0% S / 49.0% D","1.06","10.6","9.7","308","307","Nessun peso","362","Nessun peso","70","25.0","5:24","170","5:41.6","5:42"
"","","Defaticamento","17","2:42.1","1:14:41","0.47","5:46","5:24","163","167","12","1","166","264","51.1% S / 48.9% D","1.06","10.7","9.8","334","333","Nessun peso","434","Nessun peso","33","25.0","5:37","170","2:41","5:44"
"","Riepilogo","--","--","1:14:41","1:14:41","14.04","5:19","5:18","160","179","48","37","168","257","51.0% S / 49.0% D","1.11","9.8","8.7","329","313","Nessun peso","438","Nessun peso","929","23.3","3:50","191","1:14:36","5:19"
