"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.27","6:36","6:42","150","161","1","12","167","280","0.91","8.5","9.3","265","264","3.57","317","4.28","164","20.0","6:16","172","14:59","6:36"
"","","Riscaldamento","1","6:41.6","6:41.6","1.00","6:42","6:47","144","158","1","4","167","281","0.89","8.4","9.4","268","266","3.59","317","4.28","71","22.0","6:26","172","6:41.6","6:42"
"","","Riscaldamento","2","6:31.3","13:13","1.00","6:31","6:37","155","160","0","8","167","279","0.92","8.5","9.3","264","263","3.55","290","3.92","73","19.0","6:16","172","6:31","6:31"
"","","Riscaldamento","3","1:47.2","15:00","0.27","6:33","6:43","157","161","0","0","167","281","0.90","8.5","9.4","257","260","3.51","279","3.77","20","19.0","6:31","171","1:47","6:33"
"","1","Corsa","4 - 5","10:00","25:00","1.74","5:45","5:44","166","171","5","2","171","265","1.02","8.7","8.6","307","307","4.15","350","4.73","122","18.0","5:24","176","9:59","5:44"
"","","Corsa","4","5:43.3","20:43","1.00","5:43","5:41","165","168","2","2","171","265","1.03","8.8","8.5","308","308","4.16","350","4.73","70","18.0","5:24","176","5:43","5:43"
"","","Corsa","5","4:16.7","25:00","0.74","5:47","5:47","167","171","3","0","171","266","1.01","8.7","8.6","306","305","4.12","342","4.62","52","18.0","5:45","174","4:16.7","5:47"
"","2","Corsa","6","5:00","30:00","0.88","5:40","5:41","169","172","0","2","172","262","1.02","8.6","8.4","308","308","4.16","331","4.47","61","17.0","5:14","179","4:58","5:38"
"","","Defaticamento","7","1:07.0","31:07","0.16","7:03","6:45","168","170","0","0","167","281","0.88","8.3","9.4","276","261","3.53","303","4.09","13","16.0","5:46","174","1:07","7:03"
"","Riepilogo","--","--","31:07","31:07","5.05","6:10","6:11","159","172","7","16","169","272","0.96","8.6","8.9","288","285","3.85","350","4.73","360","18.9","5:14","179","31:05","6:09"
