"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","7","Corsa","18","3:13.1","55:35","0.80","4:01","4:02","171","180","4","1","192","225","51.3% S / 48.7% D","1.29","9.1","6.9","399","413","Nessun peso","524","Nessun peso","46","17.0","3:46","194","3:13","4:01"
"","","Riposo","19","1:30","57:05","0.13","11:48","10:31","155","179","4","1","111","456","50.1% S / 49.9% D","0.81","5.8","7.0","310","138","Nessun peso","531","Nessun peso","15","17.0","4:16","183","1:28","11:32"
"","8","Corsa","20","3:14.7","1:00:20","0.80","4:03","4:11","171","179","1","4","192","225","51.2% S / 48.8% D","1.27","8.9","7.0","380","392","Nessun peso","481","Nessun peso","46","17.0","3:50","194","3:14.7","4:03"
"","","Riposo","21","1:30","1:01:50","0.13","11:23","9:51","156","178","5","1","113","260","50.5% S / 49.5% D","0.79","5.8","7.5","299","156","Nessun peso","494","Nessun peso","15","17.0","4:10","195","1:28","11:08"
"","9","Corsa","22","3:06.5","1:04:56","0.80","3:53","3:55","175","181","6","6","195","219","51.3% S / 48.8% D","1.31","8.9","6.6","437","436","Nessun peso","528","Nessun peso","46","17.0","3:33","198","3:06","3:53"
"","","Riposo","23","1:30","1:06:26","0.13","11:44","9:45","158","180","6","3","111","396","51.5% S / 48.5% D","0.83","6.3","7.4","244","151","Nessun peso","390","Nessun peso","15","17.0","4:02","183","1:28","11:28"
"","","Defaticamento","24 - 26","10:42","1:17:09","1.83","5:51","5:53","158","164","13","15","172","262","50.8% S / 49.2% D","0.99","9.8","9.7","301","299","Nessun peso","370","Nessun peso","123","17.0","5:16","185","10:42","5:51"
"","","Defaticamento","24","5:41.5","1:12:08","1.00","5:42","5:48","157","164","6","9","177","253","50.8% S / 49.2% D","0.98","9.3","9.4","310","308","Nessun peso","370","Nessun peso","61","17.0","5:16","185","5:41.5","5:41"
"","","Defaticamento","25","4:49.2","1:16:57","0.80","6:02","6:01","159","164","6","6","167","272","50.8% S / 49.2% D","1.00","10.3","10.0","289","289","Nessun peso","367","Nessun peso","55","17.0","5:44","173","4:49","6:01"
"","","Defaticamento","26","0:11.7","1:17:09","0.03","6:11","5:54","160","161","1","0","164","284","50.2% S / 49.8% D","0.98","10.0","10.0","295","316","Nessun peso","323","Nessun peso","2","18.0","6:07","165","0:11","5:48"
"","Riepilogo","--","--","1:17:09","1:17:09","14.36","5:22","5:20","160","181","117","129","171","245","51.1% S / 48.9% D","1.07","8.6","8.1","359","311","Nessun peso","618","Nessun peso","884","19.5","3:27","198","1:16:58","5:22"
