"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","12:09","12:09","2.00","6:04","6:02","155","165","10","5","166","274","50.0% S / 50.0% D","0.99","10.1","10.0","301","299","4.33","356","5.16","144","21.0","5:02","174","12:07","6:03"
"","","Riscaldamento","1","6:05.6","6:05.6","1.00","6:06","5:58","151","165","9","0","167","272","49.9% S / 50.1% D","0.98","9.9","10.0","308","306","4.43","356","5.16","72","23.0","5:02","174","6:05.6","6:06"
"","","Riscaldamento","2","6:03.3","12:09","1.00","6:03","6:06","159","164","1","5","165","277","50.1% S / 49.9% D","1.00","10.2","10.0","294","292","4.23","325","4.71","72","19.0","5:48","172","6:03","6:03"
"","1","Corsa","3 - 4","9:58.9","22:08","2.00","4:59","5:08","170","173","0","19","173","257","50.7% S / 49.3% D","1.15","10.0","8.4","330","331","4.80","416","6.03","133","18.0","4:33","183","9:58","4:59"
"","","Corsa","3","4:58.8","17:08","1.00","4:59","5:10","168","170","0","14","174","256","50.7% S / 49.3% D","1.15","9.8","8.4","323","324","4.70","381","5.52","66","18.0","4:33","183","4:58.8","4:59"
"","","Corsa","4","5:00.1","22:08","1.00","5:00","5:06","171","173","0","6","172","258","50.8% S / 49.2% D","1.16","10.1","8.5","337","338","4.90","416","6.03","67","17.0","4:35","177","5:00","5:00"
"","2","Corsa","5 - 6","9:29.3","31:37","2.00","4:45","4:43","175","178","7","3","174","255","50.8% S / 49.2% D","1.21","10.0","8.1","366","364","5.28","524","7.59","135","16.0","4:21","182","9:28","4:44"
"","","Corsa","5","4:39.4","26:47","1.00","4:39","4:39","176","178","5","3","177","250","50.8% S / 49.3% D","1.21","9.9","8.0","368","367","5.32","524","7.59","66","17.0","4:21","182","4:39.4","4:39"
"","","Corsa","6","4:49.9","31:37","1.00","4:50","4:46","175","177","1","0","172","259","50.8% S / 49.2% D","1.21","10.2","8.2","363","362","5.25","385","5.58","68","16.0","4:31","178","4:49","4:49"
"","3","Corsa","7 - 8","9:36.2","41:13","2.00","4:48","4:49","174","179","3","2","171","257","50.9% S / 49.1% D","1.22","10.5","8.4","362","361","5.23","403","5.84","134","16.0","4:29","179","9:36","4:48"
"","","Corsa","7","4:43.7","36:21","1.00","4:44","4:46","177","179","2","2","172","256","51.0% S / 49.0% D","1.23","10.4","8.3","366","365","5.29","403","5.84","67","16.0","4:29","179","4:43.7","4:44"
"","","Corsa","8","4:52.5","41:13","1.00","4:52","4:52","171","173","1","0","169","259","50.8% S / 49.2% D","1.21","10.6","8.5","357","358","5.19","403","5.84","67","16.0","4:35","173","4:52.5","4:52"
"","","Riposo","9","1:30","42:43","0.13","11:08","10:06","138","170","0","0","112","431","51.3% S / 48.7% D","0.88","6.4","7.2","229","121","1.75","370","5.36","11","15.0","4:48","159","1:28","10:53"
"","","Defaticamento","10 - 11","13:25","56:09","1.90","7:03","6:53","142","155","18","0","157","290","50.6% S / 49.4% D","0.91","9.7","10.5","275","268","3.88","377","5.46","133","15.0","6:10","166","13:25","7:03"
"","","Defaticamento","10","7:01.9","49:45","1.00","7:02","6:59","139","148","2","0","156","287","50.7% S / 49.3% D","0.92","9.7","10.4","265","258","3.74","319","4.62","69","15.0","6:10","166","7:01.9","7:02"
"","","Defaticamento","11","6:23.6","56:09","0.90","7:04","6:46","146","155","16","0","159","294","50.5% S / 49.5% D","0.90","9.7","10.6","285","280","4.06","377","5.46","64","15.0","6:17","165","6:22","7:03"
"","Riepilogo","--","--","56:09","56:09","10.04","5:36","5:35","161","179","38","30","166","269","50.6% S / 49.4% D","1.07","9.9","9.1","326","314","4.55","524","7.59","689","17.2","4:21","183","56:05","5:35"
