"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","11:59","11:59","2.00","6:00","5:50","149","169","32","56","166","268","50.2% S / 49.8% D","1.01","10.2","9.9","327","316","4.51","472","6.74","136","21.0","5:38","229","11:57","5:59"
"","","Riscaldamento","1","6:06.6","6:06.6","1.00","6:07","5:35","138","169","32","27","166","267","50.2% S / 49.8% D","0.99","10.1","10.0","358","350","5.00","472","6.74","66","23.0","5:38","169","6:06","6:06"
"","","Riscaldamento","2","5:52.6","11:59","1.00","5:53","6:07","161","167","0","28","166","268","50.2% S / 49.8% D","1.04","10.3","9.7","286","282","4.03","344","4.91","70","19.0","5:38","229","5:52.6","5:53"
"","1","Corsa","3 - 5","14:48","26:47","3.00","4:56","4:54","172","178","16","14","172","253","50.4% S / 49.6% D","1.18","10.4","8.6","360","358","5.11","447","6.39","195","16.0","4:21","180","14:46","4:55"
"","","Corsa","3","5:00.1","16:59","1.00","5:00","4:59","169","174","7","6","170","262","50.3% S / 49.7% D","1.18","10.0","8.3","352","345","4.93","435","6.21","64","17.0","4:21","179","5:00","5:00"
"","","Corsa","4","4:51.4","21:51","1.00","4:51","4:50","173","177","5","3","173","248","50.3% S / 49.7% D","1.19","10.5","8.6","370","368","5.26","443","6.33","65","16.0","4:45","180","4:51","4:51"
"","","Corsa","5","4:56.0","26:47","1.00","4:56","4:54","175","178","4","5","172","248","50.5% S / 49.5% D","1.19","10.7","8.8","358","360","5.14","447","6.39","66","16.0","4:48","175","4:56","4:56"
"","2","Corsa","6","2:57.7","29:44","0.50","5:55","5:52","172","179","1","2","167","264","50.6% S / 49.4% D","1.03","10.3","9.8","327","315","4.50","436","6.23","37","15.0","4:49","169","2:57","5:54"
"","3","Corsa","7 - 9","15:03","44:47","3.00","5:01","5:00","175","178","8","15","171","249","50.5% S / 49.5% D","1.17","10.7","8.9","368","366","5.23","439","6.27","201","17.0","4:33","177","15:02","5:01"
"","","Corsa","7","4:58.6","34:43","1.00","4:59","5:00","175","177","1","5","172","247","50.6% S / 49.4% D","1.16","10.7","8.9","368","369","5.27","432","6.17","66","16.0","4:48","176","4:58.6","4:59"
"","","Corsa","8","5:03.9","39:47","1.00","5:04","4:57","176","178","5","4","172","251","50.5% S / 49.5% D","1.17","10.6","8.9","382","381","5.44","439","6.27","68","17.0","4:41","177","5:03","5:03"
"","","Corsa","9","5:00.1","44:47","1.00","5:00","5:03","176","178","1","7","171","250","50.4% S / 49.6% D","1.18","10.7","8.9","352","350","5.00","418","5.97","67","18.0","4:33","174","5:00.1","5:00"
"","4","Corsa","10","2:57.9","47:45","0.50","5:56","5:54","172","176","5","2","166","266","50.4% S / 49.6% D","1.02","10.3","9.9","332","322","4.60","394","5.63","37","18.0","5:09","168","2:57","5:54"
"","","Defaticamento","11 - 13","12:16","1:00:01","2.06","5:57","5:54","167","171","15","13","167","263","50.4% S / 49.6% D","1.01","10.4","10.0","317","315","4.50","405","5.79","148","20.0","5:24","172","12:14","5:56"
"","","Defaticamento","11","5:48.6","53:34","1.00","5:49","5:50","168","170","3","5","167","261","50.3% S / 49.7% D","1.03","10.4","9.9","311","311","4.44","358","5.11","70","19.0","5:41","170","5:48","5:48"
"","","Defaticamento","12","6:04.8","59:38","1.00","6:05","6:00","167","171","10","8","166","264","50.5% S / 49.5% D","0.99","10.4","10.2","322","319","4.56","405","5.79","73","20.0","5:26","172","6:04.8","6:05"
"","","Defaticamento","13","0:22.1","1:00:01","0.06","5:51","5:28","168","170","1","0","170","265","50.6% S / 49.4% D","1.04","9.5","9.0","328","338","4.83","371","5.30","5","20.0","5:24","171","0:21","5:34"
"","Riepilogo","--","--","1:00:01","1:00:01","11.06","5:25","5:22","167","179","77","102","169","258","50.4% S / 49.6% D","1.10","10.4","9.3","346","339","4.84","472","6.74","753","18.1","4:21","229","59:57","5:25"
