"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 5","26:19","26:19","4.50","5:51","5:51","154","167","14","12","169","267","50.1% S / 49.9% D","1.01","9.6","9.3","310","308","4.40","379","5.41","308","20.0","5:24","173","26:18","5:51"
"","","Corsa","1","5:59.3","5:59.3","1.00","5:59","5:57","131","156","7","0","170","266","49.9% S / 50.1% D","0.98","9.4","9.4","325","322","4.60","360","5.14","63","23.0","5:52","173","5:59","5:59"
"","","Corsa","2","5:48.3","11:48","1.00","5:48","5:55","159","162","0","10","169","268","50.2% S / 49.8% D","1.02","9.6","9.2","284","283","4.04","319","4.56","69","20.0","5:24","172","5:48.3","5:48"
"","","Corsa","3","5:47.7","17:35","1.00","5:48","5:48","161","164","2","1","169","268","50.2% S / 49.8% D","1.02","9.6","9.2","307","307","4.39","360","5.14","70","19.0","5:32","171","5:47","5:47"
"","","Corsa","4","5:47.7","23:23","1.00","5:48","5:48","162","165","2","0","169","267","50.3% S / 49.7% D","1.02","9.8","9.4","311","309","4.41","348","4.97","70","18.0","5:30","170","5:47.7","5:48"
"","","Corsa","5","2:56.6","26:19","0.50","5:53","5:42","164","167","2","1","166","268","50.2% S / 49.8% D","1.04","10.1","9.5","329","329","4.70","379","5.41","36","17.0","5:29","171","2:56.6","5:53"
"","2","Corsa","6 - 8","13:35","39:54","2.50","5:26","5:26","168","171","3","0","170","258","50.3% S / 49.7% D","1.08","10.3","9.3","337","335","4.79","387","5.53","172","16.0","5:17","175","13:33","5:25"
"","","Corsa","6","5:28.9","31:48","1.00","5:29","5:28","167","171","2","0","170","257","50.2% S / 49.8% D","1.07","10.2","9.3","340","338","4.83","387","5.53","69","16.0","5:20","175","5:28","5:28"
"","","Corsa","7","5:24.0","37:12","1.00","5:24","5:23","168","171","0","0","169","258","50.3% S / 49.7% D","1.10","10.3","9.2","328","329","4.70","374","5.34","69","16.0","5:17","173","5:24","5:24"
"","","Corsa","8","2:42.0","39:54","0.50","5:24","5:27","168","170","1","0","169","258","50.5% S / 49.5% D","1.09","10.5","9.5","346","343","4.90","386","5.51","34","16.0","5:18","171","2:42.0","5:24"
"","3","Corsa","9 - 11","12:56","52:51","2.50","5:11","5:10","171","174","2","2","171","253","50.2% S / 49.8% D","1.13","10.5","9.1","357","355","5.07","421","6.01","168","16.0","4:59","179","12:56","5:10"
"","","Corsa","9","5:09.1","45:03","1.00","5:09","5:08","171","174","1","1","172","252","50.3% S / 49.7% D","1.13","10.4","9.0","361","358","5.11","410","5.86","67","16.0","4:59","179","5:09.1","5:09"
"","","Corsa","10","5:13.3","50:17","1.00","5:13","5:11","171","174","1","0","170","254","50.2% S / 49.8% D","1.13","10.7","9.2","360","359","5.13","421","6.01","68","15.0","5:04","175","5:13","5:13"
"","","Corsa","11","2:34.0","52:51","0.50","5:08","5:11","171","173","0","1","172","252","50.2% S / 49.8% D","1.14","10.5","9.0","344","341","4.87","384","5.49","33","15.0","5:02","176","2:34.0","5:08"
"","4","Corsa","12 - 16","25:12","1:18:03","4.50","5:36","5:37","167","172","8","12","168","260","50.3% S / 49.7% D","1.06","10.5","9.6","337","335","4.79","425","6.07","308","18.0","5:12","172","25:11","5:36"
