"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","1","Misto","3","75","2:15.7","2:15.7","3:01","2:33","63","106","119","52","17","17"
"","1.1","Rana","1","25","0:48.3","0:48.3","3:13","3:13","70","100","115","22","--","--"
"","1.2","Stile libero","1","25","0:38.2","1:26.5","2:33","2:33","48","107","115","10","--","--"
"","1.3","Stile libero","1","25","0:49.2","2:15.7","3:17","3:17","69","113","119","20","--","--"
"","","Riposo","0","0","0:49.6","3:05.4","0","0","0","101","109","0","0","4"
"","2","Misto","2","50","1:21.4","4:26.7","2:43","2:18","54","107","119","27","14","10"
"","2.1","Stile libero","1","25","0:34.4","0:34.4","2:18","2:18","48","106","119","14","--","--"
"","2.2","Dorso","1","25","0:47","1:21.4","3:08","3:08","60","109","118","13","--","--"
"","","Riposo","0","0","0:57.4","5:24.2","0","0","0","82","95","0","0","3"
"","3","Misto","2","50","1:39.7","7:03.9","3:20","2:08","69","96","103","38","19","8"
"","3.1","Stile libero","1","25","0:32.1","0:32.1","2:08","2:08","45","82","98","13","--","--"
"","3.2","Rana","1","25","1:07.7","1:39.7","4:31","4:31","93","97","103","25","--","--"
"","","Riposo","0","0","0:31","7:34.9","0","0","0","92","103","0","0","2"
"","4","Stile libero","1","25","0:39.3","8:14.2","2:37","2:37","51","108","126","12","12","4"
"","4.1","Stile libero","1","25","0:39.3","0:39.3","2:37","2:37","51","95","106","12","--","--"
"","","Riposo","0","0","0:18.6","8:32.8","0","0","0","128","130","0","0","4"
"","5","Rana","1","25","0:38.9","9:11.7","2:36","2:36","58","143","150","19","19","7"
"","5.1","Rana","1","25","0:38.9","0:38.9","2:36","2:36","58","136","148","19","--","--"
"","","Riposo","0","0","0:54.1","10:06","0","0","0","118","146","0","0","8"
"","6","Stile libero","1","25","0:37.8","10:44","2:31","2:31","51","114","127","13","13","4"
"","6.1","Stile libero","1","25","0:37.8","0:37.8","2:31","2:31","51","109","115","13","--","--"
"","","Riposo","0","0","0:11.5","10:55","0","0","0","127","128","0","0","2"
"","7","Dorso","1","25","0:29.8","11:25","1:59","1:59","39","121","136","9","9","6"
"","7.1","Dorso","1","25","0:29.8","0:29.8","1:59","1:59","39","122","128","9","--","--"
"","","Riposo","0","0","0:38.9","12:04","0","0","0","127","137","0","0","4"
"","8","Misto","2","50","1:29.6","13:33","2:59","1:44","61","124","134","32","16","14"
"","8.1","Stile libero","1","25","0:26.1","0:26.1","1:44","1:44","38","118","126","12","--","--"
"","8.2","Rana","1","25","1:03.5","1:29.6","4:14","4:14","84","126","134","20","--","--"
"","","Riposo","0","0","2:26.4","16:00","0","0","0","96","131","0","0","10"
"","9","Misto","2","50","1:13","17:13","2:26","1:48","50","126","129","26","13","11"
"","9.1","Rana","1","25","0:27.1","0:27.1","1:48","1:48","40","127","131","13","--","--"
"","9.2","Stile libero","1","25","0:45.9","1:13","3:03","3:03","59","127","129","13","--","--"
