"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","18:51","18:51","3.00","6:17","6:19","152","162","6","12","168","266","50.8% S / 49.3% D","0.95","10.1","10.4","300","299","Nessun peso","347","Nessun peso","214","19.0","5:48","179","18:49","6:16"
"","","Riscaldamento","1","6:24.1","6:24.1","1.00","6:24","6:26","143","157","0","1","166","270","51.0% S / 49.0% D","0.94","10.1","10.5","294","295","Nessun peso","347","Nessun peso","69","21.0","5:54","177","6:24.1","6:24"
"","","Riscaldamento","2","6:23.2","12:47","1.00","6:23","6:24","156","159","4","7","166","269","50.6% S / 49.4% D","0.94","10.1","10.5","299","298","Nessun peso","341","Nessun peso","73","19.0","6:02","176","6:23","6:23"
"","","Riscaldamento","3","6:03.4","18:51","1.00","6:03","6:07","159","162","2","4","171","259","50.7% S / 49.3% D","0.96","10.1","10.2","307","306","Nessun peso","334","Nessun peso","71","18.0","5:48","179","6:03","6:03"
"","","Riposo","4","1:30","20:21","0.14","10:50","10:06","138","158","0","5","117","439","49.6% S / 50.4% D","0.88","7.0","8.3","197","129","Nessun peso","303","Nessun peso","11","17.0","5:55","173","1:28","10:35"
"","1","Corsa","5","4:58.5","25:19","1.00","4:59","5:06","166","170","2","4","178","241","50.8% S / 49.2% D","1.11","10.5","9.3","361","365","Nessun peso","423","Nessun peso","63","17.0","4:41","183","4:58.5","4:59"
"","","Riposo","6","1:30","26:49","0.15","10:13","9:39","147","169","0","0","118","449","50.2% S / 49.8% D","0.88","6.9","8.0","238","145","Nessun peso","386","Nessun peso","13","16.0","4:59","176","1:28","9:59"
"","2","Corsa","7","4:54.4","31:44","1.00","4:54","4:53","167","173","2","3","178","239","50.6% S / 49.4% D","1.15","10.7","9.1","377","382","Nessun peso","447","Nessun peso","64","16.0","4:33","187","4:54","4:54"
"","","Riposo","8","1:30","33:14","0.10","14:39","12:44","152","172","0","0","90","515","50.5% S / 49.5% D","0.75","4.7","6.3","225","76","Nessun peso","333","Nessun peso","13","16.0","4:54","154","1:28","14:19"
"","3","Corsa","9","3:49.9","37:04","0.80","4:47","4:49","168","173","5","1","179","237","50.8% S / 49.2% D","1.16","10.7","9.1","388","393","Nessun peso","511","Nessun peso","49","16.0","4:14","186","3:49.9","4:47"
"","","Riposo","10","1:30","38:34","0.14","10:39","10:44","149","172","0","0","118","280","50.3% S / 49.7% D","0.82","6.5","7.9","239","131","Nessun peso","386","Nessun peso","12","16.0","4:54","174","1:28","10:24"
"","4","Corsa","11","3:48.4","42:22","0.80","4:46","4:50","167","172","2","2","178","236","50.8% S / 49.2% D","1.17","10.9","9.3","384","391","Nessun peso","436","Nessun peso","49","16.0","4:35","182","3:48.4","4:46"
"","","Riposo","12","1:30","43:52","0.15","10:00","9:49","153","171","0","0","121","418","50.6% S / 49.4% D","0.86","7.2","8.3","258","151","Nessun peso","420","Nessun peso","13","15.0","4:47","178","1:28","9:47"
"","5","Corsa","13","2:49.1","46:41","0.60","4:42","4:42","167","174","0","0","181","232","50.6% S / 49.4% D","1.17","10.7","8.9","385","399","Nessun peso","453","Nessun peso","37","15.0","4:15","187","2:49","4:42"
"","","Riposo","14","1:30","48:11","0.14","10:59","9:37","153","174","4","0","117","331","50.3% S / 49.7% D","0.86","6.5","7.6","278","156","Nessun peso","431","Nessun peso","13","15.0","4:35","180","1:28","10:44"
"","6","Corsa","15","2:46.4","50:58","0.60","4:37","4:39","165","172","0","2","179","234","50.8% S / 49.2% D","1.21","11.0","9.0","386","399","Nessun peso","452","Nessun peso","36","15.0","4:17","189","2:46","4:37"
"","","Riposo","16","1:30","52:28","0.14","10:31","9:50","151","172","0","0","117","336","50.3% S / 49.8% D","0.86","6.5","7.6","257","139","Nessun peso","423","Nessun peso","14","15.0","4:38","180","1:28","10:17"
"","7","Corsa","17","1:49.4","54:17","0.40","4:33","4:36","164","171","0","0","181","231","50.6% S / 49.4% D","1.19","10.9","9.1","390","408","Nessun peso","474","Nessun peso","24","15.0","4:16","186","1:49.4","4:33"
"","","Riposo","18","1:30","55:47","0.13","11:35","10:45","148","173","0","0","113","324","50.4% S / 49.6% D","0.83","6.0","7.5","259","125","Nessun peso","442","Nessun peso","12","15.0","4:36","179","1:28","11:20"
