"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","22:45","22:45","4.00","5:41","5:46","151","161","16","35","162","272","50.8% S / 49.2% D","1.08","11.0","9.9","306","303","Nessun peso","424","Nessun peso","265","25.0","4:37","175","22:41","5:40"
"","","Riscaldamento","1","5:48.7","5:48.7","1.00","5:49","5:46","140","152","6","4","161","272","50.3% S / 49.7% D","1.08","11.0","10.0","311","308","Nessun peso","405","Nessun peso","65","28.0","4:37","175","5:48.7","5:49"
"","","Riscaldamento","2","5:39.6","11:28","1.00","5:40","5:43","153","157","2","6","164","272","50.7% S / 49.3% D","1.08","10.9","9.9","306","306","Nessun peso","339","Nessun peso","67","25.0","5:35","167","5:39","5:39"
"","","Riscaldamento","3","5:27.9","16:56","1.00","5:28","5:41","154","158","2","5","164","271","51.1% S / 48.9% D","1.08","11.0","9.9","306","306","Nessun peso","344","Nessun peso","65","24.0","5:09","168","5:27.9","5:28"
"","","Riscaldamento","4","5:48.5","22:45","1.00","5:49","5:54","156","161","5","21","161","272","51.1% S / 48.9% D","1.08","11.0","10.0","299","291","Nessun peso","424","Nessun peso","69","23.0","5:18","167","5:46","5:46"
"","","Riposo","5","1:30","24:15","0.13","11:49","13:02","134","156","0","9","110","459","49.5% S / 50.5% D","0.80","6.2","8.1","173","83","Nessun peso","284","Nessun peso","9","23.0","5:40","173","1:28","11:33"
"","1","Corsa","6","1:37.0","25:52","0.40","4:02","4:04","163","172","1","1","180","237","51.1% S / 48.9% D","1.37","10.3","7.5","396","414","Nessun peso","492","Nessun peso","21","23.0","3:37","184","1:37.0","4:02"
"","","Riposo","7","1:00","26:52","0.10","10:25","10:43","157","171","1","1","114","454","50.3% S / 49.7% D","0.84","6.7","8.4","284","121","Nessun peso","394","Nessun peso","11","23.0","4:16","185","0:58","10:04"
"","2","Corsa","8","1:34.5","28:26","0.40","3:56","3:55","166","174","1","1","180","233","51.3% S / 48.7% D","1.40","10.5","7.4","403","427","Nessun peso","452","Nessun peso","21","23.0","3:42","184","1:34","3:55"
"","","Riposo","9","1:00","29:26","0.09","11:18","9:29","160","173","1","0","116","305","51.0% S / 49.0% D","0.90","6.7","7.7","299","130","Nessun peso","448","Nessun peso","12","23.0","4:01","180","0:58","10:56"
"","3","Corsa","10","1:33.8","31:00","0.40","3:55","3:56","166","174","1","1","181","233","51.1% S / 48.9% D","1.39","10.6","7.7","411","433","Nessun peso","494","Nessun peso","21","23.0","3:32","184","1:33.8","3:55"
"","","Riposo","11","1:00","32:00","0.08","12:49","11:04","162","174","0","0","114","446","50.4% S / 49.6% D","0.87","6.8","9.1","297","124","Nessun peso","444","Nessun peso","12","23.0","4:00","185","0:58","12:23"
"","4","Corsa","12","1:34.1","33:34","0.40","3:55","3:59","167","176","2","0","181","235","51.4% S / 48.6% D","1.41","10.4","7.3","399","424","Nessun peso","513","Nessun peso","21","23.0","3:19","185","1:34","3:55"
"","","Riposo","13","1:00","34:34","0.09","11:46","10:45","164","176","0","0","114","386","50.8% S / 49.2% D","0.89","7.0","8.6","291","127","Nessun peso","446","Nessun peso","12","23.0","4:01","174","0:58","11:22"
"","5","Corsa","14","1:35.1","36:09","0.40","3:58","4:02","168","178","2","1","181","232","51.3% S / 48.7% D","1.36","10.5","7.7","397","421","Nessun peso","481","Nessun peso","21","23.0","3:41","187","1:35","3:58"
"","","Riposo","15","0:12.4","36:22","0.01","22:44","6:58","177","178","0","0","133","372","51.5% S / 48.5% D","1.02","9.1","11.1","416","251","Nessun peso","449","Nessun peso","3","23.0","4:00","175","0:10","18:21"
"","6","Corsa","16","0:02.2","36:24","0.00","30:45","16:42","175","175","0","0","113","--","--","0.55","6.9","13.4","347","110","Nessun peso","113","Nessun peso","1","23.0","16:23","113","0:02","28:29"
"","","Riposo","17","0:03.0","36:27","0.00","53:15","18:05","175","177","0","0","111","--","--","0.58","5.2","10.6","313","81","Nessun peso","83","Nessun peso","1","23.0","18:02","112","0:02","35:28"
"","7","Corsa","18","0:04.7","36:31","0.01","12:05","14:52","174","174","0","0","110","--","--","0.62","5.1","9.1","274","82","Nessun peso","86","Nessun peso","1","23.0","13:08","110","0:03","7:39"
"","","Riposo","19","1:00","37:31","0.09","11:12","10:53","154","172","0","1","110","262","49.7% S / 50.3% D","0.84","6.0","7.2","133","94","Nessun peso","208","Nessun peso","11","23.0","10:05","147","0:59","11:02"
"","8","Corsa","20","1:33.9","39:05","0.40","3:55","3:59","167","177","3","0","182","233","51.3% S / 48.7% D","1.36","10.4","7.6","413","433","Nessun peso","509","Nessun peso","21","23.0","3:41","186","1:33.9","3:55"
"","","Riposo","21","1:00","40:05","0.09","11:36","8:56","167","177","0","1","115","334","51.3% S / 48.7% D","0.89","6.7","7.5","314","143","Nessun peso","459","Nessun peso","12","23.0","3:56","188","0:58","11:13"
"","9","Corsa","22","1:30.5","41:36","0.40","3:46","3:47","170","180","3","0","184","230","51.7% S / 48.3% D","1.41","10.1","7.2","429","452","Nessun peso","524","Nessun peso","21","23.0","3:23","190","1:30.5","3:46"
"","","Riposo","23","1:00","42:36","0.09","11:46","10:19","170","180","0","0","113","427","51.0% S / 49.0% D","0.87","6.5","7.7","306","125","Nessun peso","458","Nessun peso","13","23.0","3:55","177","0:58","11:22"
"","10","Corsa","24","1:31.0","44:07","0.40","3:48","3:48","172","181","1","0","182","228","50.9% S / 49.1% D","1.44","10.4","7.2","423","445","Nessun peso","513","Nessun peso","21","23.0","3:22","188","1:31","3:47"
