"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","18:43","18:43","3.00","6:14","6:06","155","167","48","31","159","271","48.1% S / 51.9% D","1.00","10.7","10.8","318","307","4.39","414","5.91","218","22.0","5:46","167","18:42","6:14"
"","","Riscaldamento","1","6:23.4","6:23.4","1.00","6:23","6:01","140","163","25","4","154","271","39.3% S / 60.7% D","0.97","9.4","9.9","314","293","4.19","405","5.79","74","24.0","5:46","167","6:23.4","6:23"
"","","Riscaldamento","2","6:11.6","12:35","1.00","6:12","6:29","155","161","1","27","161","269","49.2% S / 50.8% D","1.00","11.0","11.0","282","281","4.01","334","4.77","71","21.0","5:55","164","6:11.6","6:12"
"","","Riscaldamento","3","6:08.2","18:43","1.00","6:08","5:50","162","167","22","0","162","273","50.1% S / 49.9% D","1.01","11.6","11.3","349","349","4.99","414","5.91","74","19.0","5:54","164","6:08","6:08"
"","","Riposo","4","1:30","20:13","0.11","13:49","13:42","130","167","0","7","103","490","50.2% S / 49.8% D","0.76","5.1","6.6","223","69","0.99","315","4.50","9","19.0","6:17","156","1:28","13:30"
"","1","Corsa","5","4:44.7","24:58","1.00","4:45","4:56","164","174","0","14","170","250","50.1% S / 49.9% D","1.22","11.5","9.3","365","369","5.27","446","6.37","59","18.0","4:01","177","4:44.7","4:45"
"","2","Corsa","6","0:51.2","25:49","0.20","4:16","4:23","174","177","1","0","180","230","50.5% S / 49.5% D","1.27","10.7","8.2","410","417","5.96","456","6.51","11","18.0","4:16","185","0:50","4:10"
"","","Riposo","7","1:30","27:19","0.13","11:31","10:02","155","177","1","0","110","473","49.5% S / 50.5% D","0.85","6.7","8.6","288","146","2.09","463","6.61","14","17.0","4:16","179","1:28","11:15"
"","3","Corsa","8","4:37.5","31:57","1.00","4:38","4:35","170","178","14","12","167","244","49.0% S / 51.0% D","1.27","11.2","8.7","401","393","5.61","502","7.17","64","17.0","4:14","176","4:37","4:37"
"","4","Corsa","9","0:49.3","32:46","0.20","4:06","4:15","174","176","0","4","180","228","50.4% S / 49.6% D","1.35","11.3","8.1","408","427","6.10","492","7.03","11","17.0","3:45","186","0:49","4:05"
"","","Riposo","10","1:30","34:16","0.13","11:11","10:12","159","176","0","1","94","436","50.3% S / 49.8% D","0.98","6.5","7.1","273","104","1.49","421","6.01","13","17.0","4:07","173","1:28","10:56"
"","5","Corsa","11","4:41.0","38:57","1.00","4:41","4:33","173","179","15","1","166","243","48.7% S / 51.3% D","1.24","10.7","8.7","402","400","5.71","496","7.09","67","17.0","4:04","179","4:41.0","4:41"
"","6","Corsa","12","0:53.6","39:50","0.20","4:28","4:29","179","182","3","2","172","244","50.1% S / 49.9% D","1.28","11.8","9.0","421","425","6.07","503","7.19","12","16.0","4:15","177","0:52","4:20"
"","","Riposo","13","1:30","41:20","0.13","11:22","9:20","156","179","1","0","111","439","50.0% S / 50.0% D","0.91","6.9","7.5","254","148","2.11","391","5.59","14","16.0","4:22","169","1:28","11:07"
"","7","Corsa","14","4:44.4","46:05","1.00","4:44","4:55","163","173","0","15","166","251","48.9% S / 51.1% D","1.24","11.1","8.9","347","349","4.99","427","6.10","63","16.0","4:15","173","4:44.4","4:44"
"","8","Corsa","15","0:49.6","46:54","0.20","4:08","4:20","172","176","0","0","180","230","12.0% S / 88.0% D","1.26","9.3","7.2","367","387","5.53","458","6.54","13","16.0","3:59","184","0:48","4:00"
"","","Riposo","16","1:30","48:24","0.13","11:20","10:02","150","175","0","2","95","236","12.0% S / 88.0% D","0.87","7.3","6.6","259","113","1.61","452","6.46","11","16.0","4:02","182","1:28","11:05"
"","","Defaticamento","17 - 20","13:14","1:01:38","2.21","6:00","5:56","158","166","16","8","161","266","49.1% S / 50.9% D","1.03","11.0","10.6","318","315","4.50","418","5.97","155","18.0","5:40","175","13:14","6:00"
"","","Defaticamento","17","5:56.4","54:21","1.00","5:56","5:59","154","161","1","3","164","269","49.8% S / 50.2% D","1.02","11.0","10.5","309","311","4.44","371","5.30","68","17.0","5:40","167","5:56.4","5:56"
"","","Defaticamento","18","5:57.0","1:00:18","1.00","5:57","5:53","161","166","8","4","160","263","48.4% S / 51.6% D","1.04","11.0","10.5","321","312","4.46","413","5.90","72","18.0","5:46","175","5:57","5:57"
"","","Defaticamento","19","1:15.8","1:01:34","0.20","6:19","5:48","160","164","7","0","163","268","48.7% S / 51.3% D","0.99","11.2","11.1","339","356","5.09","414","5.91","15","18.0","6:00","164","1:15","6:15"
"","","Defaticamento","20","0:04.5","1:01:38","0.01","12:39","9:20","162","162","0","0","92","277","51.0% S / 49.0% D","0.96","11.3","11.3","340","237","3.39","418","5.97","1","22.0","6:23","161","0:03","8:31"
"","Riepilogo","--","--","1:01:38","1:01:38","10.64","5:47","5:44","160","182","99","99","156","263","48.8% S / 51.2% D","1.08","10.4","9.6","343","313","4.47","503","7.19","735","18.4","3:45","186","1:01:29","5:47"
