"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","17:17","17:17","3.00","5:46","5:43","156","166","32","28","168","266","50.4% S / 49.6% D","1.03","10.1","9.6","331","328","Nessun peso","452","Nessun peso","206","21.0","5:31","203","17:16","5:45"
"","","Riscaldamento","1","5:56.1","5:56.1","1.00","5:56","5:37","148","159","23","3","168","268","50.4% S / 49.6% D","1.00","10.0","9.8","345","339","Nessun peso","452","Nessun peso","69","22.0","5:36","173","5:56.1","5:56"
"","","Riscaldamento","2","5:37.9","11:34","1.00","5:38","5:49","158","162","3","17","168","266","50.3% S / 49.7% D","1.06","10.1","9.4","320","316","Nessun peso","390","Nessun peso","67","21.0","5:31","171","5:37.9","5:38"
"","","Riscaldamento","3","5:43.2","17:17","1.00","5:43","5:42","163","166","7","8","169","265","50.5% S / 49.5% D","1.04","10.1","9.5","329","328","Nessun peso","391","Nessun peso","70","20.0","5:33","203","5:43","5:43"
"","","Riposo","4","1:00","18:17","0.07","14:31","12:17","152","164","0","1","83","552","48.8% S / 51.3% D","1.02","5.6","6.0","220","81","Nessun peso","300","Nessun peso","9","19.0","5:54","168","0:58","14:02"
"","1","Corsa","5","5:05.7","23:23","1.00","5:06","5:09","164","170","5","6","172","255","50.0% S / 50.0% D","1.14","10.2","8.8","356","364","Nessun peso","460","Nessun peso","64","19.0","4:35","178","5:05","5:05"
"","","Riposo","6","1:30","24:53","0.13","11:11","10:38","145","170","3","3","116","288","50.1% S / 49.9% D","0.84","6.1","7.5","266","139","Nessun peso","418","Nessun peso","13","18.0","5:18","171","1:28","10:56"
"","2","Corsa","7","5:04.8","29:58","1.00","5:05","5:11","166","173","7","7","173","254","50.1% S / 49.9% D","1.13","10.2","8.8","366","369","Nessun peso","458","Nessun peso","66","18.0","4:52","176","5:04.8","5:05"
"","","Riposo","8","1:30","31:28","0.13","11:12","11:15","146","170","0","4","114","470","50.5% S / 49.5% D","0.82","6.6","8.0","216","119","Nessun peso","326","Nessun peso","12","19.0","5:10","174","1:28","10:57"
"","3","Corsa","9","4:59.9","36:27","1.00","5:00","5:08","166","171","5","10","174","251","50.0% S / 50.0% D","1.14","10.1","8.8","341","344","Nessun peso","404","Nessun peso","64","19.0","4:35","177","4:59.9","5:00"
"","","Riposo","10","1:30","37:57","0.14","10:49","9:11","147","172","0","0","116","313","50.3% S / 49.7% D","0.97","6.8","6.9","222","136","Nessun peso","341","Nessun peso","12","20.0","4:59","172","1:28","10:34"
"","4","Corsa","11","4:56.3","42:54","1.00","4:56","5:02","167","172","5","1","174","249","50.0% S / 50.0% D","1.15","10.2","8.8","373","375","Nessun peso","483","Nessun peso","64","20.0","4:41","178","4:56","4:56"
"","","Riposo","12","1:30","44:24","0.13","11:09","9:44","150","171","3","3","115","432","49.9% S / 50.1% D","0.93","6.5","7.0","237","153","Nessun peso","377","Nessun peso","13","19.0","5:05","172","1:28","10:55"
"","","Defaticamento","13 - 14","5:35.4","49:59","1.02","5:28","5:37","163","171","10","8","171","258","49.9% S / 50.1% D","1.06","10.1","9.4","325","325","Nessun peso","413","Nessun peso","68","21.0","5:03","176","5:35.4","5:28"
"","","Defaticamento","13","5:28.4","49:52","1.00","5:28","5:37","163","171","10","8","171","258","49.9% S / 50.1% D","1.06","10.1","9.4","324","325","Nessun peso","413","Nessun peso","67","21.0","5:03","176","5:28.4","5:28"
"","","Defaticamento","14","0:07.0","49:59","0.02","5:22","5:23","168","168","0","0","171","257","49.5% S / 50.5% D","1.12","10.2","8.9","362","324","Nessun peso","336","Nessun peso","1","20.0","5:14","172","0:06","4:35"
"","Riepilogo","--","--","49:59","49:59","8.63","5:47","5:48","160","173","70","70","163","269","50.1% S / 49.9% D","1.06","9.6","8.9","335","314","Nessun peso","483","Nessun peso","592","19.9","4:35","203","49:53","5:47"
