"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","18:55","18:55","3.00","6:19","6:17","141","159","18","5","174","270","50.5% S / 49.5% D","0.91","8.5","9.2","282","278","4.03","424","6.14","209","20.0","4:21","199","18:54","6:18"
"","","Riscaldamento","1","6:14.9","6:14.9","1.00","6:15","6:06","133","146","14","0","175","268","50.3% S / 49.7% D","0.92","8.5","9.1","299","296","4.29","367","5.32","68","24.0","5:05","179","6:14.9","6:15"
"","","Riscaldamento","2","6:31.4","12:46","1.00","6:31","6:27","143","147","4","0","173","271","50.4% S / 49.6% D","0.89","8.5","9.4","268","266","3.86","322","4.67","72","19.0","6:10","178","6:31","6:31"
"","","Riscaldamento","3","6:09.0","18:55","1.00","6:09","6:20","147","159","0","5","173","272","50.6% S / 49.4% D","0.93","8.6","9.1","279","272","3.94","424","6.14","69","18.0","4:21","199","6:09","6:09"
"","1","Corsa","4 - 7","15:17","34:12","3.20","4:47","4:52","166","170","4","37","180","246","50.4% S / 49.6% D","1.16","9.3","7.8","337","337","4.88","444","6.43","203","16.0","3:59","183","15:16","4:46"
"","","Corsa","4","4:53.5","23:49","1.00","4:54","5:03","162","167","1","13","180","250","50.4% S / 49.6% D","1.13","9.0","7.8","333","336","4.87","384","5.57","64","17.0","4:46","183","4:53.5","4:54"
"","","Corsa","5","4:42.3","28:31","1.00","4:42","4:51","168","169","0","20","180","245","50.5% S / 49.5% D","1.19","9.4","7.7","331","327","4.74","375","5.43","63","16.0","4:10","182","4:42","4:42"
"","","Corsa","6","4:45.7","33:17","1.00","4:46","4:47","167","169","2","4","180","245","50.4% S / 49.6% D","1.16","9.3","7.8","340","341","4.94","412","5.97","64","16.0","3:59","182","4:45.7","4:46"
"","","Corsa","7","0:55.6","34:12","0.20","4:38","4:39","170","170","1","0","180","244","50.2% S / 49.8% D","1.18","9.5","7.8","369","373","5.41","444","6.43","12","15.0","4:10","182","0:55","4:35"
"","","Defaticamento","8 - 9","13:18","47:30","1.92","6:55","6:38","149","170","25","0","165","283","50.2% S / 49.8% D","0.89","9.7","10.9","284","279","4.04","455","6.59","139","14.0","4:12","182","13:17","6:55"
"","","Defaticamento","8","6:58.8","41:11","1.00","6:59","6:43","151","170","9","0","165","281","50.1% S / 49.9% D","0.89","9.7","10.9","284","275","3.99","455","6.59","73","15.0","4:12","182","6:58.8","6:59"
"","","Defaticamento","9","6:19.0","47:30","0.92","6:52","6:33","147","151","16","0","164","285","50.3% S / 49.7% D","0.89","9.7","10.8","285","284","4.12","429","6.22","65","14.0","4:41","168","6:18","6:51"
"","Riepilogo","--","--","47:30","47:30","8.12","5:51","5:50","151","170","47","42","173","266","50.4% S / 49.6% D","0.98","9.1","9.2","304","297","4.30","455","6.59","551","17.4","3:59","199","47:28","5:51"
