"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 8","41:20","41:20","7.50","5:31","5:31","147","160","21","28","168","262","50.9% S / 49.1% D","1.08","10.8","9.7","315","314","Nessun peso","435","Nessun peso","484","24.0","4:44","178","41:17","5:30"
"","","Corsa","1","5:46.6","5:46.6","1.00","5:47","5:46","132","146","1","2","166","265","51.0% S / 49.0% D","1.05","11.1","10.4","308","308","Nessun peso","351","Nessun peso","61","27.0","5:24","169","5:46","5:46"
"","","Corsa","2","5:35.4","11:22","1.00","5:35","5:35","147","150","5","3","167","264","50.8% S / 49.2% D","1.07","11.0","10.0","322","322","Nessun peso","391","Nessun peso","66","25.0","5:20","170","5:35","5:35"
"","","Corsa","3","5:36.0","16:58","1.00","5:36","5:33","149","154","6","7","168","261","50.8% S / 49.2% D","1.07","11.0","9.9","324","322","Nessun peso","435","Nessun peso","67","24.0","5:25","172","5:36.0","5:36"
"","","Corsa","4","5:25.4","22:23","1.00","5:25","5:28","149","153","2","3","168","262","50.8% S / 49.2% D","1.10","10.7","9.5","316","316","Nessun peso","343","Nessun peso","66","23.0","5:22","173","5:25.4","5:25"
"","","Corsa","5","5:26.9","27:50","1.00","5:27","5:29","148","152","2","6","168","262","51.0% S / 49.0% D","1.09","10.6","9.5","315","314","Nessun peso","357","Nessun peso","63","23.0","5:22","171","5:26.9","5:27"
"","","Corsa","6","5:28.5","33:19","1.00","5:29","5:29","150","154","1","1","167","262","50.9% S / 49.1% D","1.10","10.8","9.6","308","308","Nessun peso","328","Nessun peso","65","22.0","5:24","169","5:28","5:28"
"","","Corsa","7","5:28.1","38:47","1.00","5:28","5:30","151","153","1","4","167","263","50.9% S / 49.1% D","1.09","10.6","9.5","303","303","Nessun peso","325","Nessun peso","64","22.0","5:22","170","5:28","5:28"
"","","Corsa","8","2:33.3","41:20","0.50","5:07","5:05","157","160","2","1","174","250","50.9% S / 49.1% D","1.12","10.2","8.8","326","329","Nessun peso","423","Nessun peso","32","22.0","4:44","178","2:33","5:06"
"","2","Corsa","9 - 15","32:23","1:13:43","6.50","4:59","4:59","159","163","11","12","173","249","50.9% S / 49.1% D","1.16","10.4","8.7","335","335","Nessun peso","373","Nessun peso","410","23.0","4:40","179","32:23","4:59"
