"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","17:30","17:30","3.00","5:50","5:47","147","159","18","12","164","269","50.7% S / 49.3% D","1.06","10.9","10.1","315","309","Nessun peso","411","Nessun peso","201","25.0","5:15","174","17:27","5:49"
"","","Riscaldamento","1","6:03.6","6:03.6","1.00","6:04","5:57","138","149","5","1","162","274","50.3% S / 49.7% D","1.03","11.1","10.6","306","303","Nessun peso","380","Nessun peso","65","28.0","5:36","170","6:03","6:03"
"","","Riscaldamento","2","5:31.8","11:35","1.00","5:32","5:28","151","155","10","1","166","265","50.8% S / 49.2% D","1.09","11.0","9.9","330","328","Nessun peso","374","Nessun peso","67","25.0","5:15","170","5:31.8","5:32"
"","","Riscaldamento","3","5:54.7","17:30","1.00","5:55","5:51","152","159","3","10","163","268","50.9% S / 49.1% D","1.07","10.6","9.9","308","296","Nessun peso","411","Nessun peso","69","24.0","5:23","174","5:54","5:54"
"","1","Corsa","4 - 7","18:07","35:38","4.00","4:32","4:33","167","173","1","8","178","241","51.2% S / 48.8% D","1.24","10.4","8.1","363","364","Nessun peso","411","Nessun peso","244","23.0","4:06","187","18:07","4:32"
"","","Corsa","4","4:28.4","21:58","1.00","4:28","4:30","163","169","1","2","180","236","51.1% S / 48.9% D","1.24","10.2","8.1","367","372","Nessun peso","411","Nessun peso","59","23.0","4:06","187","4:28.4","4:28"
"","","Corsa","5","4:31.6","26:30","1.00","4:32","4:33","167","171","0","1","179","238","51.3% S / 48.7% D","1.23","10.2","8.0","367","368","Nessun peso","394","Nessun peso","61","23.0","4:27","185","4:31","4:31"
"","","Corsa","6","4:35.8","31:06","1.00","4:36","4:36","168","171","0","1","176","244","51.2% S / 48.8% D","1.24","10.5","8.2","358","357","Nessun peso","384","Nessun peso","62","23.0","4:25","180","4:35.8","4:36"
"","","Corsa","7","4:31.7","35:38","1.00","4:32","4:34","170","173","0","3","176","244","51.2% S / 48.8% D","1.25","10.5","8.2","359","359","Nessun peso","385","Nessun peso","62","24.0","4:24","182","4:31.7","4:32"
"","","Riposo","8","3:00","38:38","0.23","12:52","12:58","134","171","0","8","101","496","49.8% S / 50.2% D","0.80","5.9","7.4","198","85","Nessun peso","367","Nessun peso","18","25.0","4:25","173","2:50","12:09"
"","2","Corsa","9 - 12","18:08","56:46","4.00","4:32","4:31","171","176","15","3","177","242","51.2% S / 48.8% D","1.25","10.5","8.3","372","373","Nessun peso","457","Nessun peso","249","25.0","4:05","186","18:08","4:32"
"","","Corsa","9","4:25.6","43:03","1.00","4:26","4:21","165","174","10","0","179","237","51.3% S / 48.7% D","1.25","10.3","8.1","388","393","Nessun peso","457","Nessun peso","60","25.0","4:05","186","4:25.6","4:26"
"","","Corsa","10","4:35.4","47:39","1.00","4:35","4:36","171","174","3","2","176","244","51.2% S / 48.8% D","1.23","10.5","8.3","371","370","Nessun peso","413","Nessun peso","63","25.0","4:25","183","4:35.4","4:35"
"","","Corsa","11","4:33.7","52:12","1.00","4:34","4:32","174","176","1","1","175","244","51.1% S / 48.9% D","1.25","10.7","8.3","365","364","Nessun peso","384","Nessun peso","63","25.0","4:28","181","4:33","4:33"
"","","Corsa","12","4:33.5","56:46","1.00","4:34","4:34","174","176","1","0","175","244","51.0% S / 49.0% D","1.25","10.7","8.3","364","364","Nessun peso","401","Nessun peso","63","26.0","4:26","181","4:33.5","4:34"
"","","Riposo","13","3:00","59:46","0.25","12:09","11:51","144","174","4","10","105","535","50.2% S / 49.8% D","0.82","6.5","7.8","199","100","Nessun peso","374","Nessun peso","19","26.0","4:27","172","2:58","12:01"
"","","Defaticamento","14 - 17","20:07","1:19:53","3.56","5:39","5:35","157","162","32","22","166","265","50.8% S / 49.2% D","1.07","10.9","10.0","312","310","Nessun peso","461","Nessun peso","229","28.0","4:02","170","20:07","5:39"
"","","Defaticamento","14","5:38.3","1:05:24","1.00","5:38","5:33","156","160","12","8","165","266","50.6% S / 49.4% D","1.07","11.0","10.1","318","315","Nessun peso","460","Nessun peso","65","27.0","5:16","168","5:38.3","5:38"
"","","Defaticamento","15","5:37.4","1:11:02","1.00","5:37","5:39","157","161","2","5","166","265","50.7% S / 49.3% D","1.07","11.0","10.0","304","303","Nessun peso","343","Nessun peso","64","28.0","5:25","170","5:37.4","5:37"
"","","Defaticamento","16","5:42.8","1:16:44","1.00","5:43","5:38","158","162","10","9","166","265","51.0% S / 49.0% D","1.06","10.9","10.0","312","308","Nessun peso","461","Nessun peso","65","29.0","4:02","170","5:42.8","5:43"
"","","Defaticamento","17","3:08.3","1:19:53","0.56","5:39","5:28","157","159","8","0","166","265","50.9% S / 49.1% D","1.07","10.6","9.6","317","316","Nessun peso","369","Nessun peso","36","28.0","5:10","170","3:07","5:36"
"","Riepilogo","--","--","1:19:53","1:19:53","15.04","5:19","5:17","159","176","70","63","166","259","50.9% S / 49.1% D","1.13","10.3","9.0","338","320","Nessun peso","461","Nessun peso","960","25.6","4:02","187","1:19:39","5:18"
