"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","22:33","22:33","4.00","5:38","5:41","146","157","9","20","178","248","50.8% S / 49.2% D","1.00","9.4","9.2","292","290","Nessun peso","360","Nessun peso","265","20.0","5:15","188","22:31","5:38"
"","","Riscaldamento","1","5:42.1","5:42.1","1.00","5:42","5:38","136","147","7","1","174","255","50.8% S / 49.3% D","1.00","9.7","9.5","305","300","Nessun peso","360","Nessun peso","64","24.0","5:15","182","5:42","5:42"
"","","Riscaldamento","2","5:37.6","11:20","1.00","5:38","5:42","149","157","1","7","178","250","50.7% S / 49.3% D","1.00","9.4","9.1","289","290","Nessun peso","340","Nessun peso","66","21.0","5:25","183","5:37","5:37"
"","","Riscaldamento","3","5:39.5","16:59","1.00","5:40","5:42","149","155","1","5","180","246","51.0% S / 49.0% D","0.99","9.2","9.1","288","286","Nessun peso","330","Nessun peso","68","19.0","5:26","186","5:39.5","5:40"
"","","Riscaldamento","4","5:34.2","22:33","1.00","5:34","5:41","151","155","0","7","181","242","50.8% S / 49.2% D","0.99","9.3","9.1","284","284","Nessun peso","314","Nessun peso","66","18.0","5:27","188","5:34","5:34"
"","1","Corsa","5 - 9","22:00","44:33","5.00","4:24","4:24","169","177","9","13","188","227","51.2% S / 48.8% D","1.21","9.4","7.6","368","368","Nessun peso","439","Nessun peso","307","16.0","4:02","195","21:58","4:24"
"","","Corsa","5","4:37.5","27:11","1.00","4:37","4:35","163","165","2","2","185","232","51.1% S / 48.9% D","1.17","9.5","7.9","352","353","Nessun peso","404","Nessun peso","62","17.0","4:22","188","4:37","4:37"
"","","Corsa","6","4:27.7","31:39","1.00","4:28","4:29","167","170","3","2","190","225","51.3% S / 48.7% D","1.17","9.1","7.6","350","353","Nessun peso","432","Nessun peso","61","16.0","4:24","193","4:27.7","4:28"
"","","Corsa","7","4:22.9","36:01","1.00","4:23","4:22","169","173","5","7","188","226","51.2% S / 48.8% D","1.21","9.5","7.6","374","371","Nessun peso","439","Nessun peso","61","15.0","4:10","193","4:22.9","4:23"
"","","Corsa","8","4:16.5","40:18","1.00","4:16","4:17","173","175","0","1","190","223","51.2% S / 48.8% D","1.23","9.4","7.4","380","381","Nessun peso","419","Nessun peso","61","15.0","4:08","195","4:16","4:16"
"","","Corsa","9","4:15.0","44:33","1.00","4:15","4:15","174","177","0","1","187","226","51.2% S / 48.8% D","1.26","9.7","7.4","384","384","Nessun peso","420","Nessun peso","61","15.0","4:02","194","4:15","4:15"
"","","Defaticamento","10 - 14","22:07","1:06:40","4.03","5:29","5:26","158","174","16","6","175","249","51.1% S / 48.9% D","1.05","10.1","9.4","313","312","Nessun peso","388","Nessun peso","276","15.0","4:21","183","22:06","5:29"
"","","Defaticamento","10","5:14.0","49:47","1.00","5:14","5:15","164","174","0","2","177","244","51.0% S / 49.0% D","1.09","9.9","8.9","321","316","Nessun peso","388","Nessun peso","68","14.0","4:21","182","5:14.0","5:14"
"","","Defaticamento","11","5:25.8","55:13","1.00","5:26","5:27","159","164","1","2","179","243","50.9% S / 49.1% D","1.03","9.7","9.2","308","307","Nessun peso","370","Nessun peso","68","14.0","4:45","182","5:25.8","5:26"
"","","Defaticamento","12","5:34.6","1:00:47","1.00","5:35","5:33","156","159","2","1","174","250","51.1% S / 48.9% D","1.04","10.1","9.5","304","304","Nessun peso","366","Nessun peso","68","15.0","5:00","183","5:34.6","5:35"
"","","Defaticamento","13","5:42.4","1:06:30","1.00","5:42","5:30","156","159","12","0","169","258","51.2% S / 48.8% D","1.05","10.7","10.0","318","318","Nessun peso","379","Nessun peso","69","16.0","5:13","178","5:42","5:42"
"","","Defaticamento","14","0:10.0","1:06:40","0.03","5:21","5:03","157","158","1","0","169","260","51.2% S / 48.8% D","1.12","10.4","9.3","349","375","Nessun peso","388","Nessun peso","2","15.0","5:14","169","0:09","4:48"
"","Riepilogo","--","--","1:06:40","1:06:40","13.03","5:07","5:07","158","177","35","39","180","241","51.0% S / 49.0% D","1.08","9.7","8.7","329","323","Nessun peso","439","Nessun peso","847","17.0","4:02","195","1:06:36","5:07"
