"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","12:38","12:38","2.00","6:19","6:24","141","151","1","13","165","280","50.8% S / 49.2% D","0.96","9.8","10.0","282","280","4.06","345","5.00","138","21.0","4:53","176","12:38","6:19"
"","","Riscaldamento","1","6:12.6","6:12.6","1.00","6:13","6:18","135","147","1","5","167","278","50.7% S / 49.3% D","0.96","9.7","9.8","285","283","4.10","345","5.00","67","22.0","4:53","176","6:12.6","6:13"
"","","Riscaldamento","2","6:25.7","12:38","1.00","6:26","6:31","147","151","0","7","164","282","50.8% S / 49.2% D","0.95","9.8","10.2","279","277","4.01","317","4.59","71","20.0","6:00","170","6:25.7","6:26"
"","","Riposo","3","1:30","14:08","0.13","11:31","11:01","122","148","0","3","113","325","50.7% S / 49.3% D","0.86","5.9","7.0","166","101","1.46","260","3.77","9","19.0","6:26","177","1:28","11:15"
"","1","Corsa","4 - 5","6:52.3","21:01","1.60","4:18","4:26","166","172","1","53","181","243","51.0% S / 49.0% D","1.28","9.4","7.2","363","353","5.12","436","6.32","92","17.0","4:02","186","6:52","4:17"
"","","Corsa","4","4:19.6","18:28","1.00","4:20","4:26","162","169","1","6","182","242","50.9% S / 49.1% D","1.26","9.4","7.3","378","383","5.55","436","6.32","57","18.0","4:08","185","4:19.6","4:20"
"","","Corsa","5","2:32.6","21:01","0.60","4:14","4:27","171","172","0","47","181","243","51.0% S / 49.0% D","1.31","9.5","7.0","333","302","4.38","413","5.99","35","16.0","4:02","186","2:32.6","4:14"
"","","Riposo","6","2:00","23:01","0.17","11:34","10:40","133","170","5","1","110","309","50.2% S / 49.8% D","0.82","6.5","7.9","211","115","1.67","427","6.19","15","16.0","4:25","177","1:58","11:23"
"","2","Corsa","7 - 8","6:51.2","29:52","1.60","4:17","4:12","167","173","19","0","182","240","50.8% S / 49.2% D","1.28","9.5","7.3","389","393","5.70","479","6.94","93","15.0","3:42","187","6:51","4:17"
"","","Corsa","7","4:13.2","27:14","1.00","4:13","4:08","165","173","13","0","183","238","50.8% S / 49.2% D","1.28","9.4","7.2","388","394","5.71","479","6.94","57","15.0","3:42","187","4:13.2","4:13"
