"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","17:36","17:36","3.00","5:52","5:50","152","170","14","5","167","264","51.0% S / 49.0% D","1.03","10.9","10.4","331","329","Nessun peso","451","Nessun peso","208","22.0","4:49","174","17:35","5:52"
"","","Riscaldamento","1","5:54.2","5:54.2","1.00","5:54","5:53","128","162","2","4","167","262","51.0% S / 49.0% D","1.02","10.8","10.4","323","321","Nessun peso","385","Nessun peso","63","24.0","4:55","171","5:54.2","5:54"
"","","Riscaldamento","2","5:50.6","11:45","1.00","5:51","5:48","162","166","6","0","167","265","51.0% S / 49.0% D","1.03","10.8","10.3","326","329","Nessun peso","390","Nessun peso","72","22.0","4:49","174","5:50.6","5:51"
"","","Riscaldamento","3","5:51.6","17:36","1.00","5:52","5:49","166","170","6","2","166","263","51.0% S / 49.0% D","1.03","11.2","10.7","342","339","Nessun peso","451","Nessun peso","72","19.0","5:45","169","5:51","5:51"
"","","Riposo","4","1:30","19:06","0.12","12:50","12:31","143","169","0","4","107","322","50.0% S / 50.0% D","0.80","5.5","6.9","199","93","Nessun peso","320","Nessun peso","12","19.0","5:46","175","1:28","12:33"
"","1","Corsa","5","1:42.8","20:49","0.40","4:17","4:13","167","177","2","0","184","227","51.3% S / 48.7% D","1.26","10.5","8.2","429","451","Nessun peso","517","Nessun peso","23","19.0","3:50","187","1:42.8","4:17"
"","","Riposo","6","1:00","21:49","0.09","11:06","10:35","164","177","0","0","114","280","50.8% S / 49.2% D","0.84","6.6","8.4","302","139","Nessun peso","436","Nessun peso","12","19.0","4:29","175","0:58","10:44"
"","2","Corsa","7","1:43.2","23:32","0.40","4:18","4:17","170","178","1","0","184","224","51.4% S / 48.6% D","1.25","10.7","8.4","418","440","Nessun peso","495","Nessun peso","23","19.0","4:01","188","1:43","4:17"
"","","Riposo","8","1:00","24:32","0.09","11:28","10:54","165","179","0","0","114","456","51.2% S / 48.8% D","0.85","6.3","7.8","294","131","Nessun peso","408","Nessun peso","12","19.0","4:29","185","0:58","11:05"
"","3","Corsa","9","1:41.7","26:14","0.40","4:14","4:24","171","179","0","0","185","223","51.4% S / 48.6% D","1.26","10.6","8.4","409","427","Nessun peso","480","Nessun peso","22","18.0","4:12","186","1:41.7","4:14"
"","","Riposo","10","1:00","27:14","0.09","11:05","10:13","166","179","1","1","114","389","50.9% S / 49.1% D","0.82","6.6","7.7","300","153","Nessun peso","445","Nessun peso","12","18.0","4:23","183","0:58","10:43"
"","4","Corsa","11","1:46.8","29:01","0.40","4:27","4:27","171","178","0","1","184","224","51.1% S / 48.9% D","1.22","10.7","8.7","397","416","Nessun peso","491","Nessun peso","24","18.0","4:09","187","1:46.8","4:27"
"","","Riposo","12","1:00","30:01","0.07","14:00","12:29","162","179","0","0","105","473","50.8% S / 49.2% D","0.79","5.6","7.3","265","101","Nessun peso","398","Nessun peso","12","19.0","4:40","163","0:58","13:32"
