"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","3","Corsa","15 - 25","1:01:27","2:21:58","11.00","5:35","5:34","157","178","39","40","166","267","1.07","9.2","8.6","291","285","Nessun peso","421","Nessun peso","728","22.0","4:23","186","1:01:16","5:34"
"","","Corsa","15","5:39.0","1:26:10","1.00","5:39","5:41","155","161","4","5","167","271","1.06","9.3","8.8","284","282","Nessun peso","358","Nessun peso","67","21.0","5:31","174","5:39.0","5:39"
"","","Corsa","16","5:58.2","1:32:08","1.00","5:58","5:51","152","156","4","4","159","270","1.05","9.2","8.8","277","270","Nessun peso","333","Nessun peso","73","21.0","5:14","177","5:52","5:52"
"","","Corsa","17","5:30.2","1:37:39","1.00","5:30","5:32","154","157","1","1","169","266","1.08","9.3","8.6","287","286","Nessun peso","298","Nessun peso","64","21.0","5:17","176","5:30","5:30"
"","","Corsa","18","5:42.9","1:43:21","1.00","5:43","5:45","154","159","2","5","166","272","1.06","9.3","8.8","279","276","Nessun peso","348","Nessun peso","64","21.0","5:23","172","5:42.9","5:43"
"","","Corsa","19","5:46.2","1:49:08","1.00","5:46","5:48","154","156","2","5","166","272","1.05","9.3","8.9","274","274","Nessun peso","300","Nessun peso","64","22.0","5:34","176","5:46","5:46"
"","","Corsa","20","5:42.6","1:54:50","1.00","5:43","5:41","155","158","4","3","166","272","1.06","9.3","8.8","283","282","Nessun peso","329","Nessun peso","65","22.0","5:28","174","5:42.6","5:43"
"","","Corsa","21","5:45.8","2:00:36","1.00","5:46","5:45","155","160","6","2","167","272","1.04","9.2","8.9","280","279","Nessun peso","318","Nessun peso","66","23.0","5:26","177","5:45","5:45"
"","","Corsa","22","5:43.7","2:06:20","1.00","5:44","5:43","158","160","3","4","166","272","1.05","9.3","8.8","282","280","Nessun peso","355","Nessun peso","69","23.0","5:25","176","5:43.7","5:44"
"","","Corsa","23","6:22.7","2:12:43","1.00","6:23","6:22","154","160","5","4","155","278","0.99","9.0","9.1","254","245","Nessun peso","319","Nessun peso","68","24.0","5:28","176","6:20","6:20"
"","","Corsa","24","4:36.9","2:17:19","1.00","4:37","4:40","167","172","2","5","177","240","1.21","9.1","7.5","334","336","Nessun peso","356","Nessun peso","63","24.0","4:23","186","4:36.9","4:37"
"","","Corsa","25","4:38.3","2:21:58","1.00","4:38","4:33","175","178","5","2","176","239","1.23","9.3","7.5","350","348","Nessun peso","421","Nessun peso","66","23.0","4:23","184","4:38","4:38"
"","4","Corsa","26 - 27","4:50.2","2:26:48","1.03","4:41","4:38","176","179","5","0","174","244","1.23","9.4","7.7","347","346","Nessun peso","396","Nessun peso","69","22.0","4:27","181","4:49","4:40"
"","","Corsa","26","4:40.6","2:26:38","1.00","4:41","4:38","176","179","5","0","174","244","1.23","9.4","7.7","347","346","Nessun peso","396","Nessun peso","67","22.0","4:27","181","4:40.6","4:41"
"","","Corsa","27","0:09.6","2:26:48","0.03","4:51","4:45","174","174","0","0","170","251","1.24","9.8","7.9","333","344","Nessun peso","346","Nessun peso","2","22.0","4:45","171","0:08","4:02"
"","Riepilogo","--","--","2:26:48","2:26:48","26.03","5:38","5:37","155","179","117","103","165","270","1.07","9.4","8.7","288","283","Nessun peso","421","Nessun peso","1,759","21.6","4:23","186","2:26:17","5:37"
