"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 7","40:06","40:06","7.00","5:44","5:44","149","158","36","43","163","275","1.07","9.5","8.9","279","277","Nessun peso","387","Nessun peso","480","21.0","4:58","174","40:06","5:44"
"","","Corsa","1","5:50.7","5:50.7","1.00","5:51","5:46","128","150","13","6","162","279","1.05","9.5","9.0","289","286","Nessun peso","347","Nessun peso","62","25.0","5:26","169","5:50.7","5:51"
"","","Corsa","2","5:41.2","11:32","1.00","5:41","5:48","150","154","3","13","163","275","1.08","9.6","8.9","274","273","Nessun peso","352","Nessun peso","68","22.0","5:31","167","5:41","5:41"
"","","Corsa","3","5:46.5","17:18","1.00","5:47","5:46","151","154","4","7","162","277","1.07","9.6","9.0","270","270","Nessun peso","346","Nessun peso","70","21.0","5:16","165","5:46.5","5:47"
"","","Corsa","4","5:41.2","23:00","1.00","5:41","5:46","151","153","1","7","163","276","1.08","9.6","8.9","270","270","Nessun peso","304","Nessun peso","68","20.0","5:13","167","5:41","5:41"
"","","Corsa","5","5:43.8","28:43","1.00","5:44","5:39","153","158","6","3","163","276","1.07","9.6","8.9","283","281","Nessun peso","387","Nessun peso","71","21.0","5:25","167","5:43.8","5:44"
"","","Corsa","6","5:44.6","34:28","1.00","5:45","5:44","154","158","5","5","164","275","1.06","9.4","8.9","277","275","Nessun peso","383","Nessun peso","70","20.0","5:35","174","5:44","5:44"
"","","Corsa","7","5:38.4","40:06","1.00","5:38","5:36","155","157","5","1","166","271","1.07","9.4","8.8","285","285","Nessun peso","348","Nessun peso","70","21.0","4:58","174","5:38.4","5:38"
"","2","Corsa","8 - 14","40:25","1:20:31","7.00","5:46","5:44","154","163","37","20","164","273","1.06","9.4","8.9","282","279","Nessun peso","374","Nessun peso","482","21.0","5:19","176","40:07","5:44"
"","","Corsa","8","5:47.2","45:54","1.00","5:47","5:43","154","157","6","1","165","274","1.05","9.4","8.9","279","279","Nessun peso","305","Nessun peso","69","21.0","5:19","170","5:47","5:47"
"","","Corsa","9","5:47.8","51:41","1.00","5:48","5:43","154","163","9","6","164","275","1.05","9.4","8.9","283","282","Nessun peso","367","Nessun peso","69","20.0","5:37","170","5:47.8","5:48"
"","","Corsa","10","6:01.5","57:43","1.00","6:02","5:58","153","159","5","3","155","272","1.07","9.4","8.8","279","266","Nessun peso","374","Nessun peso","71","20.0","5:25","172","5:45","5:45"
"","","Corsa","11","5:44.6","1:03:27","1.00","5:45","5:44","155","160","4","2","165","274","1.06","9.4","8.9","279","279","Nessun peso","306","Nessun peso","67","21.0","5:40","170","5:44.6","5:45"
"","","Corsa","12","5:46.0","1:09:13","1.00","5:46","5:45","153","157","6","3","166","272","1.04","9.3","8.9","281","281","Nessun peso","327","Nessun peso","68","21.0","5:31","172","5:46.0","5:46"
"","","Corsa","13","5:40.8","1:14:54","1.00","5:41","5:41","155","159","3","4","165","272","1.06","9.4","8.8","282","281","Nessun peso","330","Nessun peso","68","21.0","5:28","170","5:40","5:40"
"","","Corsa","14","5:36.9","1:20:31","1.00","5:37","5:34","155","158","4","1","167","269","1.07","9.4","8.7","290","289","Nessun peso","341","Nessun peso","68","21.0","5:23","176","5:36.9","5:37"
