"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 3","17:35","17:35","3.00","5:52","5:50","153","168","10","2","170","262","50.7% S / 49.3% D","1.00","9.6","9.4","326","324","Nessun peso","412","Nessun peso","209","22.0","5:21","186","17:34","5:51"
"","","Corsa","1","5:56.3","5:56.3","1.00","5:56","5:55","140","156","1","2","170","266","50.7% S / 49.3% D","1.00","9.5","9.4","310","309","Nessun peso","378","Nessun peso","68","24.0","5:21","186","5:56.3","5:56"
"","","Corsa","2","5:48.1","11:44","1.00","5:48","5:50","158","162","2","0","171","260","50.7% S / 49.3% D","1.00","9.6","9.4","322","322","Nessun peso","354","Nessun peso","70","22.0","5:32","175","5:48","5:48"
"","","Corsa","3","5:50.5","17:35","1.00","5:51","5:44","163","168","7","0","171","260","50.6% S / 49.4% D","1.00","9.7","9.5","341","340","Nessun peso","412","Nessun peso","72","20.0","5:32","174","5:50.5","5:51"
"","2","Corsa","4 - 5","10:17","27:51","2.00","5:08","5:08","172","174","3","2","173","251","50.7% S / 49.3% D","1.13","10.2","8.8","362","363","Nessun peso","460","Nessun peso","136","20.0","4:55","180","10:15","5:08"
"","","Corsa","4","5:06.4","22:41","1.00","5:06","5:07","171","173","1","1","173","251","50.7% S / 49.3% D","1.13","10.1","8.7","359","360","Nessun peso","460","Nessun peso","67","20.0","4:55","180","5:06","5:06"
"","","Corsa","5","5:10.2","27:51","1.00","5:10","5:09","172","174","2","1","173","251","50.7% S / 49.3% D","1.12","10.3","8.9","365","366","Nessun peso","400","Nessun peso","68","20.0","5:06","175","5:10","5:10"
"","3","Corsa","6 - 8","14:30","42:21","2.50","5:48","5:52","169","174","1","17","170","260","50.6% S / 49.4% D","1.02","9.9","9.5","301","298","Nessun peso","384","Nessun peso","179","24.0","5:11","173","14:29","5:48"
"","","Corsa","6","5:47.2","33:39","1.00","5:47","5:51","169","174","0","8","170","260","50.5% S / 49.5% D","1.02","10.0","9.5","306","300","Nessun peso","384","Nessun peso","72","22.0","5:11","173","5:47.2","5:47"
"","","Corsa","7","5:45.4","39:24","1.00","5:45","5:48","169","171","1","6","170","259","50.6% S / 49.4% D","1.02","9.9","9.4","302","300","Nessun peso","335","Nessun peso","71","24.0","5:37","173","5:45","5:45"
"","","Corsa","8","2:57.0","42:21","0.50","5:54","5:59","169","171","0","2","170","260","50.6% S / 49.4% D","0.99","9.9","9.7","288","288","Nessun peso","323","Nessun peso","36","28.0","5:30","172","2:57","5:54"
"","4","Corsa","9 - 10","10:25","52:46","2.00","5:12","5:08","174","177","14","1","173","250","50.6% S / 49.4% D","1.11","10.3","9.1","354","353","Nessun peso","466","Nessun peso","139","29.0","4:54","179","10:24","5:12"
"","","Corsa","9","5:13.1","47:34","1.00","5:13","5:11","173","175","5","1","173","250","50.7% S / 49.3% D","1.11","10.3","9.1","337","338","Nessun peso","414","Nessun peso","69","30.0","4:54","175","5:13","5:13"
"","","Corsa","10","5:11.7","52:46","1.00","5:12","5:05","175","177","9","0","173","250","50.5% S / 49.5% D","1.11","10.3","9.0","370","368","Nessun peso","466","Nessun peso","70","28.0","5:00","179","5:11.7","5:12"
"","5","Corsa","11 - 14","14:28","1:07:14","2.51","5:45","5:45","170","174","11","12","170","258","50.5% S / 49.5% D","1.03","10.1","9.6","318","316","Nessun peso","393","Nessun peso","180","26.0","5:20","173","14:27","5:45"
"","","Corsa","11","5:47.5","58:33","1.00","5:47","5:51","171","174","5","8","169","260","50.5% S / 49.5% D","1.02","10.1","9.6","312","308","Nessun peso","369","Nessun peso","72","27.0","5:20","172","5:47","5:47"
"","","Corsa","12","5:45.0","1:04:18","1.00","5:45","5:43","170","172","3","3","170","257","50.5% S / 49.5% D","1.02","10.1","9.6","327","324","Nessun peso","393","Nessun peso","72","26.0","5:35","173","5:45","5:45"
"","","Corsa","13","2:49.5","1:07:08","0.50","5:39","5:39","169","171","2","1","170","256","50.3% S / 49.7% D","1.04","10.3","9.7","314","317","Nessun peso","345","Nessun peso","35","26.0","5:36","172","2:49.5","5:39"
"","","Corsa","14","0:06.2","1:07:14","0.01","7:10","5:57","169","169","0","0","163","274","50.1% S / 49.9% D","1.02","10.3","9.8","329","309","Nessun peso","333","Nessun peso","1","26.0","5:41","166","0:05","5:47"
"","Riepilogo","--","--","1:07:14","1:07:14","12.01","5:36","5:35","166","177","39","35","171","257","50.6% S / 49.4% D","1.05","10.0","9.4","331","327","Nessun peso","466","Nessun peso","842","24.2","4:54","186","1:07:11","5:36"
