"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","19:03","19:03","3.00","6:21","6:25","133","144","5","20","174","266","50.7% S / 49.3% D","0.90","8.5","9.2","261","260","3.77","342","4.96","204","24.0","5:45","182","19:02","6:21"
"","","Riscaldamento","1","6:17.8","6:17.8","1.00","6:18","6:25","126","135","0","7","174","264","50.7% S / 49.3% D","0.91","8.8","9.5","267","266","3.86","342","4.96","65","26.0","5:45","177","6:17.8","6:18"
"","","Riscaldamento","2","6:23.4","12:41","1.00","6:23","6:27","136","140","0","5","174","267","50.6% S / 49.4% D","0.90","8.4","9.2","257","256","3.71","292","4.23","69","24.0","6:12","177","6:23","6:23"
"","","Riscaldamento","3","6:21.7","19:03","1.00","6:22","6:23","139","144","5","8","175","267","50.7% S / 49.3% D","0.90","8.2","9.0","259","257","3.72","339","4.91","70","23.0","6:12","182","6:21.7","6:22"
"","1","Corsa","4","5:12.4","24:15","1.00","5:12","5:10","150","156","4","5","180","251","50.8% S / 49.2% D","1.06","8.6","7.9","313","318","4.61","425","6.16","66","22.0","5:00","183","5:12","5:12"
"","2","Corsa","5","5:58.7","30:14","1.00","5:59","6:06","143","156","0","13","178","258","50.7% S / 49.3% D","0.94","8.2","8.5","268","260","3.77","326","4.72","67","21.0","5:00","180","5:57","5:57"
"","3","Corsa","6","5:14.1","35:28","1.00","5:14","5:13","152","155","3","0","180","251","51.0% S / 49.0% D","1.06","8.6","7.9","310","312","4.52","335","4.86","66","20.0","5:07","182","5:13","5:13"
"","4","Corsa","7","6:00.4","41:29","1.00","6:00","5:54","146","155","7","1","177","258","50.2% S / 49.8% D","0.95","8.3","8.6","284","280","4.06","372","5.39","69","21.0","5:11","181","6:00","6:00"
"","5","Corsa","8","5:11.6","46:40","1.00","5:12","5:11","154","159","3","1","180","250","50.6% S / 49.4% D","1.07","8.7","7.9","317","318","4.61","365","5.29","66","20.0","4:47","182","5:10","5:10"
"","6","Corsa","9","5:53.0","52:33","1.00","5:53","5:53","149","157","1","0","178","255","49.9% S / 50.1% D","0.96","8.4","8.5","279","276","4.00","336","4.87","69","20.0","5:08","181","5:52","5:52"
"","7","Corsa","10","5:09.9","57:43","1.00","5:10","5:07","156","159","4","0","180","250","50.6% S / 49.4% D","1.07","8.7","7.9","323","324","4.70","356","5.16","66","20.0","4:54","182","5:09","5:09"
"","8","Corsa","11","5:51.8","1:03:35","1.00","5:52","5:52","151","157","4","4","177","258","50.4% S / 49.6% D","0.97","8.3","8.4","281","278","4.03","372","5.39","68","19.0","5:09","181","5:51","5:51"
"","9","Corsa","12","5:07.9","1:08:43","1.00","5:08","5:06","156","159","4","0","180","249","50.6% S / 49.4% D","1.08","8.7","7.9","324","326","4.72","363","5.26","65","19.0","4:54","182","5:07","5:07"
"","10","Corsa","13","5:56.3","1:14:39","1.00","5:56","5:54","150","159","5","4","175","260","49.8% S / 50.2% D","0.97","8.6","8.7","287","282","4.09","343","4.97","68","19.0","5:05","180","5:55","5:55"
"","","Defaticamento","14 - 19","32:38","1:47:17","5.31","6:09","6:08","146","157","20","13","174","267","50.6% S / 49.4% D","0.94","8.4","8.9","277","272","3.94","388","5.62","356","19.0","4:50","183","32:38","6:09"
"","","Defaticamento","14","5:10.9","1:19:50","1.00","5:11","5:11","155","157","3","0","180","250","50.5% S / 49.5% D","1.07","8.7","7.9","320","321","4.65","354","5.13","65","19.0","4:50","183","5:10.9","5:11"
"","","Defaticamento","15","5:58.7","1:25:49","1.00","5:59","6:03","146","154","0","5","175","263","50.2% S / 49.8% D","0.96","8.5","8.6","273","270","3.91","317","4.59","65","19.0","5:11","181","5:58.7","5:59"
"","","Defaticamento","16","6:30.5","1:32:19","1.00","6:30","6:30","143","147","1","2","173","272","50.5% S / 49.5% D","0.89","8.2","9.1","256","254","3.68","304","4.41","68","19.0","5:58","176","6:30","6:30"
"","","Defaticamento","17","6:23.1","1:38:42","1.00","6:23","6:21","145","148","7","1","173","270","50.9% S / 49.1% D","0.90","8.4","9.1","268","267","3.87","361","5.23","67","19.0","6:17","175","6:23","6:23"
"","","Defaticamento","18","6:21.2","1:45:03","1.00","6:21","6:20","144","148","5","4","174","269","50.7% S / 49.3% D","0.91","8.4","9.1","266","266","3.86","309","4.48","69","20.0","6:13","177","6:21.2","6:21"
"","","Defaticamento","19","2:13.9","1:47:17","0.31","7:12","6:50","145","150","5","0","164","287","50.7% S / 49.3% D","0.87","8.3","9.6","269","255","3.70","388","5.62","22","20.0","6:07","177","2:13","7:09"
"","Riepilogo","--","--","1:47:17","1:47:17","18.31","5:52","5:51","146","159","61","61","176","260","50.5% S / 49.5% D","0.97","8.5","8.6","287","282","4.09","425","6.16","1,231","20.6","4:47","183","1:47:14","5:51"
